treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dueto_related_parties_current,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,current_assets,restricted_cash,receivables,other_receivables,duefrom_related_parties_current,accrued_interest_receivable,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
169420.0,102887828.0,103057248.0,5522000000.0,8958000000.0,2848000000.0,11806000000.0,8601000000.0,2848000000.0,2848000000.0,11788000000.0,11615000000.0,8767000000.0,2848000000.0,-22000000.0,-22000000.0,6000000.0,1294000000.0,1581000000.0,1000000.0,1000000.0,103528000000.0,9086000000.0,146000000.0,8940000000.0,8940000000.0,94442000000.0,18000000.0,18000000.0,94424000000.0,193000000.0,193000000.0,94231000000.0,291000000.0,214000000.0,93726000000.0,115143000000.0,12100000000.0,926000000.0,396000000.0,11174000000.0,11174000000.0,11174000000.0,103043000000.0,57037000000.0,42570000000.0,3469000000.0,3469000000.0,341000000.0,6029000000.0,38760000000.0,-10000000.0,38770000000.0,3436000000.0,3436000000.0,2022-12-31
143957.0,102984853.0,103128810.0,7515000000.0,10729000000.0,3001000000.0,13730000000.0,9842000000.0,3001000000.0,3001000000.0,13720000000.0,12233000000.0,9232000000.0,3001000000.0,-17000000.0,-17000000.0,4000000.0,1432000000.0,1589000000.0,1000000.0,1000000.0,107236000000.0,10909000000.0,190000000.0,10719000000.0,10719000000.0,96327000000.0,10000000.0,10000000.0,96317000000.0,237000000.0,237000000.0,96080000000.0,369000000.0,214000000.0,95497000000.0,119469000000.0,13300000000.0,985000000.0,310000000.0,12315000000.0,12315000000.0,12315000000.0,106169000000.0,61414000000.0,41541000000.0,1666000000.0,,384000000.0,,39491000000.0,-12000000.0,39503000000.0,3214000000.0,3214000000.0,2023-03-31
163940.0,104328901.0,104492841.0,6597000000.0,10278000000.0,3158000000.0,13436000000.0,9244000000.0,3158000000.0,3158000000.0,13419000000.0,12657000000.0,9499000000.0,3158000000.0,-10000000.0,-10000000.0,5000000.0,1546000000.0,1626000000.0,1000000.0,1000000.0,107936000000.0,10418000000.0,157000000.0,10261000000.0,10261000000.0,97518000000.0,17000000.0,17000000.0,97501000000.0,270000000.0,270000000.0,97231000000.0,376000000.0,189000000.0,96666000000.0,120593000000.0,13831000000.0,1003000000.0,,12828000000.0,12828000000.0,12828000000.0,106762000000.0,59324000000.0,43757000000.0,1400000000.0,,391000000.0,,41966000000.0,-11000000.0,41977000000.0,3681000000.0,3681000000.0,2023-06-30
132629.0,106992960.0,107125589.0,6669000000.0,10493000000.0,3390000000.0,13883000000.0,11200000000.0,3390000000.0,3390000000.0,13872000000.0,13264000000.0,9874000000.0,3390000000.0,-29000000.0,-29000000.0,3000000.0,1703000000.0,1718000000.0,1000000.0,1000000.0,107372000000.0,10680000000.0,198000000.0,10482000000.0,10482000000.0,96692000000.0,11000000.0,11000000.0,96681000000.0,288000000.0,288000000.0,96393000000.0,627000000.0,212000000.0,95554000000.0,120636000000.0,12744000000.0,1042000000.0,,11702000000.0,11702000000.0,11702000000.0,107892000000.0,58300000000.0,45768000000.0,1726000000.0,,440000000.0,,43602000000.0,-12000000.0,43614000000.0,3824000000.0,3824000000.0,2023-09-30
133034.0,107045994.0,107179028.0,7611000000.0,11364000000.0,3584000000.0,14948000000.0,11719000000.0,3584000000.0,3584000000.0,14931000000.0,14067000000.0,10483000000.0,3584000000.0,8000000.0,8000000.0,3000000.0,1852000000.0,1726000000.0,1000000.0,1000000.0,114356000000.0,11540000000.0,193000000.0,11347000000.0,11347000000.0,102816000000.0,17000000.0,17000000.0,102799000000.0,311000000.0,311000000.0,102488000000.0,590000000.0,210000000.0,101688000000.0,128423000000.0,13888000000.0,1127000000.0,,12761000000.0,12761000000.0,12761000000.0,114535000000.0,64292000000.0,46490000000.0,1643000000.0,,375000000.0,,44472000000.0,-10000000.0,44482000000.0,3753000000.0,3753000000.0,2023-12-31
