treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,finished_goods,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
16742628.0,65191267.0,81933895.0,1049508000.0,4697721000.0,353664000.0,2116819000.0,221372000.0,353664000.0,3219630000.0,638728000.0,2103291000.0,638728000.0,638728000.0,37024000.0,37024000.0,1842339000.0,459215000.0,1984821000.0,7000.0,7000.0,0.0,6462782000.0,4584373000.0,68687000.0,222549000.0,222549000.0,4293137000.0,2828574000.0,1464563000.0,1878409000.0,520145000.0,404584000.0,391056000.0,13528000.0,13528000.0,953680000.0,953680000.0,953680000.0,7101510000.0,5001729000.0,94885000.0,3643000.0,3643000.0,285064000.0,238000000.0,47064000.0,4618137000.0,,4618137000.0,,,4618137000.0,,,,,2099781000.0,,7054000.0,6582000.0,131834000.0,1445087000.0,1445087000.0,80641000.0,80641000.0,,,428583000.0,428583000.0,2022-10-31
17018281.0,65019713.0,82037994.0,603083000.0,4702109000.0,509841000.0,2270611000.0,371841000.0,509841000.0,3226403000.0,794905000.0,2256977000.0,794905000.0,794905000.0,28748000.0,28748000.0,1893891000.0,644415000.0,2015625000.0,8000.0,8000.0,0.0,6474692000.0,4562741000.0,69386000.0,205991000.0,205991000.0,4287364000.0,2825292000.0,1462072000.0,1911951000.0,541413000.0,414745000.0,401111000.0,13634000.0,13634000.0,955793000.0,955793000.0,955793000.0,7269597000.0,4985805000.0,83599000.0,3205000.0,3205000.0,285064000.0,238000000.0,47064000.0,4613937000.0,-1717890000.0,6331827000.0,881695000.0,250160000.0,2945932000.0,1746729000.0,394798000.0,112513000.0,0.0,2283792000.0,131691000.0,19823000.0,6582000.0,,1181982000.0,1181982000.0,71091000.0,71091000.0,-1252000.0,72343000.0,872623000.0,872623000.0,2023-01-31
17273152.0,64884349.0,82157501.0,831726000.0,4609576000.0,516410000.0,2165643000.0,271952000.0,516410000.0,3245407000.0,801474000.0,2151890000.0,801474000.0,801474000.0,28868000.0,28868000.0,1947676000.0,677163000.0,2043111000.0,8000.0,8000.0,0.0,6202405000.0,4483892000.0,70082000.0,220609000.0,220609000.0,4193201000.0,2842785000.0,1350416000.0,1718513000.0,472926000.0,416375000.0,402622000.0,13753000.0,13753000.0,829212000.0,829212000.0,829212000.0,7003879000.0,5013414000.0,78563000.0,3079000.0,3079000.0,285064000.0,238000000.0,47064000.0,4646708000.0,,4646708000.0,,,4646708000.0,,,,,1990465000.0,136751000.0,5120000.0,6582000.0,,1231092000.0,1231092000.0,78477000.0,78477000.0,,,532443000.0,532443000.0,2023-04-30
17476448.0,64850028.0,82326476.0,840620000.0,4562918000.0,540795000.0,2187453000.0,273368000.0,540795000.0,3201324000.0,825859000.0,2173586000.0,825859000.0,825859000.0,36154000.0,36154000.0,1982406000.0,708055000.0,2064048000.0,8000.0,8000.0,0.0,6089679000.0,4445977000.0,70771000.0,226421000.0,226421000.0,4148785000.0,2801058000.0,1347727000.0,1643702000.0,456075000.0,414133000.0,400266000.0,13867000.0,13867000.0,773494000.0,773494000.0,773494000.0,6915538000.0,4998468000.0,85415000.0,2925000.0,2925000.0,285064000.0,238000000.0,47064000.0,4625064000.0,,4625064000.0,,,4625064000.0,,,,,1917070000.0,148711000.0,5120000.0,0.0,,1161523000.0,1161523000.0,80742000.0,80742000.0,,,520974000.0,520974000.0,2023-07-31
17829029.0,64525262.0,82354291.0,795725000.0,4806440000.0,565412000.0,2262064000.0,260256000.0,565412000.0,3394852000.0,850476000.0,2248094000.0,850476000.0,850476000.0,42386000.0,42386000.0,2035322000.0,756606000.0,2086798000.0,8000.0,8000.0,0.0,6643224000.0,4688648000.0,70572000.0,237909000.0,237909000.0,4380167000.0,2982549000.0,1397618000.0,1954576000.0,588645000.0,426273000.0,412303000.0,13970000.0,13970000.0,939658000.0,939658000.0,939658000.0,7493700000.0,5278868000.0,92734000.0,2870000.0,2870000.0,285064000.0,238000000.0,47064000.0,4898200000.0,,4898200000.0,,,4898200000.0,,,,,2214832000.0,154962000.0,23299000.0,0.0,,1329129000.0,1329129000.0,91579000.0,91579000.0,,,615863000.0,615863000.0,2023-10-31
18435206.0,63964371.0,82399577.0,483286000.0,4804834000.0,711868000.0,2405577000.0,298238000.0,711868000.0,3396189000.0,996932000.0,2391874000.0,996932000.0,996932000.0,33533000.0,33533000.0,2139029000.0,984064000.0,2118356000.0,8000.0,8000.0,0.0,6709908000.0,4681122000.0,73793000.0,227593000.0,227593000.0,4379736000.0,2984794000.0,1394942000.0,2028786000.0,647338000.0,425098000.0,411395000.0,13703000.0,13703000.0,956350000.0,956350000.0,956350000.0,7706840000.0,5379816000.0,79223000.0,2436000.0,2436000.0,285064000.0,238000000.0,47064000.0,5013093000.0,-1952950000.0,6966043000.0,996994000.0,375305000.0,3132768000.0,1941697000.0,413634000.0,105645000.0,0.0,2327024000.0,216164000.0,23299000.0,0.0,,1087841000.0,1087841000.0,74361000.0,74361000.0,-2313000.0,76674000.0,925359000.0,925359000.0,2024-01-31
