free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,other_non_cash_items,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,deferred_tax,deferred_income_tax
9304466000000.0,-150031000000.0,-11448399000000.0,4249600000000.0,-295311000000.0,24001425000000.0,12892285000000.0,-235774000000.0,325356000000.0,-7532303000000.0,-7532303000000.0,67808000000.0,-251281000000.0,-150031000000.0,-150031000000.0,-7198799000000.0,-7198799000000.0,-11448399000000.0,4249600000000.0,-1742118000000.0,-1742118000000.0,-67117000000.0,-1412076000000.0,9632411000000.0,-11044487000000.0,26011000000.0,29305000000.0,-3294000000.0,0.0,-166939000000.0,4396000000.0,-171335000000.0,-121997000000.0,1979000000.0,-123976000000.0,9599777000000.0,9599777000000.0,-182611000000.0,5638991000000.0,-2467109000000.0,11240000000.0,8688675000000.0,19320508000000.0,-9214082000000.0,3587390000000.0,-3076055000000.0,283403000000.0,283403000000.0,-182160000000.0,51962000000.0,-42042000000.0,682870000000.0,-65588000000.0,439878000000.0,2022-12-31,,
3594868000000.0,-136647000000.0,-11242525000000.0,11762183000000.0,-157509000000.0,29421069000000.0,24413946000000.0,54051000000.0,4953072000000.0,834319000000.0,834319000000.0,509847000000.0,-58539000000.0,-136647000000.0,-136647000000.0,519658000000.0,519658000000.0,-11242525000000.0,11762183000000.0,366376000000.0,366376000000.0,-83041000000.0,447644000000.0,11166262000000.0,-10718618000000.0,140689000000.0,141174000000.0,-485000000.0,,-106803000000.0,10211000000.0,-117014000000.0,-32113000000.0,8382000000.0,-40495000000.0,3752377000000.0,3752377000000.0,-176156000000.0,6253880000000.0,-2664730000000.0,69259000000.0,900614000000.0,-8962181000000.0,11543125000000.0,-5851066000000.0,-2365073000000.0,280754000000.0,280754000000.0,-864138000000.0,32219000000.0,-44969000000.0,-337754000000.0,-92537000000.0,1856763000000.0,2023-03-31,,
7507315000000.0,-149357000000.0,-11226999000000.0,8607347000000.0,-138668000000.0,32163171000000.0,29421069000000.0,-2344000000.0,2744446000000.0,-3648460000000.0,-3648460000000.0,-116832000000.0,-762619000000.0,-149357000000.0,-149357000000.0,-2619652000000.0,-2619652000000.0,-11226999000000.0,8607347000000.0,-1253077000000.0,-1253077000000.0,-90971000000.0,-1055928000000.0,14360722000000.0,-15416650000000.0,22888000000.0,25538000000.0,-2650000000.0,,-64166000000.0,8956000000.0,-73122000000.0,-64900000000.0,646000000.0,-65546000000.0,7645983000000.0,7645983000000.0,-841156000000.0,6481127000000.0,-2784313000000.0,65700000000.0,4713629000000.0,9020685000000.0,-2542491000000.0,-458232000000.0,-2475392000000.0,294115000000.0,294115000000.0,-58422000000.0,35659000000.0,-22365000000.0,-274554000000.0,-7730000000.0,1728416000000.0,2023-06-30,,
-6342638000000.0,-100023000000.0,-11190263000000.0,18513035000000.0,-229920000000.0,30738888000000.0,32163171000000.0,-5655000000.0,-1418628000000.0,6894815000000.0,6894815000000.0,-5002000000.0,-322932000000.0,-100023000000.0,-100023000000.0,7322772000000.0,7322772000000.0,-11190263000000.0,18513035000000.0,-2200725000000.0,-2200725000000.0,183442000000.0,-2155223000000.0,9712695000000.0,-11867918000000.0,-1134000000.0,55000000.0,-1189000000.0,0.0,-164308000000.0,-3113000000.0,-161195000000.0,-63502000000.0,5223000000.0,-68725000000.0,-6112718000000.0,-6112718000000.0,-459031000000.0,6596135000000.0,-3127834000000.0,38605000000.0,-8436635000000.0,-4284369000000.0,5758684000000.0,-3614331000000.0,-3289032000000.0,299297000000.0,299297000000.0,186672000000.0,28936000000.0,-28165000000.0,45739000000.0,1285000000.0,316769000000.0,2023-09-30,,
-4945937000000.0,-100001000000.0,-11606263000000.0,17842195000000.0,-190141000000.0,30416884000000.0,30738888000000.0,-61413000000.0,-260591000000.0,5679492000000.0,5679492000000.0,-139158000000.0,-317281000000.0,-100001000000.0,-100001000000.0,6235932000000.0,6235932000000.0,-11606263000000.0,17842195000000.0,-1184287000000.0,-1184287000000.0,-3808000000.0,-1000178000000.0,10018661000000.0,-11018839000000.0,-1043000000.0,0.0,-1043000000.0,0.0,-94488000000.0,8975000000.0,-103463000000.0,-84770000000.0,1908000000.0,-86678000000.0,-4755796000000.0,-4755796000000.0,-455600000000.0,7080817000000.0,-4481892000000.0,13373000000.0,-5999268000000.0,-6648992000000.0,-1279854000000.0,3528889000000.0,-1919031000000.0,310840000000.0,310840000000.0,-866731000000.0,49060000000.0,-29589000000.0,-587263000000.0,103378000000.0,576052000000.0,2023-12-31,213347000000.0,213347000000.0
