free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-1201000000.0,0.0,-26000000.0,,-1800000000.0,954000000.0,1117000000.0,-163000000.0,1023000000.0,1023000000.0,-4000000.0,0.0,-497000000.0,-497000000.0,0.0,0.0,1524000000.0,559000000.0,,965000000.0,-26000000.0,,-1785000000.0,-1785000000.0,15000000.0,0.0,0.0,0.0,0.0,-1800000000.0,599000000.0,599000000.0,-1197000000.0,-26000000.0,626000000.0,66000000.0,560000000.0,560000000.0,-1797000000.0,33000000.0,55000000.0,321000000.0,321000000.0,675000000.0,675000000.0,0.0,712000000.0,2022-10-31
2261000000.0,-1000000.0,-24000000.0,1634000000.0,-1205000000.0,2229000000.0,954000000.0,1275000000.0,-990000000.0,-990000000.0,,2000000.0,-497000000.0,-497000000.0,-1000000.0,-1000000.0,-494000000.0,,,1610000000.0,-24000000.0,1634000000.0,-1201000000.0,-1201000000.0,0.0,0.0,0.0,4000000.0,4000000.0,-1205000000.0,3466000000.0,3466000000.0,1786000000.0,227000000.0,-2059000000.0,-46000000.0,-2013000000.0,-2013000000.0,3618000000.0,31000000.0,43000000.0,34000000.0,34000000.0,696000000.0,696000000.0,0.0,876000000.0,2023-01-31
-340000000.0,0.0,-46000000.0,90000000.0,-1605000000.0,1321000000.0,2229000000.0,-908000000.0,-571000000.0,-571000000.0,-118000000.0,0.0,-497000000.0,-497000000.0,0.0,0.0,44000000.0,90000000.0,90000000.0,-46000000.0,-46000000.0,,-1602000000.0,-1602000000.0,1000000.0,,,2000000.0,2000000.0,-1605000000.0,1265000000.0,1265000000.0,-479000000.0,34000000.0,-1396000000.0,67000000.0,-1463000000.0,-1463000000.0,883000000.0,-11000000.0,43000000.0,95000000.0,95000000.0,667000000.0,667000000.0,,950000000.0,2023-04-30
913000000.0,0.0,-26000000.0,,-1220000000.0,1617000000.0,1321000000.0,296000000.0,-618000000.0,-618000000.0,-3000000.0,0.0,-499000000.0,-499000000.0,0.0,0.0,-116000000.0,-90000000.0,,-26000000.0,-26000000.0,,-1219000000.0,-1219000000.0,-3000000.0,,,4000000.0,4000000.0,-1220000000.0,2133000000.0,2133000000.0,483000000.0,28000000.0,523000000.0,197000000.0,326000000.0,326000000.0,-68000000.0,22000000.0,64000000.0,46000000.0,46000000.0,683000000.0,683000000.0,,835000000.0,2023-07-31
807000000.0,0.0,-42000000.0,,-1127000000.0,1910000000.0,1617000000.0,293000000.0,-552000000.0,-552000000.0,-3000000.0,0.0,-507000000.0,-507000000.0,0.0,0.0,-42000000.0,0.0,,-42000000.0,-42000000.0,,-1089000000.0,-1089000000.0,20000000.0,,,18000000.0,18000000.0,-1127000000.0,1934000000.0,1934000000.0,-29000000.0,-270000000.0,2288000000.0,264000000.0,2024000000.0,2024000000.0,-2047000000.0,90000000.0,69000000.0,111000000.0,111000000.0,722000000.0,722000000.0,,971000000.0,2023-10-31
2435000000.0,0.0,-33000000.0,0.0,-854000000.0,3805000000.0,1910000000.0,1895000000.0,-544000000.0,-544000000.0,-3000000.0,0.0,-508000000.0,-508000000.0,0.0,0.0,-33000000.0,,,-33000000.0,-33000000.0,0.0,-850000000.0,-850000000.0,4000000.0,,,0.0,0.0,-854000000.0,3289000000.0,3289000000.0,1064000000.0,123000000.0,-1904000000.0,199000000.0,-2103000000.0,-2103000000.0,2845000000.0,-7000000.0,75000000.0,46000000.0,46000000.0,729000000.0,729000000.0,,1382000000.0,2024-01-31
