tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.216,1709000000.0,712000000.0,675000000.0,19602000000.0,1709000000.0,1034000000.0,-125000000.0,125000000.0,712000000.0,712000000.0,25496000000.0,1022000000.0,462500000.0,460300000.0,1.54,1.55,712000000.0,712000000.0,712000000.0,712000000.0,712000000.0,197000000.0,909000000.0,12000000.0,12000000.0,-125000000.0,125000000.0,1022000000.0,5816000000.0,597000000.0,597000000.0,5219000000.0,6838000000.0,19680000000.0,26518000000.0,26122000000.0,2022-10-31
0.0,0.160115,1868000000.0,876000000.0,696000000.0,23865000000.0,1868000000.0,1172000000.0,-129000000.0,129000000.0,876000000.0,876000000.0,30236000000.0,1159000000.0,462700000.0,460300000.0,1.89,1.9,876000000.0,876000000.0,876000000.0,876000000.0,876000000.0,167000000.0,1043000000.0,13000000.0,13000000.0,-129000000.0,129000000.0,1159000000.0,6290000000.0,615000000.0,615000000.0,5675000000.0,7449000000.0,23946000000.0,31395000000.0,30983000000.0,2023-01-31
0.0,0.211,2018000000.0,950000000.0,667000000.0,18302000000.0,2018000000.0,1351000000.0,-147000000.0,147000000.0,950000000.0,950000000.0,23994000000.0,1328000000.0,462900000.0,460900000.0,2.05,2.06,950000000.0,950000000.0,950000000.0,950000000.0,950000000.0,254000000.0,1204000000.0,23000000.0,23000000.0,-147000000.0,147000000.0,1328000000.0,5608000000.0,583000000.0,583000000.0,5025000000.0,6936000000.0,18386000000.0,25322000000.0,24948000000.0,2023-04-30
0.0,0.222,1896000000.0,835000000.0,683000000.0,17709000000.0,1896000000.0,1213000000.0,-141000000.0,141000000.0,835000000.0,835000000.0,23576000000.0,1197000000.0,462500000.0,461600000.0,1.8,1.81,835000000.0,835000000.0,835000000.0,835000000.0,835000000.0,237000000.0,1072000000.0,16000000.0,16000000.0,-141000000.0,141000000.0,1197000000.0,5778000000.0,594000000.0,594000000.0,5184000000.0,6975000000.0,17798000000.0,24773000000.0,24384000000.0,2023-07-31
0.0,0.213,2064000000.0,971000000.0,722000000.0,18043000000.0,2064000000.0,1342000000.0,-107000000.0,107000000.0,971000000.0,971000000.0,24081000000.0,1317000000.0,462600000.0,461600000.0,2.1,2.1,971000000.0,971000000.0,971000000.0,971000000.0,971000000.0,264000000.0,1235000000.0,25000000.0,25000000.0,-107000000.0,107000000.0,1317000000.0,5932000000.0,616000000.0,616000000.0,5316000000.0,7249000000.0,18149000000.0,25398000000.0,25004000000.0,2023-10-31
0.0,0.226204,2622000000.0,1382000000.0,729000000.0,23296000000.0,2622000000.0,1893000000.0,-107000000.0,107000000.0,1382000000.0,1382000000.0,30054000000.0,1865000000.0,,,,,1382000000.0,1382000000.0,1382000000.0,1382000000.0,1382000000.0,404000000.0,1786000000.0,28000000.0,28000000.0,-107000000.0,107000000.0,1865000000.0,6651000000.0,622000000.0,622000000.0,6029000000.0,8516000000.0,23403000000.0,31919000000.0,31467000000.0,2024-01-31
