ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,defined_pension_benefit
460297654.0,460297654.0,15490000000.0,19034000000.0,11019000000.0,27463000000.0,-3390000000.0,11019000000.0,2590000000.0,11019000000.0,25256000000.0,11019000000.0,11019000000.0,-208000000.0,-208000000.0,4631000000.0,6558000000.0,38000000.0,38000000.0,44596000000.0,20813000000.0,1746000000.0,,,,2240000000.0,,2240000000.0,16827000000.0,2590000000.0,14237000000.0,23783000000.0,,2207000000.0,,2207000000.0,,,21576000000.0,6138000000.0,,15438000000.0,,,15438000000.0,55615000000.0,35222000000.0,1705000000.0,,,33517000000.0,-22013000000.0,55530000000.0,2358000000.0,2596000000.0,10083000000.0,34279000000.0,6214000000.0,0.0,20393000000.0,2322000000.0,,17117000000.0,,,,954000000.0,,954000000.0,,,2022-10-31,
460346947.0,460346947.0,15253000000.0,19073000000.0,10587000000.0,27371000000.0,-1654000000.0,10587000000.0,2934000000.0,11232000000.0,27241000000.0,11232000000.0,11232000000.0,-419000000.0,-419000000.0,5005000000.0,6608000000.0,38000000.0,38000000.0,42103000000.0,22603000000.0,169000000.0,424000000.0,37000000.0,168000000.0,3195000000.0,449000000.0,2196000000.0,18647000000.0,2638000000.0,16009000000.0,19500000000.0,1492000000.0,426000000.0,296000000.0,130000000.0,130000000.0,1492000000.0,16090000000.0,1334000000.0,94000000.0,14756000000.0,497000000.0,772000000.0,13487000000.0,53335000000.0,35489000000.0,235000000.0,440000000.0,645000000.0,34169000000.0,-22631000000.0,56800000000.0,2688000000.0,2657000000.0,10478000000.0,34746000000.0,6231000000.0,0.0,17846000000.0,235000000.0,188000000.0,13499000000.0,1695000000.0,526000000.0,1169000000.0,2229000000.0,1343000000.0,886000000.0,600000000.0,286000000.0,2023-01-31,
461552843.0,461552843.0,14889000000.0,18831000000.0,11605000000.0,27815000000.0,-2094000000.0,11605000000.0,2621000000.0,11605000000.0,27615000000.0,11605000000.0,11605000000.0,-422000000.0,-422000000.0,5448000000.0,6541000000.0,38000000.0,38000000.0,40545000000.0,22678000000.0,1758000000.0,,,,2289000000.0,,2289000000.0,18631000000.0,2621000000.0,16010000000.0,17867000000.0,,200000000.0,,200000000.0,,,17667000000.0,5732000000.0,,11935000000.0,,,11935000000.0,52150000000.0,36377000000.0,1341000000.0,,,35036000000.0,-22657000000.0,57693000000.0,2822000000.0,2640000000.0,10540000000.0,35198000000.0,6493000000.0,0.0,15773000000.0,1836000000.0,,12616000000.0,,,,1321000000.0,,1321000000.0,,,2023-04-30,
461600640.0,461600640.0,15154000000.0,18830000000.0,11990000000.0,28022000000.0,-3234000000.0,11990000000.0,2798000000.0,11990000000.0,26916000000.0,11990000000.0,11990000000.0,-425000000.0,-425000000.0,5767000000.0,6610000000.0,38000000.0,38000000.0,41216000000.0,21884000000.0,1826000000.0,,,,2334000000.0,,2334000000.0,17724000000.0,2798000000.0,14926000000.0,19332000000.0,,1106000000.0,,1106000000.0,,,18226000000.0,5948000000.0,,12278000000.0,,,12278000000.0,53206000000.0,37108000000.0,1321000000.0,,,35787000000.0,-23201000000.0,58988000000.0,2641000000.0,2840000000.0,11114000000.0,35889000000.0,6504000000.0,0.0,16098000000.0,1797000000.0,,12684000000.0,,,,1617000000.0,739000000.0,878000000.0,,,2023-07-31,
461651176.0,461651176.0,15085000000.0,19026000000.0,12514000000.0,28509000000.0,-2903000000.0,12514000000.0,3031000000.0,12514000000.0,27397000000.0,12514000000.0,12514000000.0,-430000000.0,-430000000.0,6225000000.0,6681000000.0,38000000.0,38000000.0,43715000000.0,22213000000.0,1852000000.0,,,,2447000000.0,,2447000000.0,17914000000.0,3031000000.0,14883000000.0,21502000000.0,,1112000000.0,,1112000000.0,,,20390000000.0,6099000000.0,,14291000000.0,,,14291000000.0,56229000000.0,37630000000.0,1376000000.0,,,36254000000.0,-23781000000.0,60035000000.0,2000000000.0,3086000000.0,11802000000.0,36627000000.0,6520000000.0,0.0,18599000000.0,1958000000.0,,14731000000.0,,,,1910000000.0,1000000000.0,910000000.0,,,2023-10-31,
461675441.0,461675441.0,12233000000.0,19646000000.0,12793000000.0,29470000000.0,-1806000000.0,12793000000.0,3608000000.0,13432000000.0,28354000000.0,13432000000.0,13432000000.0,-460000000.0,-460000000.0,7093000000.0,6761000000.0,38000000.0,38000000.0,41924000000.0,22620000000.0,181000000.0,491000000.0,33000000.0,272000000.0,3475000000.0,419000000.0,2480000000.0,18201000000.0,3279000000.0,14922000000.0,19304000000.0,2577000000.0,1445000000.0,329000000.0,1116000000.0,1116000000.0,192000000.0,15090000000.0,1657000000.0,122000000.0,13433000000.0,508000000.0,827000000.0,12098000000.0,55356000000.0,37858000000.0,221000000.0,,639000000.0,36458000000.0,-24413000000.0,60871000000.0,1703000000.0,3362000000.0,12193000000.0,37066000000.0,6547000000.0,0.0,17498000000.0,202000000.0,201000000.0,11886000000.0,1404000000.0,513000000.0,891000000.0,3805000000.0,,3805000000.0,3517000000.0,288000000.0,2024-01-31,540000000.0
