tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-3169163.381516,0.233027,338700000.0,-13600000.0,-13600000.0,185700000.0,52400000.0,1071300000.0,325100000.0,272700000.0,-38300000.0,44400000.0,6100000.0,196130836.618484,185700000.0,1417800000.0,264300000.0,,,,,185700000.0,185700000.0,185700000.0,185700000.0,185700000.0,10600000.0,53200000.0,228300000.0,-11300000.0,2300000.0,-13600000.0,0.0,3400000.0,10200000.0,-38300000.0,44400000.0,6100000.0,277900000.0,346500000.0,346500000.0,,,,624400000.0,1071300000.0,1695700000.0,1695700000.0,2022-11-30
-6060400.0,0.218,285700000.0,-27800000.0,-27800000.0,139100000.0,47800000.0,1002600000.0,257900000.0,210100000.0,-50600000.0,50600000.0,,160839600.0,139100000.0,1338700000.0,199000000.0,269800000.0,268200000.0,0.52,0.52,139100000.0,139100000.0,139100000.0,139100000.0,139100000.0,14000000.0,34400000.0,159500000.0,-16700000.0,11100000.0,-27800000.0,,,27800000.0,-50600000.0,50600000.0,,226800000.0,336100000.0,336100000.0,,,,562900000.0,1002600000.0,1565500000.0,1565500000.0,2023-02-28
-2895100.0,0.221,296200000.0,-13100000.0,-13100000.0,152100000.0,48800000.0,1043700000.0,283100000.0,234300000.0,-52200000.0,52200000.0,,162304900.0,152100000.0,1424200000.0,221800000.0,269800000.0,268400000.0,0.56,0.57,152100000.0,152100000.0,152100000.0,152100000.0,152100000.0,10300000.0,40300000.0,182100000.0,-600000.0,12500000.0,-13100000.0,,13100000.0,0.0,-52200000.0,52200000.0,,235000000.0,380500000.0,380500000.0,,,,615500000.0,1043700000.0,1659200000.0,1659200000.0,2023-05-31
-1305400.0,0.214,312000000.0,-6100000.0,-6100000.0,170100000.0,53800000.0,1061900000.0,305900000.0,252100000.0,-43300000.0,52700000.0,9400000.0,174894600.0,170100000.0,1430900000.0,245000000.0,270100000.0,268400000.0,0.63,0.63,170100000.0,170100000.0,170100000.0,170100000.0,170100000.0,13400000.0,42700000.0,199400000.0,-11100000.0,-5000000.0,-6100000.0,0.0,5000000.0,1100000.0,-43300000.0,52700000.0,9400000.0,253800000.0,369000000.0,369000000.0,369000000.0,371700000.0,-2700000.0,622800000.0,1061900000.0,1684700000.0,1684700000.0,2023-08-31
-3390104.772992,0.221575,374600000.0,-15300000.0,-15300000.0,219300000.0,48900000.0,1051500000.0,359300000.0,310400000.0,-42500000.0,52700000.0,10200000.0,231209895.227008,219300000.0,1449500000.0,297200000.0,,,,,219300000.0,219300000.0,219300000.0,219300000.0,219300000.0,18700000.0,57100000.0,257700000.0,-3100000.0,12200000.0,-15300000.0,-1200000.0,12600000.0,1500000.0,-42500000.0,52700000.0,10200000.0,303300000.0,398000000.0,398000000.0,,,,701300000.0,1051500000.0,1752800000.0,1752800000.0,2023-11-30
-1071000.0,0.255,294600000.0,-4200000.0,-4200000.0,166000000.0,45800000.0,1003400000.0,290400000.0,244600000.0,-50300000.0,50300000.0,,169129000.0,166000000.0,1365000000.0,233500000.0,269600000.0,268400000.0,0.62,0.62,166000000.0,166000000.0,166000000.0,166000000.0,166000000.0,21300000.0,49600000.0,194300000.0,6900000.0,11100000.0,-4200000.0,,2100000.0,2100000.0,-50300000.0,50300000.0,,237700000.0,361600000.0,361600000.0,,,,599300000.0,1003400000.0,1602700000.0,1602700000.0,2024-02-29
