tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.286034,1604000000.0,0.0,0.0,639000000.0,577000000.0,1317000000.0,1604000000.0,1027000000.0,-132000000.0,132000000.0,639000000.0,639000000.0,2272000000.0,1024000000.0,69800000.0,69400000.0,9.15,9.207493,639000000.0,639000000.0,639000000.0,639000000.0,639000000.0,256000000.0,895000000.0,3000000.0,3000000.0,0.0,0.0,-132000000.0,132000000.0,1024000000.0,464000000.0,86000000.0,86000000.0,378000000.0,1488000000.0,1808000000.0,3296000000.0,3296000000.0,2022-12-31
-241000.0,0.241,1438000000.0,-1000000.0,-1000000.0,451000000.0,693000000.0,1469000000.0,1437000000.0,744000000.0,-150000000.0,150000000.0,451759000.0,451000000.0,2544000000.0,740000000.0,69745000.0,69414000.0,6.47,6.5,451000000.0,451000000.0,451000000.0,451000000.0,451000000.0,143000000.0,594000000.0,3000000.0,4000000.0,-1000000.0,1000000.0,-150000000.0,150000000.0,741000000.0,500000000.0,118000000.0,118000000.0,382000000.0,1241000000.0,2044000000.0,3285000000.0,3285000000.0,2023-03-31
-4212000.0,0.234,1647000000.0,-18000000.0,-18000000.0,591000000.0,696000000.0,1537000000.0,1629000000.0,933000000.0,-161000000.0,161000000.0,604788000.0,591000000.0,2611000000.0,925000000.0,68841000.0,68718000.0,8.58,8.6,591000000.0,591000000.0,591000000.0,591000000.0,591000000.0,181000000.0,772000000.0,-10000000.0,8000000.0,-18000000.0,18000000.0,-161000000.0,161000000.0,943000000.0,482000000.0,104000000.0,104000000.0,378000000.0,1425000000.0,2129000000.0,3554000000.0,3554000000.0,2023-06-30
-1275000.0,0.255,1806000000.0,-5000000.0,-5000000.0,703000000.0,695000000.0,1592000000.0,1801000000.0,1106000000.0,-163000000.0,163000000.0,706725000.0,703000000.0,2661000000.0,1099000000.0,68263000.0,68153000.0,10.29,10.3,703000000.0,703000000.0,703000000.0,703000000.0,703000000.0,240000000.0,943000000.0,2000000.0,7000000.0,-5000000.0,5000000.0,-163000000.0,163000000.0,1104000000.0,481000000.0,107000000.0,107000000.0,374000000.0,1585000000.0,2180000000.0,3765000000.0,3765000000.0,2023-09-30
-988913.525499,0.247228,1764000000.0,-4000000.0,-4000000.0,679000000.0,697000000.0,1571000000.0,1760000000.0,1063000000.0,-161000000.0,161000000.0,682011086.474501,679000000.0,2661000000.0,1063000000.0,,,,,679000000.0,679000000.0,679000000.0,679000000.0,679000000.0,223000000.0,902000000.0,-4000000.0,0.0,-4000000.0,4000000.0,-161000000.0,161000000.0,1067000000.0,495000000.0,102000000.0,102000000.0,393000000.0,1562000000.0,2166000000.0,3728000000.0,3728000000.0,2023-12-31
-220000.0,0.22,1542000000.0,-1000000.0,-1000000.0,542000000.0,686000000.0,1557000000.0,1541000000.0,855000000.0,-160000000.0,160000000.0,542780000.0,542000000.0,2632000000.0,852000000.0,67417000.0,67213000.0,8.04,8.06,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,153000000.0,695000000.0,2000000.0,3000000.0,-1000000.0,1000000.0,-160000000.0,160000000.0,853000000.0,493000000.0,104000000.0,104000000.0,389000000.0,1346000000.0,2139000000.0,3485000000.0,3485000000.0,2024-03-31
