treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
45401527.0,69356981.0,114758508.0,11264000000.0,12223000000.0,584000000.0,18432000000.0,278000000.0,584000000.0,853000000.0,7062000000.0,18271000000.0,7062000000.0,7062000000.0,-264000000.0,-264000000.0,4957000000.0,9656000000.0,2626000000.0,1000000.0,1000000.0,17121000000.0,14676000000.0,34000000.0,143000000.0,34000000.0,11000000.0,2671000000.0,2671000000.0,11851000000.0,642000000.0,11209000000.0,2445000000.0,137000000.0,131000000.0,131000000.0,372000000.0,211000000.0,161000000.0,161000000.0,275000000.0,6000000.0,1524000000.0,272000000.0,152000000.0,1252000000.0,113000000.0,113000000.0,1139000000.0,24183000000.0,21460000000.0,47000000.0,6478000000.0,452000000.0,6026000000.0,14935000000.0,-7777000000.0,22712000000.0,516000000.0,20893000000.0,942000000.0,230000000.0,131000000.0,0.0,2723000000.0,73000000.0,73000000.0,232000000.0,2239000000.0,235000000.0,2004000000.0,-134000000.0,2138000000.0,106000000.0,106000000.0,2022-12-31
46006490.0,68934902.0,114941392.0,11549000000.0,12505000000.0,554000000.0,18778000000.0,342000000.0,554000000.0,857000000.0,7130000000.0,18622000000.0,7130000000.0,7130000000.0,-264000000.0,-264000000.0,5208000000.0,10003000000.0,2598000000.0,1000000.0,1000000.0,17499000000.0,15219000000.0,167000000.0,,,,2703000000.0,2703000000.0,12349000000.0,857000000.0,11492000000.0,2280000000.0,,,,156000000.0,,156000000.0,,,,2124000000.0,1007000000.0,,1117000000.0,,,1117000000.0,24629000000.0,22007000000.0,45000000.0,6576000000.0,868000000.0,5708000000.0,15386000000.0,,15386000000.0,,15386000000.0,,,,,2622000000.0,72000000.0,47000000.0,222000000.0,2182000000.0,148000000.0,2034000000.0,-146000000.0,2180000000.0,99000000.0,99000000.0,2023-03-31
46670802.0,68280874.0,114951676.0,11710000000.0,12833000000.0,815000000.0,19351000000.0,-972000000.0,815000000.0,896000000.0,7414000000.0,17907000000.0,7414000000.0,7414000000.0,-241000000.0,-241000000.0,5460000000.0,10493000000.0,2621000000.0,1000000.0,1000000.0,18092000000.0,14282000000.0,169000000.0,,,,2724000000.0,2724000000.0,11389000000.0,896000000.0,10493000000.0,3810000000.0,,,,1444000000.0,,1444000000.0,,,,2366000000.0,1027000000.0,,1339000000.0,,,1339000000.0,25506000000.0,22668000000.0,49000000.0,6599000000.0,773000000.0,5826000000.0,16020000000.0,,16020000000.0,,16020000000.0,,,,,2838000000.0,78000000.0,65000000.0,210000000.0,2258000000.0,120000000.0,2138000000.0,-147000000.0,2285000000.0,227000000.0,227000000.0,2023-06-30
47223620.0,67733679.0,114957299.0,11744000000.0,12918000000.0,1236000000.0,19784000000.0,-695000000.0,1236000000.0,890000000.0,7756000000.0,18336000000.0,7756000000.0,7756000000.0,-268000000.0,-268000000.0,5713000000.0,11094000000.0,2642000000.0,1000000.0,1000000.0,18076000000.0,14403000000.0,176000000.0,,,,2757000000.0,2757000000.0,11470000000.0,890000000.0,10580000000.0,3673000000.0,,,,1448000000.0,,1448000000.0,,,,2225000000.0,1104000000.0,,1121000000.0,,,1121000000.0,25832000000.0,22854000000.0,48000000.0,6520000000.0,728000000.0,5792000000.0,16286000000.0,,16286000000.0,,16286000000.0,,,,,2978000000.0,65000000.0,49000000.0,201000000.0,2379000000.0,102000000.0,2277000000.0,-158000000.0,2435000000.0,284000000.0,284000000.0,2023-09-30
47740819.0,67269577.0,115010396.0,11155000000.0,12662000000.0,1520000000.0,19648000000.0,-704000000.0,1520000000.0,1144000000.0,8130000000.0,18183000000.0,8130000000.0,8130000000.0,-228000000.0,-228000000.0,5965000000.0,11672000000.0,2650000000.0,1000000.0,1000000.0,17459000000.0,13822000000.0,,162000000.0,,11000000.0,2701000000.0,2701000000.0,10948000000.0,895000000.0,10053000000.0,3637000000.0,168000000.0,138000000.0,138000000.0,1714000000.0,249000000.0,1465000000.0,1465000000.0,227000000.0,21000000.0,1369000000.0,325000000.0,152000000.0,1044000000.0,139000000.0,139000000.0,905000000.0,25589000000.0,22656000000.0,43000000.0,6610000000.0,670000000.0,5940000000.0,16003000000.0,-8773000000.0,24776000000.0,567000000.0,22788000000.0,968000000.0,296000000.0,157000000.0,0.0,2933000000.0,62000000.0,68000000.0,205000000.0,2235000000.0,5000000.0,2230000000.0,-169000000.0,2399000000.0,363000000.0,363000000.0,2023-12-31
48305146.0,66796805.0,115101951.0,11976000000.0,13371000000.0,591000000.0,20525000000.0,-355000000.0,591000000.0,966000000.0,8120000000.0,19438000000.0,8120000000.0,8120000000.0,-279000000.0,-279000000.0,6343000000.0,12103000000.0,2638000000.0,1000000.0,1000000.0,18538000000.0,15174000000.0,200000000.0,,,,2690000000.0,2690000000.0,12284000000.0,966000000.0,11318000000.0,3364000000.0,,,,1087000000.0,,1087000000.0,,,,2277000000.0,1318000000.0,,959000000.0,,,959000000.0,26658000000.0,23649000000.0,44000000.0,7529000000.0,666000000.0,6863000000.0,16076000000.0,,16076000000.0,,16076000000.0,,,,,3009000000.0,151000000.0,,208000000.0,2221000000.0,,2221000000.0,-174000000.0,2395000000.0,429000000.0,429000000.0,2024-03-31
