treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
55210318.0,535717480.0,590927798.0,4705000000.0,15212000000.0,-2790800000.0,9936300000.0,-2623300000.0,-2790800000.0,6094700000.0,819000000.0,7910700000.0,819000000.0,819000000.0,66100000.0,66100000.0,912800000.0,-417200000.0,2077000000.0,5900000.0,5900000.0,0.0,29395700000.0,16086700000.0,2083400000.0,579300000.0,896900000.0,896900000.0,12527100000.0,5435400000.0,7091700000.0,13309000000.0,1218400000.0,2684900000.0,659300000.0,2025600000.0,2025600000.0,9405700000.0,1506700000.0,7899000000.0,3921300000.0,,3977700000.0,30214700000.0,19529000000.0,976900000.0,3609800000.0,2408800000.0,1201000000.0,14942300000.0,,14942300000.0,,,14942300000.0,,,,,10685700000.0,513700000.0,,,5054900000.0,704800000.0,704800000.0,4412300000.0,4412300000.0,2022-11-30
21300945.0,569667655.0,590968600.0,7937200000.0,14961100000.0,-2055700000.0,10003700000.0,-2158400000.0,-2055700000.0,6568100000.0,1610700000.0,9002800000.0,1610700000.0,1610700000.0,69300000.0,69300000.0,352200000.0,-185000000.0,2072700000.0,5900000.0,5900000.0,0.0,24557500000.0,16128700000.0,2008400000.0,45700000.0,854000000.0,854000000.0,13220600000.0,5828500000.0,7392100000.0,8428800000.0,815500000.0,1740500000.0,739600000.0,1000900000.0,1000900000.0,5872800000.0,1317400000.0,4555400000.0,,382300000.0,4173100000.0,26168200000.0,19897800000.0,993600000.0,3666400000.0,2465400000.0,1201000000.0,15237800000.0,-10089600000.0,25327400000.0,3062000000.0,849200000.0,5879100000.0,8056500000.0,5366000000.0,2114600000.0,0.0,6270400000.0,42300000.0,,302700000.0,4782000000.0,687600000.0,687600000.0,455800000.0,455800000.0,2023-02-28
,575630760.0,575630760.0,8174000000.0,14531600000.0,-1674200000.0,10399200000.0,-1662500000.0,-1674200000.0,6132400000.0,2000000000.0,9825000000.0,2000000000.0,2000000000.0,70400000.0,70400000.0,304200000.0,159600000.0,2068300000.0,5900000.0,5900000.0,0.0,23817200000.0,16094100000.0,1989000000.0,0.0,816200000.0,816200000.0,13288900000.0,5463900000.0,7825000000.0,7723100000.0,1317700000.0,1242700000.0,668500000.0,574200000.0,574200000.0,5162700000.0,1149500000.0,4013200000.0,,,4013200000.0,25817200000.0,19756600000.0,844400000.0,3674200000.0,2473200000.0,1201000000.0,15238000000.0,,15238000000.0,,,15238000000.0,,,,,6060600000.0,306200000.0,,,4844900000.0,684300000.0,684300000.0,225200000.0,225200000.0,2023-05-31
18397745.0,575630760.0,594028505.0,8174000000.0,14531600000.0,-1674200000.0,10399200000.0,-1662500000.0,-1674200000.0,6132400000.0,2000000000.0,9825000000.0,2000000000.0,2000000000.0,70400000.0,70400000.0,304200000.0,159600000.0,2068300000.0,5900000.0,5900000.0,0.0,23817200000.0,16094100000.0,1989000000.0,0.0,816200000.0,816200000.0,13288900000.0,5463900000.0,7825000000.0,7723100000.0,1317700000.0,1242700000.0,668500000.0,574200000.0,574200000.0,5162700000.0,1149500000.0,4013200000.0,,,4013200000.0,25817200000.0,19756600000.0,844400000.0,3674200000.0,2473200000.0,1201000000.0,15238000000.0,,15238000000.0,,,15238000000.0,,,,,6060600000.0,306200000.0,,,4844900000.0,684300000.0,684300000.0,225200000.0,225200000.0,2023-06-30
18397745.0,575830201.0,594227946.0,8183500000.0,14661400000.0,-1445100000.0,10666200000.0,-1501900000.0,-1445100000.0,6211800000.0,2216600000.0,10027400000.0,2216600000.0,2216600000.0,68900000.0,68900000.0,304200000.0,356400000.0,2089600000.0,5900000.0,5900000.0,0.0,24105900000.0,16182400000.0,1997000000.0,0.0,831600000.0,831600000.0,13353800000.0,5543000000.0,7810800000.0,7923500000.0,1172500000.0,1307600000.0,668800000.0,638800000.0,638800000.0,5443400000.0,1293700000.0,4149700000.0,,,4149700000.0,26322500000.0,19900900000.0,852200000.0,3661700000.0,2460700000.0,1201000000.0,15387000000.0,,15387000000.0,,,15387000000.0,,,,,6421600000.0,392700000.0,4400000.0,,5048300000.0,710100000.0,710100000.0,266100000.0,266100000.0,2023-08-31
18397745.0,575993146.0,594390891.0,8312100000.0,14723000000.0,-1124500000.0,11062100000.0,-1195600000.0,-1124500000.0,6188200000.0,2527300000.0,10324300000.0,2527300000.0,2527300000.0,68700000.0,68700000.0,304200000.0,647700000.0,2109200000.0,5900000.0,5900000.0,0.0,23969200000.0,16111700000.0,2006000000.0,0.0,794600000.0,794600000.0,13311100000.0,5514100000.0,7797000000.0,7857500000.0,1049900000.0,1411900000.0,674100000.0,737800000.0,737800000.0,5395700000.0,1276500000.0,4119200000.0,,,4119200000.0,26496500000.0,19834600000.0,839400000.0,3651800000.0,2450800000.0,1201000000.0,15343400000.0,,15343400000.0,,,15343400000.0,,,,,6661900000.0,430500000.0,4500000.0,,5175800000.0,828400000.0,828400000.0,222700000.0,222700000.0,2023-11-30
18397745.0,576047523.0,594445268.0,7419500000.0,14239400000.0,-888000000.0,10355700000.0,-1170200000.0,-888000000.0,6631200000.0,2747500000.0,10138800000.0,2747500000.0,2747500000.0,88000000.0,88000000.0,304200000.0,828200000.0,2129600000.0,5900000.0,5900000.0,0.0,23473600000.0,16015900000.0,1931700000.0,0.0,807600000.0,807600000.0,13276600000.0,5885300000.0,7391300000.0,7457700000.0,648700000.0,962800000.0,745900000.0,216900000.0,216900000.0,5846200000.0,1302600000.0,4543600000.0,,325400000.0,4218200000.0,26221100000.0,19933600000.0,746200000.0,3635500000.0,2434500000.0,1201000000.0,15551900000.0,-10949100000.0,26501000000.0,2699000000.0,692400000.0,5981600000.0,8792100000.0,6217000000.0,2118900000.0,0.0,6287500000.0,58900000.0,,370300000.0,4945200000.0,724400000.0,724400000.0,188700000.0,188700000.0,2024-02-29
