free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-86300000.0,-216800000.0,1400000000.0,-506200000.0,4420300000.0,3400400000.0,1019900000.0,1101000000.0,1101000000.0,-2300000.0,-79900000.0,-15700000.0,-64200000.0,1183200000.0,1183200000.0,-216800000.0,1400000000.0,-501000000.0,-501000000.0,5200000.0,0.0,0.0,-506200000.0,5200000.0,-506200000.0,419900000.0,419900000.0,-676000000.0,-95300000.0,-146600000.0,-9900000.0,-372900000.0,-51300000.0,62300000.0,33400000.0,43000000.0,43000000.0,572400000.0,572400000.0,572400000.0,9300000.0,2000000.0,7300000.0,375500000.0,2022-11-30
194900000.0,-975500000.0,750000000.0,-587000000.0,463800000.0,4420300000.0,-3956500000.0,-4239800000.0,-4239800000.0,-18100000.0,-3996200000.0,-15100000.0,-3981100000.0,-225500000.0,-225500000.0,-975500000.0,750000000.0,-498600000.0,-498600000.0,187800000.0,0.0,0.0,-686400000.0,,-587000000.0,781900000.0,781900000.0,-80100000.0,140400000.0,-225700000.0,-197800000.0,186300000.0,16700000.0,98000000.0,41700000.0,-88400000.0,-88400000.0,578200000.0,578200000.0,578200000.0,-78600000.0,4500000.0,-61400000.0,311100000.0,2023-02-28
215800000.0,-513200000.0,,-622500000.0,233200000.0,463800000.0,-230600000.0,-615000000.0,-615000000.0,-32000000.0,-69800000.0,-800000.0,-69000000.0,-513200000.0,-513200000.0,-513200000.0,,-453900000.0,-453900000.0,168600000.0,,,-622500000.0,,-622500000.0,838300000.0,838300000.0,-292300000.0,145600000.0,-123400000.0,-222800000.0,-96900000.0,5200000.0,16700000.0,31900000.0,-96400000.0,-96400000.0,734200000.0,734200000.0,734200000.0,27000000.0,-600000.0,27600000.0,417200000.0,2023-05-31
47800000.0,-16400000.0,,-461800000.0,270500000.0,233200000.0,37300000.0,-36100000.0,-36100000.0,-700000.0,-69000000.0,0.0,-69000000.0,33600000.0,33600000.0,-16400000.0,,-436200000.0,-436200000.0,25600000.0,,,-461800000.0,,-461800000.0,509600000.0,509600000.0,-380900000.0,-231300000.0,-151300000.0,257900000.0,-229700000.0,-26500000.0,32900000.0,25300000.0,10600000.0,10600000.0,568000000.0,568000000.0,568000000.0,-13200000.0,-4800000.0,-8400000.0,266900000.0,2023-08-31
-67800000.0,-16500000.0,100000000.0,-450700000.0,227200000.0,270500000.0,-43300000.0,12500000.0,12500000.0,-1900000.0,-69100000.0,0.0,-69100000.0,83500000.0,83500000.0,-16500000.0,100000000.0,-438700000.0,-438700000.0,12000000.0,,,-450700000.0,,-450700000.0,382900000.0,382900000.0,-587300000.0,-183600000.0,-149600000.0,19000000.0,-155000000.0,-118100000.0,24600000.0,23300000.0,-30700000.0,-30700000.0,568400000.0,568400000.0,568400000.0,23200000.0,-700000.0,23900000.0,361400000.0,2023-11-30
432400000.0,-474000000.0,0.0,-496300000.0,193200000.0,227200000.0,-34000000.0,-544800000.0,-544800000.0,-1700000.0,-69100000.0,0.0,-69100000.0,-474000000.0,-474000000.0,-474000000.0,0.0,-417900000.0,-417900000.0,78400000.0,,,-496300000.0,,-496300000.0,928700000.0,928700000.0,96200000.0,-89800000.0,-229800000.0,46400000.0,266300000.0,103100000.0,-20300000.0,24000000.0,3900000.0,3900000.0,573600000.0,573600000.0,573600000.0,800000.0,2900000.0,800000.0,250500000.0,2024-02-29
