free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
224300000.0,-100000000.0,-4800000.0,0.0,-29100000.0,2441300000.0,2339500000.0,2900000.0,98900000.0,-113500000.0,-113500000.0,-23800000.0,15100000.0,-100000000.0,-100000000.0,-4800000.0,,,-4800000.0,-4800000.0,0.0,-41000000.0,-41000000.0,-1900000.0,-10000000.0,-10000000.0,0.0,0.0,-13300000.0,-13300000.0,-15800000.0,253400000.0,253400000.0,-43300000.0,2300000.0,2300000.0,800000.0,1500000.0,1500000.0,44100000.0,-47000000.0,-45000000.0,-45000000.0,29100000.0,20500000.0,,-26200000.0,-26200000.0,85900000.0,85900000.0,63200000.0,63200000.0,22700000.0,187400000.0,2022-12-31
174200000.0,-50000000.0,-5000000.0,0.0,-32100000.0,2582200000.0,2441300000.0,500000.0,140400000.0,-49500000.0,-49500000.0,-7800000.0,13300000.0,-50000000.0,-50000000.0,-5000000.0,,,-5000000.0,-5000000.0,0.0,-16400000.0,-16400000.0,15700000.0,0.0,0.0,0.0,0.0,-13400000.0,-13400000.0,-18700000.0,206300000.0,206300000.0,-68900000.0,40200000.0,-37900000.0,-23200000.0,-14700000.0,-14700000.0,-25300000.0,-9100000.0,-36800000.0,-36800000.0,-11900000.0,23200000.0,,-35400000.0,-35400000.0,80800000.0,80800000.0,59200000.0,59200000.0,21600000.0,218500000.0,2023-03-31
296300000.0,-113600000.0,-4800000.0,0.0,-36500000.0,2765000000.0,2582200000.0,-1700000.0,184500000.0,-109600000.0,-109600000.0,-500000.0,9300000.0,-113600000.0,-113600000.0,-4800000.0,,,-4800000.0,-4800000.0,0.0,-38700000.0,-38700000.0,-400000.0,,,-11800000.0,-11800000.0,-15500000.0,-15500000.0,-21000000.0,332800000.0,332800000.0,89000000.0,3500000.0,26000000.0,33100000.0,-7100000.0,-7100000.0,21100000.0,7600000.0,30800000.0,30800000.0,1000000.0,16900000.0,,-38600000.0,-38600000.0,81200000.0,81200000.0,58800000.0,58800000.0,22400000.0,-40500000.0,2023-06-30
206200000.0,-211200000.0,-4400000.0,0.0,-52500000.0,2755700000.0,2765000000.0,-1400000.0,-7900000.0,-210600000.0,-210600000.0,-300000.0,5300000.0,-211200000.0,-211200000.0,-4400000.0,0.0,0.0,-4400000.0,-4400000.0,0.0,-56000000.0,-56000000.0,-300000.0,,,-3200000.0,-3200000.0,-16200000.0,-16200000.0,-36300000.0,258700000.0,258700000.0,35000000.0,-31600000.0,-27600000.0,-24900000.0,-2700000.0,-2700000.0,1100000.0,43600000.0,49500000.0,49500000.0,-4200000.0,19000000.0,0.0,-8900000.0,-8900000.0,75500000.0,75500000.0,52600000.0,52600000.0,22900000.0,90600000.0,2023-09-30
182000000.0,-676800000.0,-260300000.0,,-38000000.0,1932100000.0,2755700000.0,4400000.0,-828000000.0,-943800000.0,-943800000.0,-16200000.0,9500000.0,-676800000.0,-676800000.0,-260300000.0,,,-260300000.0,-260300000.0,,-104200000.0,-104200000.0,-400000.0,-34500000.0,-34500000.0,-31300000.0,-31300000.0,-15300000.0,-15300000.0,-22700000.0,220000000.0,220000000.0,-157800000.0,-10600000.0,-28500000.0,-35700000.0,7200000.0,7200000.0,-67500000.0,-13000000.0,-38200000.0,-38200000.0,27500000.0,28700000.0,4300000.0,-17600000.0,-17600000.0,88400000.0,88400000.0,58800000.0,58800000.0,29600000.0,246500000.0,2023-12-31
