treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
52940000.0,246545000.0,299485000.0,385500000.0,2847700000.0,547500000.0,7919300000.0,3065000000.0,547500000.0,20900000.0,5092500000.0,7898700000.0,5092500000.0,5092500000.0,-127300000.0,-127300000.0,2631500000.0,1787700000.0,6060600000.0,3000000.0,3000000.0,0.0,4197800000.0,3241600000.0,335100000.0,82600000.0,10900000.0,71700000.0,2823900000.0,17700000.0,2806200000.0,956200000.0,,191600000.0,191600000.0,23800000.0,3200000.0,20600000.0,20600000.0,,740800000.0,539000000.0,201800000.0,,201800000.0,9290300000.0,5269100000.0,229800000.0,,,,,,,,4545000000.0,1255400000.0,3289600000.0,494300000.0,-728200000.0,1222500000.0,46700000.0,910600000.0,18000000.0,206100000.0,41100000.0,0.0,4021200000.0,197300000.0,,31100000.0,677700000.0,298600000.0,70700000.0,308400000.0,673800000.0,673800000.0,-39100000.0,712900000.0,2441300000.0,2441300000.0,2022-12-31
53566000.0,246110000.0,299676000.0,241700000.0,2843800000.0,801700000.0,8124700000.0,3256400000.0,801700000.0,19900000.0,5300800000.0,8098500000.0,5300800000.0,5300800000.0,-118400000.0,-118400000.0,2681500000.0,2006200000.0,6091500000.0,3000000.0,3000000.0,0.0,4147900000.0,3192900000.0,332000000.0,46200000.0,12800000.0,33400000.0,2814700000.0,17000000.0,2797700000.0,955000000.0,,230500000.0,230500000.0,29100000.0,2900000.0,26200000.0,26200000.0,,695400000.0,508000000.0,187400000.0,,187400000.0,9448700000.0,5237300000.0,240300000.0,,,,,,,,4499100000.0,1202200000.0,3296900000.0,497900000.0,-738500000.0,1236400000.0,47100000.0,922800000.0,19200000.0,206200000.0,41100000.0,0.0,4211400000.0,187000000.0,,40600000.0,687600000.0,328500000.0,65800000.0,293300000.0,714000000.0,714000000.0,-39400000.0,753400000.0,2582200000.0,2582200000.0,2023-03-31
54990000.0,244942000.0,299932000.0,56100000.0,2840200000.0,943700000.0,8003100000.0,3358000000.0,943700000.0,19100000.0,5182000000.0,7971300000.0,5182000000.0,5182000000.0,-113600000.0,-113600000.0,2795600000.0,1965700000.0,6122500000.0,3000000.0,3000000.0,0.0,4155900000.0,3174600000.0,336000000.0,33100000.0,13700000.0,19400000.0,2805500000.0,16200000.0,2789300000.0,981300000.0,,232900000.0,232900000.0,34700000.0,2900000.0,31800000.0,31800000.0,,713700000.0,533100000.0,180600000.0,,180600000.0,9337900000.0,4998600000.0,267000000.0,,,,,,,,4238300000.0,940100000.0,3298200000.0,493300000.0,-753500000.0,1246800000.0,46600000.0,929500000.0,19200000.0,210300000.0,41200000.0,0.0,4339300000.0,173700000.0,,33700000.0,680100000.0,353100000.0,66600000.0,260400000.0,686800000.0,686800000.0,-39100000.0,725900000.0,2765000000.0,2765000000.0,2023-06-30
58231000.0,241709000.0,299940000.0,95700000.0,2904100000.0,847000000.0,7835100000.0,2977200000.0,847000000.0,85900000.0,5016900000.0,7548100000.0,5016900000.0,5016900000.0,-147600000.0,-147600000.0,3036000000.0,2056300000.0,6141200000.0,3000000.0,3000000.0,0.0,4122400000.0,2915100000.0,13200000.0,308300000.0,13800000.0,294500000.0,2593600000.0,62400000.0,2531200000.0,1207300000.0,8200000.0,199200000.0,199200000.0,310500000.0,23500000.0,287000000.0,287000000.0,280100000.0,409300000.0,171800000.0,237500000.0,62300000.0,175200000.0,9139300000.0,4954800000.0,44000000.0,56100000.0,56600000.0,56600000.0,33000000.0,15500000.0,15500000.0,15500000.0,4169900000.0,888600000.0,3281300000.0,579700000.0,-714000000.0,1293700000.0,44400000.0,959000000.0,19200000.0,230000000.0,41100000.0,0.0,4184500000.0,175300000.0,11900000.0,31600000.0,617600000.0,312700000.0,66300000.0,238600000.0,625600000.0,625600000.0,-38500000.0,664100000.0,2722500000.0,2722500000.0,2023-09-30
65952000.0,234544000.0,300496000.0,628000000.0,2578000000.0,515200000.0,7213900000.0,2595200000.0,515200000.0,17900000.0,4653800000.0,7176500000.0,4653800000.0,4653800000.0,-118800000.0,-118800000.0,3591900000.0,2302800000.0,6058700000.0,3000000.0,3000000.0,0.0,3815700000.0,2916700000.0,345300000.0,34000000.0,14200000.0,19800000.0,2537400000.0,14700000.0,2522700000.0,899000000.0,,190600000.0,190600000.0,40600000.0,3200000.0,37400000.0,37400000.0,,667800000.0,484000000.0,183800000.0,,183800000.0,8469500000.0,4975300000.0,309700000.0,,,,,,,,4138600000.0,832700000.0,3305900000.0,527000000.0,-730400000.0,1257400000.0,46000000.0,909700000.0,19900000.0,240600000.0,41200000.0,0.0,3494200000.0,155800000.0,0.0,101800000.0,633600000.0,309200000.0,60200000.0,264200000.0,670900000.0,670900000.0,-39100000.0,710000000.0,1932100000.0,1932100000.0,2023-12-31
