treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,total_assets,investments_and_advances,held_to_maturity_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,receivables,other_receivables,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
152937860.0,30000000.0,492282158.0,645220018.0,5040000000.0,15890000000.0,13306000000.0,37566000000.0,15320000000.0,21676000000.0,2014000000.0,39577000000.0,23690000000.0,23690000000.0,-4560000000.0,-4560000000.0,5071000000.0,9159000000.0,22142000000.0,2020000000.0,6000000.0,2014000000.0,203043000000.0,1909000000.0,15887000000.0,15887000000.0,3000000.0,3000000.0,3000000.0,226733000000.0,33461000000.0,9724000000.0,8370000000.0,197000000.0,8173000000.0,844000000.0,-862000000.0,1706000000.0,61000000.0,622000000.0,879000000.0,144000000.0,1456000000.0,1456000000.0,23737000000.0,10850000000.0,10547000000.0,2022-12-31
163027151.0,30000000.0,483982264.0,647009415.0,11579000000.0,19873000000.0,13825000000.0,42060000000.0,15839000000.0,22187000000.0,2014000000.0,43056000000.0,24201000000.0,24201000000.0,-3943000000.0,-3943000000.0,5475000000.0,9416000000.0,22183000000.0,2020000000.0,6000000.0,2014000000.0,198055000000.0,1704000000.0,18855000000.0,18855000000.0,1018000000.0,1018000000.0,1018000000.0,222256000000.0,32024000000.0,9514000000.0,8362000000.0,185000000.0,8177000000.0,866000000.0,,,,,,,1393000000.0,1393000000.0,22510000000.0,8294000000.0,7974000000.0,2023-03-31
172674643.0,30000000.0,474682759.0,647357402.0,3348000000.0,15199000000.0,13208000000.0,36770000000.0,15222000000.0,21571000000.0,2014000000.0,37685000000.0,23585000000.0,23585000000.0,-4563000000.0,-4563000000.0,5734000000.0,9655000000.0,22207000000.0,2020000000.0,6000000.0,2014000000.0,199481000000.0,2270000000.0,14100000000.0,14100000000.0,1099000000.0,1099000000.0,1099000000.0,223066000000.0,32703000000.0,9341000000.0,8363000000.0,175000000.0,8188000000.0,876000000.0,,,,,,,1264000000.0,1264000000.0,23362000000.0,11851000000.0,11567000000.0,2023-06-30
181410310.0,30000000.0,466221795.0,647632105.0,1862000000.0,17586000000.0,12509000000.0,38450000000.0,14523000000.0,20864000000.0,2014000000.0,40232000000.0,22878000000.0,22878000000.0,-5243000000.0,-5243000000.0,5986000000.0,9856000000.0,22231000000.0,2020000000.0,6000000.0,2014000000.0,202392000000.0,2109000000.0,17354000000.0,17354000000.0,232000000.0,232000000.0,232000000.0,225270000000.0,33762000000.0,9095000000.0,8355000000.0,167000000.0,8188000000.0,878000000.0,,,,,,,1192000000.0,1192000000.0,24667000000.0,15724000000.0,15400000000.0,2023-09-30
181411665.0,30000000.0,466418055.0,647829720.0,1939000000.0,13972000000.0,13983000000.0,36300000000.0,15997000000.0,22328000000.0,2014000000.0,37809000000.0,24342000000.0,24342000000.0,-3758000000.0,-3758000000.0,5986000000.0,9816000000.0,22250000000.0,2020000000.0,6000000.0,2014000000.0,197622000000.0,1562000000.0,13467000000.0,13467000000.0,505000000.0,505000000.0,505000000.0,221964000000.0,38647000000.0,8980000000.0,8345000000.0,157000000.0,8188000000.0,895000000.0,-813000000.0,1708000000.0,77000000.0,613000000.0,875000000.0,143000000.0,1122000000.0,1122000000.0,29667000000.0,12033000000.0,11628000000.0,2023-12-31
