tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-109620.0,0.21,75461000.0,-522000.0,-522000.0,1592000.0,66273000.0,246321000.0,74939000.0,8666000.0,-12799000.0,12799000.0,2004380.0,1592000.0,367549000.0,,,,,1592000.0,0.0,1592000.0,0.0,1592000.0,-163000.0,1755000.0,1755000.0,-5888000.0,-4133000.0,-19298000.0,-18776000.0,0.0,,-522000.0,-12799000.0,12799000.0,27964000.0,119618000.0,64663000.0,64663000.0,64663000.0,64663000.0,54955000.0,54955000.0,54955000.0,147582000.0,247931000.0,395513000.0,395513000.0,2022-12-31
-177954.0,0.133,136198000.0,-1338000.0,-1338000.0,8317000.0,72813000.0,195696000.0,134860000.0,62047000.0,-13573000.0,13573000.0,9477046.0,8317000.0,324643000.0,461911117.0,456189118.0,0.02,0.02,7699000.0,-618000.0,8317000.0,,8317000.0,-33717000.0,42034000.0,42034000.0,6440000.0,48474000.0,-4296000.0,-2958000.0,-994000.0,994000.0,-1338000.0,-13573000.0,13573000.0,66343000.0,127025000.0,70891000.0,70891000.0,70891000.0,70891000.0,56134000.0,56134000.0,56134000.0,193368000.0,197618000.0,390986000.0,390986000.0,2023-03-31
476760.0,0.137,168027000.0,3480000.0,3480000.0,12859000.0,118498000.0,205700000.0,171507000.0,53009000.0,-13568000.0,13568000.0,9855760.0,12859000.0,375680000.0,1430966523.0,459396686.0,0.02,0.03,25713000.0,12854000.0,12859000.0,,12859000.0,-21180000.0,34039000.0,34039000.0,5402000.0,39441000.0,11752000.0,8272000.0,-1844000.0,1844000.0,3480000.0,-13568000.0,13568000.0,41257000.0,167399000.0,115917000.0,115917000.0,115917000.0,115917000.0,51482000.0,51482000.0,51482000.0,208656000.0,208281000.0,416937000.0,416937000.0,2023-06-30
-471888.0,0.144,151053000.0,-3277000.0,-3277000.0,15109000.0,59627000.0,211073000.0,147776000.0,88149000.0,-13986000.0,13986000.0,17914112.0,15109000.0,336185000.0,482573913.0,466376329.0,0.03,0.03,14446000.0,-663000.0,15109000.0,,15109000.0,-48402000.0,63511000.0,63511000.0,10652000.0,74163000.0,-5316000.0,-2039000.0,,,-3277000.0,-13986000.0,13986000.0,93465000.0,122209000.0,56724000.0,56724000.0,56724000.0,56724000.0,65485000.0,65485000.0,65485000.0,215674000.0,213976000.0,429650000.0,429650000.0,2023-09-30
-321794.036012,0.036937,187216000.0,-8712000.0,-8712000.0,18058000.0,59629000.0,247947000.0,178504000.0,118875000.0,-12393000.0,34569000.0,26448205.963988,18058000.0,377284000.0,,,,,-50769000.0,,18058000.0,,18058000.0,-63134000.0,81192000.0,81192000.0,3114000.0,84306000.0,-20052000.0,-11340000.0,,,-8712000.0,-12393000.0,34569000.0,116751000.0,126517000.0,56809000.0,56809000.0,56809000.0,56809000.0,69708000.0,69708000.0,69708000.0,243268000.0,250767000.0,494035000.0,494035000.0,2023-12-31
