tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1276170.0,0.21,248558000.0,6077000.0,6077000.0,114932000.0,80925000.0,431825000.0,254635000.0,173710000.0,-68039000.0,68771000.0,732000.0,110131170.0,114932000.0,535422000.0,169961000.0,263317000.0,262711000.0,0.44,0.44,114932000.0,114932000.0,114932000.0,114932000.0,114932000.0,-9993000.0,104939000.0,3017000.0,-3060000.0,6077000.0,214000.0,-5863000.0,-68039000.0,68771000.0,732000.0,169961000.0,103597000.0,22672000.0,80925000.0,80925000.0,888000.0,888000.0,80037000.0,273558000.0,431825000.0,705383000.0,705383000.0,2022-12-31
1246770.0,0.21,310322000.0,5937000.0,5937000.0,191434000.0,83794000.0,394309000.0,316259000.0,232465000.0,-71849000.0,72668000.0,819000.0,186743770.0,191434000.0,500981000.0,225469000.0,264751000.0,264192000.0,0.72,0.72,191434000.0,191434000.0,191434000.0,191434000.0,191434000.0,-31637000.0,159797000.0,6177000.0,240000.0,5937000.0,249000.0,-5688000.0,-71849000.0,72668000.0,819000.0,225469000.0,106672000.0,22878000.0,83794000.0,83794000.0,871000.0,871000.0,82923000.0,332141000.0,394309000.0,726450000.0,726450000.0,2023-03-31
765240.0,0.21,242204000.0,3644000.0,3644000.0,91268000.0,85661000.0,175441000.0,245848000.0,160187000.0,-68212000.0,69182000.0,970000.0,88389240.0,91268000.0,281450000.0,155250000.0,264818000.0,264418000.0,0.34,0.35,91268000.0,91268000.0,91268000.0,91268000.0,91268000.0,-263000.0,91005000.0,3967000.0,323000.0,3644000.0,220000.0,-3424000.0,-68212000.0,69182000.0,970000.0,155250000.0,106009000.0,20348000.0,85661000.0,85661000.0,724000.0,724000.0,84937000.0,261259000.0,175441000.0,436700000.0,436700000.0,2023-06-30
1085700.0,0.21,225820000.0,5170000.0,5170000.0,80076000.0,86035000.0,163608000.0,230990000.0,144955000.0,-67648000.0,68590000.0,942000.0,75991700.0,80076000.0,273850000.0,137405000.0,267176000.0,266767000.0,0.3,0.3,80076000.0,80076000.0,80076000.0,80076000.0,80076000.0,-3711000.0,76365000.0,6608000.0,1438000.0,5170000.0,-285000.0,-5455000.0,-67648000.0,68590000.0,942000.0,137405000.0,110242000.0,24207000.0,86035000.0,86035000.0,1687000.0,1687000.0,84348000.0,247647000.0,163608000.0,411255000.0,411255000.0,2023-09-30
479010.0,0.21,263460000.0,2281000.0,2281000.0,135448000.0,88205000.0,194466000.0,265741000.0,177536000.0,-72252000.0,72922000.0,670000.0,133646010.0,135448000.0,305446000.0,173973000.0,,,,,135448000.0,135448000.0,135448000.0,135448000.0,135448000.0,-30834000.0,104614000.0,2893000.0,612000.0,2281000.0,-119000.0,-2400000.0,-72252000.0,72922000.0,670000.0,173973000.0,110980000.0,22775000.0,88205000.0,88205000.0,1758000.0,1758000.0,86447000.0,284953000.0,194466000.0,479419000.0,479419000.0,2023-12-31
