free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-261928000.0,-136000.0,-455383000.0,701860000.0,67238000.0,-343075000.0,11398000.0,23366000.0,-11968000.0,262118000.0,262118000.0,-3312000.0,566000.0,-75278000.0,-75278000.0,67102000.0,-136000.0,67238000.0,273040000.0,26563000.0,,246477000.0,-455383000.0,701860000.0,-355233000.0,-355233000.0,-731000.0,-11427000.0,,-12508000.0,-343075000.0,-343075000.0,81147000.0,81147000.0,-118615000.0,-12084000.0,-106531000.0,-19174000.0,4042000.0,9112000.0,-10251000.0,-10251000.0,80925000.0,80925000.0,,,,20176000.0,,114932000.0,2022-12-31
157898000.0,-3911000.0,-329513000.0,229770000.0,23411000.0,-243730000.0,20149000.0,11398000.0,8751000.0,-149669000.0,-149669000.0,6279000.0,103000.0,-75808000.0,-75808000.0,19500000.0,-3911000.0,23411000.0,-99743000.0,-214624000.0,-214624000.0,114881000.0,-114889000.0,229770000.0,-243208000.0,-243208000.0,321000.0,201000.0,337000.0,-136000.0,-243730000.0,-243730000.0,401628000.0,401628000.0,161263000.0,-58361000.0,219624000.0,-9311000.0,3422000.0,4532000.0,-33257000.0,-33257000.0,83794000.0,83794000.0,871000.0,871000.0,82923000.0,-249000.0,-249000.0,191434000.0,2023-03-31
-84076000.0,-42000.0,12452000.0,158740000.0,3952000.0,-303870000.0,11642000.0,20149000.0,-8507000.0,100885000.0,100885000.0,1555000.0,106000.0,-75878000.0,-75878000.0,3910000.0,-42000.0,3952000.0,171192000.0,37962000.0,34167000.0,133230000.0,-21715000.0,154945000.0,-329186000.0,-329186000.0,678000.0,-25994000.0,,-25657000.0,-303870000.0,-303870000.0,219794000.0,219794000.0,48646000.0,-32378000.0,81024000.0,-14697000.0,3528000.0,7062000.0,-1454000.0,-1454000.0,85661000.0,85661000.0,,,,-220000.0,,91268000.0,2023-06-30
-143744000.0,-2000.0,-253573000.0,292693000.0,307681000.0,-326891000.0,8505000.0,11642000.0,-3137000.0,160031000.0,160031000.0,116000.0,20000.0,-81230000.0,-81230000.0,307679000.0,-2000.0,307681000.0,-66554000.0,70988000.0,,-137542000.0,-434030000.0,296488000.0,-346315000.0,-346315000.0,86000.0,-19510000.0,,-19510000.0,-326891000.0,-326891000.0,183147000.0,183147000.0,50747000.0,85473000.0,-34726000.0,-35572000.0,1979000.0,5427000.0,-5830000.0,-5830000.0,86035000.0,86035000.0,,,,285000.0,,80076000.0,2023-09-30
-195594000.0,-26000.0,-305745000.0,526416000.0,3944000.0,-324612000.0,4612000.0,8505000.0,-3893000.0,170108000.0,170108000.0,7390000.0,58000.0,-83890000.0,-83890000.0,3918000.0,-26000.0,3944000.0,242632000.0,21961000.0,,220671000.0,-305745000.0,526416000.0,-303019000.0,-303019000.0,-20165000.0,41758000.0,,0.0,-324612000.0,-324612000.0,129018000.0,129018000.0,-85226000.0,-9293000.0,-75933000.0,21194000.0,2394000.0,6188000.0,-39304000.0,-39304000.0,88205000.0,88205000.0,,,,119000.0,,135448000.0,2023-12-31
