tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,rent_expense_supplemental,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,other_special_charges,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,insurance_and_claims,rent_and_landing_fees,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.193654,0.0,0.0,737000000.0,112000000.0,1577000000.0,498000000.0,2075000000.0,737000000.0,737000000.0,36000000.0,694195000.0,688680000.0,1.01,1.01,698000000.0,,698000000.0,1000000.0,38000000.0,737000000.0,737000000.0,737000000.0,177000000.0,914000000.0,0.0,5000000.0,-14000000.0,13000000.0,13000000.0,13000000.0,13000000.0,752000000.0,31000000.0,721000000.0,31000000.0,36000000.0,654000000.0,2247000000.0,2247000000.0,2022-12-31
223000.0,0.223,1000000.0,1000000.0,558000000.0,117000000.0,1517000000.0,696000000.0,2213000000.0,557223000.0,558000000.0,34000000.0,689566425.0,684017462.0,0.78,0.78,535000000.0,,535000000.0,,23000000.0,558000000.0,558000000.0,558000000.0,160000000.0,718000000.0,1000000.0,-1000000.0,-27000000.0,12000000.0,12000000.0,12000000.0,12000000.0,860000000.0,29000000.0,831000000.0,40000000.0,34000000.0,757000000.0,2178000000.0,2178000000.0,2023-03-31
0.0,0.225,,,601000000.0,115000000.0,1457000000.0,913000000.0,2370000000.0,601000000.0,601000000.0,31000000.0,686385938.0,684028603.0,0.82,0.82,562000000.0,0.0,562000000.0,,39000000.0,601000000.0,601000000.0,601000000.0,174000000.0,775000000.0,,,16000000.0,10000000.0,10000000.0,10000000.0,10000000.0,754000000.0,31000000.0,723000000.0,42000000.0,31000000.0,650000000.0,2145000000.0,2145000000.0,2023-06-30
0.0,0.22,,,660000000.0,115000000.0,1438000000.0,1091000000.0,2529000000.0,660000000.0,660000000.0,29000000.0,687059147.0,684224277.0,0.91,0.91,623000000.0,0.0,623000000.0,,37000000.0,660000000.0,660000000.0,660000000.0,186000000.0,846000000.0,,,-17000000.0,10000000.0,10000000.0,10000000.0,10000000.0,732000000.0,35000000.0,697000000.0,39000000.0,29000000.0,629000000.0,2116000000.0,2116000000.0,2023-09-30
-40800000.0,0.184615,-221000000.0,-221000000.0,530000000.0,115000000.0,1416000000.0,1231000000.0,2647000000.0,710200000.0,530000000.0,27000000.0,687729000.0,684413000.0,0.72,0.72,493000000.0,,493000000.0,,37000000.0,530000000.0,530000000.0,530000000.0,120000000.0,650000000.0,-221000000.0,221000000.0,-11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,754000000.0,30000000.0,724000000.0,39000000.0,27000000.0,658000000.0,2101000000.0,2101000000.0,2023-12-31
