tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.24659,513100000.0,287200000.0,72500000.0,4257200000.0,513100000.0,440600000.0,-59400000.0,59400000.0,287200000.0,287200000.0,4991700000.0,446600000.0,137400000.0,135500000.0,2.09,2.12,287200000.0,287200000.0,287200000.0,287200000.0,287200000.0,94000000.0,381200000.0,-6000000.0,-6000000.0,-59400000.0,59400000.0,446600000.0,734500000.0,734500000.0,1181100000.0,4257200000.0,5438300000.0,5403600000.0,2022-12-31
0.0,0.223,424700000.0,230100000.0,70700000.0,4013700000.0,424700000.0,354000000.0,-57700000.0,57700000.0,230100000.0,230100000.0,4747800000.0,355300000.0,137300000.0,135600000.0,1.68,1.7,230100000.0,230100000.0,230100000.0,230100000.0,230100000.0,66200000.0,296300000.0,-1300000.0,-1300000.0,-57700000.0,57700000.0,355300000.0,734100000.0,734100000.0,1089400000.0,4013700000.0,5103100000.0,5075000000.0,2023-03-31
0.0,0.257,477500000.0,262600000.0,65900000.0,4444600000.0,477500000.0,411600000.0,-58200000.0,58200000.0,262600000.0,262600000.0,5213900000.0,412200000.0,136100000.0,134600000.0,1.92,1.95,262600000.0,262600000.0,262600000.0,262600000.0,262600000.0,90800000.0,353400000.0,-600000.0,-600000.0,-58200000.0,58200000.0,412200000.0,769300000.0,769300000.0,1181500000.0,4444600000.0,5626100000.0,5597600000.0,2023-06-30
0.0,0.248,543200000.0,315500000.0,66000000.0,4400600000.0,543200000.0,477200000.0,-57400000.0,57400000.0,315500000.0,315500000.0,5149900000.0,478400000.0,135900000.0,134100000.0,2.32,2.35,315500000.0,315500000.0,315500000.0,315500000.0,315500000.0,104300000.0,419800000.0,-1200000.0,-1200000.0,-57400000.0,57400000.0,478400000.0,749300000.0,749300000.0,1227700000.0,4400600000.0,5628300000.0,5599700000.0,2023-09-30
0.0,0.222222,502100000.0,296100000.0,68100000.0,3864700000.0,502100000.0,434000000.0,-53300000.0,53300000.0,296100000.0,296100000.0,4583500000.0,435000000.0,135900000.0,134100000.0,2.18,2.2,296100000.0,296100000.0,296100000.0,296100000.0,296100000.0,84600000.0,380700000.0,-1000000.0,-1000000.0,-53300000.0,53300000.0,435000000.0,718800000.0,718800000.0,1153800000.0,3864700000.0,5018500000.0,4990900000.0,2023-12-31
