ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,prepaid_assets,inventory,finished_goods,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_current_assets
135500000.0,135500000.0,6052000000.0,6542400000.0,-4230100000.0,7970500000.0,1616900000.0,-4230100000.0,175200000.0,1603300000.0,7469700000.0,1603300000.0,1603300000.0,-152400000.0,-152400000.0,-1763800000.0,3518100000.0,1400000.0,1400000.0,0.0,11528200000.0,6581100000.0,336100000.0,203400000.0,203400000.0,6041600000.0,175200000.0,5866400000.0,4947100000.0,483200000.0,485500000.0,485500000.0,500800000.0,500800000.0,56300000.0,444500000.0,377800000.0,3099800000.0,130500000.0,2969300000.0,74500000.0,73500000.0,2821300000.0,13131500000.0,6567500000.0,396100000.0,5833400000.0,1490700000.0,4342700000.0,338000000.0,-309900000.0,647900000.0,16900000.0,150400000.0,303400000.0,149500000.0,27700000.0,0.0,6564000000.0,498200000.0,800200000.0,800200000.0,4950400000.0,489100000.0,4461300000.0,-25700000.0,4487000000.0,315200000.0,315200000.0,2022-12-31,
135000000.0,135000000.0,6040200000.0,6490600000.0,-4251600000.0,7888500000.0,1502000000.0,-4251600000.0,171000000.0,1568900000.0,7318800000.0,1568900000.0,1568900000.0,-142800000.0,-142800000.0,-1847000000.0,3557300000.0,1400000.0,1400000.0,0.0,11199200000.0,6421300000.0,307400000.0,193000000.0,193000000.0,5920900000.0,171000000.0,5749900000.0,4777900000.0,516400000.0,495700000.0,495700000.0,569700000.0,569700000.0,45700000.0,524000000.0,287800000.0,2908300000.0,126200000.0,2782100000.0,8000000.0,130100000.0,2644000000.0,12768100000.0,6488200000.0,334600000.0,5820500000.0,1455000000.0,4365500000.0,333100000.0,,333100000.0,,333100000.0,,,,,6279900000.0,487700000.0,781100000.0,781100000.0,4731700000.0,469400000.0,4262300000.0,-27400000.0,4289700000.0,279400000.0,279400000.0,2023-03-31,
134000000.0,134000000.0,6175300000.0,6552800000.0,-4239600000.0,7992400000.0,1490700000.0,-4239600000.0,173600000.0,1613200000.0,7334200000.0,1613200000.0,1613200000.0,-124800000.0,-124800000.0,-1862800000.0,3599500000.0,1300000.0,1300000.0,0.0,11372700000.0,6375400000.0,300600000.0,180200000.0,180200000.0,5894600000.0,173600000.0,5721000000.0,4997300000.0,522300000.0,442100000.0,442100000.0,658200000.0,658200000.0,42200000.0,616000000.0,281300000.0,3093400000.0,147400000.0,2946000000.0,200000.0,79000000.0,2866800000.0,12985900000.0,6497900000.0,313500000.0,5852800000.0,1424600000.0,4428200000.0,331600000.0,,331600000.0,,331600000.0,,,,,6488000000.0,479100000.0,789800000.0,789800000.0,5015200000.0,518300000.0,4496900000.0,-26000000.0,4522900000.0,203900000.0,203900000.0,2023-06-30,
134000000.0,134000000.0,5260800000.0,5870300000.0,-3992300000.0,7511500000.0,1676300000.0,-3992300000.0,168800000.0,1810000000.0,7471500000.0,1810000000.0,1810000000.0,-149500000.0,-149500000.0,-1686800000.0,3645000000.0,1300000.0,1300000.0,0.0,11065300000.0,6283200000.0,281100000.0,171800000.0,171800000.0,5830300000.0,168800000.0,5661500000.0,4782100000.0,565000000.0,438900000.0,438900000.0,40000000.0,40000000.0,,,271400000.0,3466800000.0,150100000.0,3316700000.0,620000000.0,80000000.0,2616700000.0,12875300000.0,6416900000.0,286600000.0,5802300000.0,1384900000.0,4417400000.0,328000000.0,,328000000.0,,328000000.0,,,,,6458400000.0,403100000.0,706400000.0,706400000.0,4908200000.0,489700000.0,4418500000.0,-27000000.0,4445500000.0,440700000.0,440700000.0,2023-09-30,
134100000.0,134100000.0,5056200000.0,5808900000.0,-3740600000.0,7687400000.0,1263000000.0,-3740600000.0,164000000.0,2042500000.0,7074300000.0,2042500000.0,2042500000.0,-124600000.0,-124600000.0,-1525500000.0,3691300000.0,1300000.0,1300000.0,0.0,11242100000.0,5800100000.0,432900000.0,171400000.0,171400000.0,5195800000.0,164000000.0,5031800000.0,5442000000.0,554300000.0,487400000.0,487400000.0,613100000.0,613100000.0,,,303000000.0,3484200000.0,119900000.0,3364300000.0,430900000.0,52400000.0,2881000000.0,13284600000.0,6579600000.0,472200000.0,5783100000.0,1369700000.0,4413400000.0,324300000.0,-308700000.0,633000000.0,38700000.0,130200000.0,310700000.0,125300000.0,28100000.0,0.0,6705000000.0,,668100000.0,668100000.0,5038000000.0,470500000.0,4567500000.0,-28800000.0,4596300000.0,588700000.0,588700000.0,2023-12-31,410200000.0
