free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,issuance_of_debt,long_term_debt_issuance
321200000.0,-3300000.0,-8500000.0,-33500000.0,31000000.0,64400000.0,1613000000.0,1459500000.0,35800000.0,117700000.0,-19200000.0,-19200000.0,-3900000.0,4600000.0,-8100000.0,-8100000.0,-3300000.0,-3300000.0,-8500000.0,-8500000.0,-8500000.0,-217800000.0,0.0,-217800000.0,0.0,-184300000.0,,0.0,0.0,-33500000.0,354700000.0,-100000.0,354800000.0,103800000.0,49300000.0,55000000.0,11000000.0,44000000.0,44000000.0,34600000.0,-35100000.0,7000000.0,16600000.0,104800000.0,104800000.0,84000000.0,84000000.0,20800000.0,4300000.0,-3200000.0,6400000.0,204100000.0,2022-12-31,,
147900000.0,-77000000.0,-11000000.0,-22400000.0,36100000.0,19100000.0,1119300000.0,1613000000.0,6800000.0,-500500000.0,-89300000.0,-89300000.0,-2400000.0,9200000.0,-8100000.0,-8100000.0,-77000000.0,-77000000.0,-11000000.0,-11000000.0,-11000000.0,-581500000.0,,-581500000.0,,-566400000.0,-566400000.0,7300000.0,7300000.0,-22400000.0,170300000.0,0.0,170300000.0,-131300000.0,11800000.0,-14100000.0,56500000.0,-70600000.0,-70600000.0,-45300000.0,-83700000.0,11600000.0,12100000.0,114000000.0,114000000.0,92400000.0,92400000.0,21600000.0,700000.0,-300000.0,1000000.0,163200000.0,2023-03-31,,
203600000.0,-55800000.0,-9600000.0,-24800000.0,37400000.0,81200000.0,1178100000.0,1119300000.0,-19300000.0,78100000.0,-76400000.0,-76400000.0,-9300000.0,6400000.0,-8100000.0,-8100000.0,-55800000.0,-55800000.0,-9600000.0,-9600000.0,-9600000.0,-73900000.0,,-73900000.0,,-49400000.0,-49400000.0,0.0,0.0,-24800000.0,228400000.0,0.0,228400000.0,-83300000.0,-60400000.0,-59600000.0,-3400000.0,-56200000.0,-56200000.0,15700000.0,21000000.0,10700000.0,11900000.0,111800000.0,111800000.0,89700000.0,89700000.0,22100000.0,-3500000.0,-2400000.0,-1100000.0,180800000.0,2023-06-30,,
368700000.0,-100000.0,-1490200000.0,-28600000.0,10600000.0,96300000.0,1197500000.0,1178100000.0,-13500000.0,32900000.0,-28100000.0,-28100000.0,-26400000.0,6300000.0,-8100000.0,-8100000.0,-100000.0,-100000.0,200000.0,200000.0,-1490200000.0,-336300000.0,,-336300000.0,0.0,-308000000.0,-308000000.0,300000.0,300000.0,-28600000.0,397300000.0,0.0,397300000.0,41100000.0,-14000000.0,15000000.0,29000000.0,-14000000.0,-14000000.0,39600000.0,500000.0,1200000.0,11200000.0,115700000.0,115700000.0,92200000.0,92200000.0,23500000.0,18500000.0,3900000.0,1100000.0,209600000.0,2023-09-30,,
551800000.0,-130100000.0,-7200000.0,-29600000.0,16400000.0,105400000.0,1595500000.0,1197500000.0,29100000.0,368900000.0,-143700000.0,-143700000.0,-6700000.0,8400000.0,-8100000.0,-8100000.0,-130100000.0,-130100000.0,-7200000.0,-7200000.0,-7200000.0,-68800000.0,0.0,-68800000.0,0.0,-39200000.0,,0.0,0.0,-29600000.0,581400000.0,0.0,581400000.0,284100000.0,33600000.0,129600000.0,12700000.0,116900000.0,116900000.0,107300000.0,13600000.0,-500000.0,16700000.0,117600000.0,117600000.0,93200000.0,93200000.0,24400000.0,8900000.0,4800000.0,4100000.0,231500000.0,2023-12-31,0.0,0.0
