treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,interest_payable
21210095.0,405117710.0,426327805.0,1139600000.0,2792200000.0,-447000000.0,11948400000.0,2293300000.0,-447000000.0,39600000.0,9195800000.0,11911900000.0,9257200000.0,61400000.0,9195800000.0,-251700000.0,-251700000.0,984500000.0,950900000.0,9476800000.0,4300000.0,4300000.0,5508700000.0,3834700000.0,360800000.0,147200000.0,147200000.0,610600000.0,610600000.0,2716100000.0,2716100000.0,1674000000.0,305600000.0,305600000.0,76100000.0,39600000.0,36500000.0,36500000.0,14900000.0,1277400000.0,435400000.0,842000000.0,63300000.0,778700000.0,14765900000.0,10798600000.0,509100000.0,22300000.0,22300000.0,9642800000.0,3578600000.0,6064200000.0,624400000.0,-417400000.0,1041800000.0,59300000.0,,619700000.0,298200000.0,64600000.0,0.0,3967300000.0,206900000.0,0.0,1025400000.0,-60500000.0,338700000.0,122200000.0,625000000.0,1122000000.0,1122000000.0,-47200000.0,1169200000.0,1613000000.0,1613000000.0,2022-12-31,
22482040.0,404996582.0,427478622.0,1623400000.0,2784000000.0,-807700000.0,12060000000.0,1972300000.0,-807700000.0,41300000.0,9317300000.0,12026100000.0,9381700000.0,64400000.0,9317300000.0,-226400000.0,-226400000.0,1058100000.0,1103900000.0,9493600000.0,4300000.0,4300000.0,5613300000.0,3913200000.0,381400000.0,145900000.0,145900000.0,677100000.0,677100000.0,2708800000.0,2708800000.0,1700100000.0,350800000.0,350800000.0,75200000.0,41300000.0,33900000.0,33900000.0,13400000.0,1260700000.0,449200000.0,811500000.0,80600000.0,730900000.0,14995000000.0,11322600000.0,525300000.0,23500000.0,23500000.0,10125000000.0,3739100000.0,6385900000.0,648800000.0,-443000000.0,1091800000.0,,1091800000.0,,,,,3672400000.0,186900000.0,,1122600000.0,-68300000.0,365200000.0,139900000.0,685800000.0,1243600000.0,1243600000.0,-51000000.0,1294600000.0,1119300000.0,1119300000.0,2023-03-31,
23410937.0,404367125.0,427778062.0,1551700000.0,2769600000.0,-672200000.0,12144600000.0,2102900000.0,-672200000.0,39800000.0,9414800000.0,12113300000.0,9480400000.0,65600000.0,9414800000.0,-263200000.0,-263200000.0,1111900000.0,1275300000.0,9510300000.0,4300000.0,4300000.0,5548200000.0,3924100000.0,415600000.0,146500000.0,146500000.0,663500000.0,663500000.0,2698500000.0,2698500000.0,1624100000.0,339200000.0,339200000.0,71100000.0,39800000.0,31300000.0,31300000.0,10500000.0,1203300000.0,446100000.0,757200000.0,88000000.0,669200000.0,15028600000.0,11301600000.0,545400000.0,23500000.0,23500000.0,10087000000.0,3659800000.0,6427200000.0,645700000.0,-464700000.0,1110400000.0,,1110400000.0,,,,,3727000000.0,227800000.0,,1101300000.0,-74800000.0,354700000.0,147300000.0,674100000.0,1219800000.0,1219800000.0,-51200000.0,1271000000.0,1178100000.0,1178100000.0,2023-06-30,
23412443.0,404796455.0,428208898.0,1535700000.0,2773800000.0,-608800000.0,12287200000.0,2078700000.0,-608800000.0,40600000.0,9554000000.0,12253300000.0,9619800000.0,65800000.0,9554000000.0,-341600000.0,-341600000.0,1111300000.0,1475500000.0,9527100000.0,4300000.0,4300000.0,5534200000.0,3879500000.0,405100000.0,145000000.0,145000000.0,630100000.0,630100000.0,2699300000.0,2699300000.0,1654700000.0,343700000.0,343700000.0,74500000.0,40600000.0,33900000.0,33900000.0,9200000.0,1227300000.0,470200000.0,757100000.0,94000000.0,663100000.0,15154000000.0,11420600000.0,549700000.0,22300000.0,22300000.0,10162800000.0,3673000000.0,6489800000.0,685800000.0,-472700000.0,1158500000.0,,1158500000.0,,,,,3733400000.0,236900000.0,,1082900000.0,-74500000.0,389600000.0,129300000.0,638500000.0,1216100000.0,1216100000.0,-53100000.0,1269200000.0,1197500000.0,1197500000.0,2023-09-30,
25241667.0,403347394.0,428589061.0,1128100000.0,2765200000.0,-437000000.0,12507400000.0,2223100000.0,-437000000.0,41600000.0,9783800000.0,12476800000.0,9846700000.0,62900000.0,9783800000.0,-227600000.0,-227600000.0,1240900000.0,1697200000.0,9550800000.0,4300000.0,4300000.0,5716800000.0,3889500000.0,433900000.0,150000000.0,150000000.0,612600000.0,612600000.0,2693000000.0,2693000000.0,1827300000.0,331200000.0,331200000.0,72200000.0,41600000.0,30600000.0,30600000.0,15500000.0,1408400000.0,528800000.0,879600000.0,78400000.0,801200000.0,15563500000.0,11513100000.0,549400000.0,31500000.0,31500000.0,10220800000.0,3611100000.0,6609700000.0,711400000.0,-500800000.0,1212200000.0,80600000.0,,726800000.0,337100000.0,67700000.0,0.0,4050400000.0,219600000.0,,1001100000.0,-72500000.0,337800000.0,145100000.0,590700000.0,1234200000.0,1234200000.0,-53800000.0,1288000000.0,1595500000.0,1595500000.0,2023-12-31,33100000.0
