free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
781600000.0,-143800000.0,-704400000.0,300000000.0,0.0,-47500000.0,2612500000.0,2572900000.0,39600000.0,-646600000.0,-646600000.0,-17800000.0,5500000.0,-86100000.0,-86100000.0,-143800000.0,-143800000.0,0.0,-404400000.0,-404400000.0,-404400000.0,0.0,-300000000.0,300000000.0,-142900000.0,-142900000.0,1700000.0,-97100000.0,-97100000.0,-47500000.0,829100000.0,829100000.0,-212600000.0,933500000.0,-472300000.0,-472300000.0,-472300000.0,-673800000.0,22900000.0,3200000.0,3200000.0,19800000.0,19800000.0,27500000.0,27500000.0,968300000.0,2022-12-31
612800000.0,-331800000.0,-9000000.0,275000000.0,0.0,-31700000.0,3074600000.0,2612500000.0,462100000.0,-144700000.0,-144700000.0,-700000.0,7400000.0,-85600000.0,-85600000.0,-331800000.0,-331800000.0,0.0,266000000.0,,,-138400000.0,-413400000.0,275000000.0,-37700000.0,-37700000.0,400000.0,-6400000.0,-6400000.0,-31700000.0,644500000.0,644500000.0,-409600000.0,-331700000.0,68900000.0,68900000.0,68900000.0,-146800000.0,28400000.0,25500000.0,25500000.0,26700000.0,26700000.0,23900000.0,23900000.0,949600000.0,2023-03-31
758400000.0,-339900000.0,38000000.0,67300000.0,0.0,-29100000.0,3408000000.0,3074600000.0,333400000.0,-326200000.0,-326200000.0,-12200000.0,5800000.0,-85200000.0,-85200000.0,-339900000.0,-339900000.0,0.0,105300000.0,,,105300000.0,38000000.0,67300000.0,-127900000.0,-127900000.0,-300000.0,-98500000.0,-98500000.0,-29100000.0,787500000.0,787500000.0,-618700000.0,-388100000.0,64900000.0,64900000.0,64900000.0,-295500000.0,29300000.0,-9400000.0,-9400000.0,23700000.0,23700000.0,10800000.0,10800000.0,1351800000.0,2023-06-30
2002700000.0,-419100000.0,-1148500000.0,120000000.0,0.0,-40300000.0,3900100000.0,3408000000.0,492100000.0,-1549200000.0,-1549200000.0,-24100000.0,6800000.0,-84300000.0,,-419100000.0,-419100000.0,0.0,-1028500000.0,,,-1028500000.0,-1148500000.0,120000000.0,-1700000.0,-1700000.0,49500000.0,-10900000.0,-10900000.0,-40300000.0,2043000000.0,2043000000.0,512600000.0,-323800000.0,236700000.0,,,599700000.0,30600000.0,-65200000.0,-65200000.0,21400000.0,21400000.0,18100000.0,18100000.0,1525500000.0,2023-09-30
-201000000.0,-414400000.0,-559900000.0,720000000.0,,-47600000.0,3344600000.0,3900100000.0,-555500000.0,-362800000.0,-362800000.0,-10200000.0,1600000.0,-99900000.0,-99900000.0,-414400000.0,-414400000.0,,160100000.0,-389900000.0,-389900000.0,550000000.0,-170000000.0,720000000.0,-39300000.0,-39300000.0,9300000.0,-1000000.0,-1000000.0,-47600000.0,-153400000.0,-153400000.0,-1187400000.0,345800000.0,127500000.0,127500000.0,127500000.0,-1660700000.0,40900000.0,11300000.0,11300000.0,20000000.0,20000000.0,6100000.0,6100000.0,955700000.0,2023-12-31
-340400000.0,-461700000.0,159900000.0,479400000.0,,-23700000.0,3093400000.0,3344600000.0,-251200000.0,92200000.0,92200000.0,-16500000.0,10600000.0,-99200000.0,-99200000.0,-442000000.0,-461700000.0,,639300000.0,,,249400000.0,-230000000.0,479400000.0,-26700000.0,-26700000.0,-3000000.0,0.0,0.0,-23700000.0,-316700000.0,-316700000.0,-1568600000.0,-470700000.0,-291500000.0,-291500000.0,-291500000.0,-806400000.0,25000000.0,8600000.0,8600000.0,21100000.0,21100000.0,13500000.0,13500000.0,1183700000.0,2024-03-31
