tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.234,1249300000.0,958700000.0,19800000.0,5291300000.0,1249300000.0,1229500000.0,958700000.0,958700000.0,6028300000.0,346900000.0,344200000.0,2.76,2.79,958700000.0,958700000.0,958700000.0,-9600000.0,968300000.0,968300000.0,298900000.0,1267200000.0,37700000.0,37700000.0,1229500000.0,737000000.0,737000000.0,1966500000.0,5291300000.0,7257800000.0,7257800000.0,2022-12-31
0.0,0.237,1229800000.0,942200000.0,26700000.0,5996200000.0,1229800000.0,1203100000.0,942200000.0,942200000.0,6769800000.0,344900000.0,342100000.0,2.73,2.75,942200000.0,942200000.0,942200000.0,-7400000.0,949600000.0,949600000.0,295700000.0,1245300000.0,42200000.0,42200000.0,1203100000.0,773600000.0,773600000.0,1976700000.0,5996200000.0,7972900000.0,7972900000.0,2023-03-31
0.0,0.242,1755400000.0,1335100000.0,23700000.0,7141800000.0,1755400000.0,1731700000.0,1335100000.0,1335100000.0,7993900000.0,342300000.0,339900000.0,3.9,3.93,1335100000.0,1335100000.0,1335100000.0,-16600000.0,1351700000.0,1351700000.0,432200000.0,1783900000.0,52200000.0,52200000.0,1731700000.0,852100000.0,852100000.0,2583800000.0,7141800000.0,9725600000.0,9725600000.0,2023-06-30
0.0,0.244166,1958500000.0,1509700000.0,21400000.0,7680700000.0,1958500000.0,1937100000.0,1509700000.0,1509700000.0,8566900000.0,339300000.0,336600000.0,4.45,4.49,1509700000.0,1509700000.0,1509700000.0,-15800000.0,1525500000.0,1525500000.0,492800000.0,2018300000.0,81200000.0,81200000.0,1937100000.0,886200000.0,886200000.0,2823300000.0,7680700000.0,10504000000.0,10504000000.0,2023-09-30
0.0,0.234,1191200000.0,947400000.0,20000000.0,5719800000.0,1191200000.0,1171200000.0,947400000.0,947400000.0,6554800000.0,335700000.0,333300000.0,2.82,2.84,947400000.0,947400000.0,947400000.0,-8300000.0,955700000.0,955700000.0,291800000.0,1247500000.0,76300000.0,76300000.0,1171200000.0,835000000.0,835000000.0,2006200000.0,5719800000.0,7726000000.0,7726000000.0,2023-12-31
0.0,0.226,1473400000.0,1172100000.0,21100000.0,6774300000.0,1473400000.0,1452300000.0,1172100000.0,1172100000.0,7654900000.0,333300000.0,330900000.0,3.52,3.54,1172100000.0,1172100000.0,1172100000.0,-11600000.0,1183700000.0,1183700000.0,344800000.0,1528500000.0,76200000.0,76200000.0,1452300000.0,880600000.0,880600000.0,2332900000.0,6774300000.0,9107200000.0,9107200000.0,2024-03-31
