treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dueto_related_parties_current,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
52893041.0,339071423.0,391964464.0,2886700000.0,3808000000.0,10938300000.0,15676700000.0,1022800000.0,10938300000.0,185900000.0,12054600000.0,14466500000.0,12194200000.0,139600000.0,12054600000.0,-2152200000.0,-2152200000.0,14203400000.0,0.0,3400000.0,3400000.0,0.0,11191800000.0,5658000000.0,304200000.0,103300000.0,103300000.0,1010100000.0,1010100000.0,2547100000.0,135200000.0,2411900000.0,1693300000.0,5533800000.0,743900000.0,743900000.0,1260900000.0,50700000.0,1210200000.0,1210200000.0,237000000.0,212300000.0,3079700000.0,754800000.0,2324900000.0,751200000.0,,72900000.0,208300000.0,208300000.0,1292500000.0,23386000000.0,16829400000.0,1186800000.0,752300000.0,752300000.0,26900000.0,885900000.0,885900000.0,1116300000.0,1116300000.0,12861200000.0,-8944900000.0,21806100000.0,1130400000.0,182500000.0,10606800000.0,3522600000.0,345600000.0,6018200000.0,6556600000.0,49500000.0,101900000.0,237400000.0,3543100000.0,184200000.0,2158300000.0,844800000.0,355800000.0,1889300000.0,-900000.0,208400000.0,189400000.0,1492400000.0,735400000.0,735400000.0,2022-12-31
61583977.0,332098640.0,393682617.0,3779100000.0,4450800000.0,10775200000.0,16137700000.0,685800000.0,10775200000.0,206900000.0,11893800000.0,14302700000.0,12056500000.0,162700000.0,11893800000.0,-2106000000.0,-2106000000.0,13996500000.0,0.0,3300000.0,3300000.0,0.0,10801000000.0,5633400000.0,298500000.0,106600000.0,106600000.0,1012500000.0,1012500000.0,2566600000.0,157700000.0,2408900000.0,1649200000.0,5167600000.0,552800000.0,552800000.0,1884200000.0,49200000.0,1835000000.0,1835000000.0,143600000.0,263800000.0,2323200000.0,611200000.0,1712000000.0,849400000.0,305100000.0,69900000.0,70800000.0,70800000.0,721900000.0,22857500000.0,17004100000.0,1225100000.0,764100000.0,764100000.0,23600000.0,879800000.0,879800000.0,1118600000.0,1118600000.0,12992900000.0,-9144600000.0,22137500000.0,,22137500000.0,,,,,5853400000.0,37000000.0,0.0,281600000.0,3320000000.0,188900000.0,1946200000.0,815800000.0,369100000.0,1750000000.0,-35700000.0,,323700000.0,1462000000.0,464800000.0,464800000.0,2023-03-31
,332234087.0,332234087.0,2995800000.0,3835900000.0,11266400000.0,16026900000.0,872300000.0,11266400000.0,214000000.0,12405000000.0,14828300000.0,12555400000.0,150400000.0,12405000000.0,-1971200000.0,-1971200000.0,14364800000.0,8100000.0,3300000.0,3300000.0,0.0,10584800000.0,5745400000.0,311400000.0,116200000.0,116200000.0,1031100000.0,1031100000.0,2583400000.0,160100000.0,2423300000.0,1703300000.0,4839400000.0,716200000.0,716200000.0,1252500000.0,53900000.0,1198600000.0,1198600000.0,165900000.0,266000000.0,2438800000.0,503800000.0,1935000000.0,1038300000.0,,2900000.0,106600000.0,106600000.0,787200000.0,23140200000.0,17428500000.0,1274800000.0,793900000.0,793900000.0,22800000.0,893100000.0,893100000.0,1138600000.0,1138600000.0,13305300000.0,-9458600000.0,22763900000.0,,22763900000.0,,,,,5711700000.0,59100000.0,0.0,297000000.0,3148700000.0,125800000.0,1807700000.0,825400000.0,389800000.0,1580800000.0,,32600000.0,358600000.0,1189600000.0,626100000.0,626100000.0,2023-06-30
65532760.0,328333935.0,393866695.0,3065600000.0,3883600000.0,10935000000.0,15706900000.0,460500000.0,10935000000.0,227000000.0,12050300000.0,14452500000.0,12207100000.0,156800000.0,12050300000.0,-2109500000.0,-2109500000.0,14156500000.0,0.0,3300000.0,3300000.0,0.0,10447300000.0,5751000000.0,298300000.0,109500000.0,109500000.0,1017800000.0,1017800000.0,2571300000.0,169100000.0,2402200000.0,1754100000.0,4696300000.0,415700000.0,415700000.0,1312300000.0,57900000.0,1254400000.0,1254400000.0,172300000.0,392100000.0,2403900000.0,550800000.0,1853100000.0,870400000.0,,3200000.0,143600000.0,143600000.0,835900000.0,22654400000.0,17497600000.0,1284300000.0,801700000.0,801700000.0,22300000.0,910500000.0,910500000.0,1115300000.0,1115300000.0,13363500000.0,-9596100000.0,22959600000.0,,22959600000.0,,,,,5156800000.0,32600000.0,0.0,295400000.0,2453200000.0,49400000.0,1229500000.0,865800000.0,308500000.0,1784600000.0,,175800000.0,385400000.0,1223400000.0,591000000.0,591000000.0,2023-09-30
69772100.0,324103141.0,393875241.0,3412600000.0,3994800000.0,11151600000.0,16051600000.0,871300000.0,11151600000.0,233400000.0,12290200000.0,15521800000.0,12432800000.0,142600000.0,12290200000.0,-1954900000.0,-1954900000.0,14241900000.0,0.0,3200000.0,3200000.0,0.0,10600000000.0,6726300000.0,305400000.0,119700000.0,119700000.0,1065500000.0,1065500000.0,3399700000.0,168100000.0,3231600000.0,1836000000.0,3873700000.0,261800000.0,261800000.0,595100000.0,65300000.0,529800000.0,529800000.0,182600000.0,377400000.0,2456800000.0,627700000.0,1829100000.0,399900000.0,,72300000.0,190000000.0,190000000.0,1166900000.0,23032800000.0,18287800000.0,1324000000.0,1079200000.0,1079200000.0,21800000.0,909000000.0,909000000.0,1138600000.0,1138600000.0,13815200000.0,-9914100000.0,23729300000.0,1359800000.0,229800000.0,11407600000.0,3881600000.0,373000000.0,6477500000.0,4745000000.0,50200000.0,0.0,284300000.0,2523200000.0,61500000.0,1178000000.0,964800000.0,318900000.0,1538500000.0,-700000.0,134400000.0,269300000.0,1135500000.0,348800000.0,348800000.0,2023-12-31
