ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,date
121900000.0,121900000.0,703100000.0,4674300000.0,177200000.0,2964700000.0,-1014300000.0,177200000.0,3730500000.0,2020900000.0,2906700000.0,2020900000.0,2020900000.0,6000000.0,6000000.0,-199700000.0,2214600000.0,2214600000.0,,8004400000.0,6098000000.0,1304200000.0,,177500000.0,177500000.0,4616300000.0,3730500000.0,885800000.0,1906400000.0,725000000.0,463800000.0,463800000.0,58000000.0,,58000000.0,,659600000.0,137100000.0,,522500000.0,87200000.0,18900000.0,435300000.0,10025300000.0,9133200000.0,296000000.0,1843700000.0,806300000.0,1037400000.0,6993500000.0,-3289900000.0,10283400000.0,,10283400000.0,,,,892100000.0,168100000.0,115600000.0,296100000.0,71600000.0,,,71600000.0,240700000.0,240700000.0,,2022-11-30
121100000.0,121100000.0,605600000.0,4619400000.0,200200000.0,2924800000.0,-1059500000.0,200200000.0,3738500000.0,2043900000.0,2924800000.0,2043900000.0,2043900000.0,100000.0,100000.0,-169400000.0,2213200000.0,2213200000.0,,8031500000.0,6081100000.0,1315600000.0,,146100000.0,146100000.0,4619400000.0,3738500000.0,880900000.0,1950400000.0,722600000.0,548000000.0,548000000.0,,,,,679800000.0,167900000.0,,511900000.0,88100000.0,23500000.0,423800000.0,10075400000.0,9184500000.0,294200000.0,1843700000.0,806300000.0,1037400000.0,7046600000.0,-3356600000.0,10403200000.0,,10403200000.0,,,,890900000.0,165900000.0,86200000.0,305900000.0,57600000.0,,,57600000.0,275300000.0,275300000.0,,2023-02-28
121070611.0,121070611.0,562500000.0,4793900000.0,279500000.0,3131800000.0,-939700000.0,279500000.0,3863600000.0,2201500000.0,3131800000.0,2201500000.0,2201500000.0,3200000.0,3200000.0,-32500000.0,2230800000.0,2230800000.0,0.0,8040000000.0,6102600000.0,1407900000.0,-45400000.0,142200000.0,142200000.0,4597900000.0,3667600000.0,930300000.0,1937400000.0,148800000.0,512000000.0,512000000.0,196000000.0,196000000.0,,294900000.0,785700000.0,189000000.0,16000000.0,596700000.0,170500000.0,7800000.0,426200000.0,10241500000.0,9243800000.0,222800000.0,1922000000.0,884600000.0,1037400000.0,7099000000.0,-3422000000.0,10521000000.0,200700000.0,6530800000.0,3655500000.0,134000000.0,0.0,997700000.0,154500000.0,107300000.0,287900000.0,80200000.0,-300000.0,39600000.0,40900000.0,367800000.0,367800000.0,367800000.0,2023-05-31
120700000.0,120700000.0,1380400000.0,5450000000.0,-376900000.0,3720500000.0,-1258500000.0,-376900000.0,3877500000.0,2148000000.0,3625100000.0,2148000000.0,2148000000.0,16000000.0,16000000.0,-124800000.0,2256800000.0,2256800000.0,,9121200000.0,7027000000.0,1441000000.0,,231400000.0,231400000.0,5354600000.0,3877500000.0,1477100000.0,2094200000.0,786100000.0,541700000.0,541700000.0,95400000.0,,95400000.0,,671000000.0,168600000.0,,502400000.0,82800000.0,8500000.0,419600000.0,11269200000.0,10433500000.0,316600000.0,2524900000.0,1148000000.0,1376900000.0,7592000000.0,-3506200000.0,11098200000.0,,11098200000.0,,,,835700000.0,198600000.0,98800000.0,287000000.0,59200000.0,,,59200000.0,192100000.0,192100000.0,,2023-08-31
119500000.0,119500000.0,1522700000.0,5533700000.0,-501200000.0,3758100000.0,-1513900000.0,-501200000.0,3815300000.0,2039700000.0,3408100000.0,2039700000.0,2039700000.0,27400000.0,27400000.0,-228500000.0,2240800000.0,2240800000.0,,9282400000.0,6900800000.0,1474800000.0,,242300000.0,242300000.0,5183700000.0,3815300000.0,1368400000.0,2381600000.0,805200000.0,547300000.0,547300000.0,350000000.0,,350000000.0,,679100000.0,177100000.0,,502000000.0,78100000.0,8400000.0,423900000.0,11322100000.0,10454400000.0,330300000.0,2540900000.0,1148000000.0,1392900000.0,7583200000.0,-3584800000.0,11168000000.0,,11168000000.0,,,,867700000.0,142200000.0,138900000.0,310600000.0,80300000.0,,,80300000.0,195700000.0,195700000.0,,2023-11-30
119400000.0,119400000.0,1287600000.0,5305900000.0,-364900000.0,3712400000.0,-1396000000.0,-364900000.0,3774400000.0,2180900000.0,3553700000.0,2180900000.0,2180900000.0,29700000.0,29700000.0,-101600000.0,2252800000.0,2252800000.0,,9177300000.0,6904900000.0,1516800000.0,,240900000.0,240900000.0,5147200000.0,3774400000.0,1372800000.0,2272400000.0,808600000.0,626000000.0,626000000.0,158700000.0,,158700000.0,,679100000.0,195600000.0,,483500000.0,77500000.0,8500000.0,406000000.0,11358200000.0,10481800000.0,339800000.0,2545800000.0,1148000000.0,1397800000.0,7596200000.0,-3667800000.0,11264000000.0,,3494300000.0,,,7769700000.0,876400000.0,139500000.0,122600000.0,298200000.0,72200000.0,,,72200000.0,243900000.0,243900000.0,,2024-02-29
