free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,amortization_of_securities,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
110000000.0,-1000000.0,-41000000.0,4000000.0,872000000.0,794000000.0,78000000.0,-43000000.0,-43000000.0,219000000.0,-224000000.0,-224000000.0,3000000.0,-1000000.0,4000000.0,-41000000.0,-41000000.0,-41000000.0,11000000.0,11000000.0,2000000.0,22000000.0,1220000000.0,-1198000000.0,-14000000.0,0.0,-14000000.0,0.0,0.0,0.0,110000000.0,110000000.0,-153000000.0,-316000000.0,-85000000.0,25000000.0,-331000000.0,-331000000.0,-331000000.0,1186000000.0,-9000000.0,0.0,22000000.0,-26000000.0,-26000000.0,276000000.0,2022-12-31
403000000.0,-24000000.0,-16000000.0,4000000.0,857000000.0,872000000.0,-15000000.0,-491000000.0,-491000000.0,-62000000.0,-393000000.0,-393000000.0,-20000000.0,-24000000.0,4000000.0,-16000000.0,-16000000.0,-16000000.0,73000000.0,73000000.0,,53000000.0,1366000000.0,-1313000000.0,-12000000.0,1000000.0,-13000000.0,,,,403000000.0,403000000.0,173000000.0,139000000.0,-28000000.0,48000000.0,-124000000.0,-124000000.0,-124000000.0,162000000.0,-47000000.0,,20000000.0,45000000.0,45000000.0,212000000.0,2023-03-31
115000000.0,-43000000.0,-5000000.0,4000000.0,988000000.0,857000000.0,131000000.0,-279000000.0,-279000000.0,-182000000.0,-53000000.0,-53000000.0,-39000000.0,-43000000.0,4000000.0,-5000000.0,-5000000.0,-5000000.0,295000000.0,295000000.0,,316000000.0,954000000.0,-638000000.0,-19000000.0,1000000.0,-20000000.0,,,,115000000.0,115000000.0,-79000000.0,-69000000.0,52000000.0,-88000000.0,127000000.0,127000000.0,127000000.0,-516000000.0,-26000000.0,,19000000.0,1000000.0,1000000.0,200000000.0,2023-06-30
696000000.0,-86000000.0,0.0,3000000.0,1221000000.0,988000000.0,233000000.0,-554000000.0,-554000000.0,-419000000.0,-52000000.0,-52000000.0,-83000000.0,-86000000.0,3000000.0,0.0,0.0,0.0,91000000.0,91000000.0,-4000000.0,309000000.0,1254000000.0,-945000000.0,-7000000.0,0.0,-7000000.0,,,,696000000.0,696000000.0,458000000.0,-44000000.0,333000000.0,-23000000.0,360000000.0,360000000.0,360000000.0,-1445000000.0,17000000.0,,21000000.0,23000000.0,23000000.0,177000000.0,2023-09-30
756000000.0,-60000000.0,0.0,4000000.0,1225000000.0,1221000000.0,4000000.0,-707000000.0,-707000000.0,-465000000.0,-186000000.0,-186000000.0,-56000000.0,-60000000.0,4000000.0,0.0,0.0,0.0,-45000000.0,-45000000.0,0.0,-168000000.0,460000000.0,-628000000.0,-31000000.0,1000000.0,-32000000.0,153000000.0,396000000.0,-243000000.0,756000000.0,756000000.0,481000000.0,279000000.0,-285000000.0,44000000.0,-212000000.0,-212000000.0,-212000000.0,1005000000.0,25000000.0,,18000000.0,-31000000.0,-31000000.0,263000000.0,2023-12-31
