tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,total_revenue,operating_revenue,date
0.0,0.202312,276000000.0,22000000.0,366000000.0,-20000000.0,20000000.0,15000000.0,276000000.0,276000000.0,1562000000.0,85300000.0,85204006.0,3.239284,3.239284,276000000.0,276000000.0,276000000.0,276000000.0,0.0,276000000.0,70000000.0,346000000.0,24000000.0,-20000000.0,20000000.0,68000000.0,1908000000.0,1908000000.0,2022-12-31
0.0,0.19697,212000000.0,20000000.0,283000000.0,-19000000.0,19000000.0,9000000.0,212000000.0,212000000.0,1419000000.0,85400000.0,85200000.0,2.49,2.49,212000000.0,212000000.0,212000000.0,212000000.0,,212000000.0,52000000.0,264000000.0,32000000.0,-19000000.0,19000000.0,69000000.0,1683000000.0,1683000000.0,2023-03-31
0.0,0.215686,200000000.0,19000000.0,274000000.0,-19000000.0,19000000.0,9000000.0,200000000.0,200000000.0,1557000000.0,85200000.0,85100000.0,2.34,2.35,200000000.0,200000000.0,200000000.0,200000000.0,,200000000.0,55000000.0,255000000.0,25000000.0,-19000000.0,19000000.0,73000000.0,1812000000.0,1812000000.0,2023-06-30
0.0,0.19,177000000.0,21000000.0,238000000.0,-19000000.0,19000000.0,8000000.0,177000000.0,177000000.0,1928000000.0,84700000.0,84600000.0,2.09,2.1,177000000.0,177000000.0,177000000.0,177000000.0,,177000000.0,42000000.0,219000000.0,43000000.0,-19000000.0,19000000.0,85000000.0,2147000000.0,2147000000.0,2023-09-30
0.0,0.214925,263000000.0,18000000.0,354000000.0,-19000000.0,19000000.0,8000000.0,263000000.0,263000000.0,1751000000.0,83800000.0,83635807.0,3.13,3.144586,263000000.0,263000000.0,263000000.0,263000000.0,,263000000.0,72000000.0,335000000.0,46000000.0,-19000000.0,19000000.0,78000000.0,2086000000.0,2086000000.0,2023-12-31
