treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_payable
73691955.0,124974643.0,198666598.0,6363000000.0,11424000000.0,4404000000.0,26735000000.0,4404000000.0,15311000000.0,24345000000.0,15370000000.0,59000000.0,15311000000.0,-1304000000.0,-1304000000.0,12156000000.0,25492000000.0,3246000000.0,33000000.0,33000000.0,0.0,27685000000.0,286000000.0,286000000.0,9034000000.0,9034000000.0,2390000000.0,2390000000.0,298000000.0,595000000.0,1497000000.0,14502000000.0,14502000000.0,14502000000.0,43055000000.0,15010000000.0,749000000.0,749000000.0,10907000000.0,1765000000.0,9142000000.0,3221000000.0,1674000000.0,1674000000.0,18942000000.0,13881000000.0,5061000000.0,2022-12-31,
73721604.0,124944994.0,198666598.0,,12016000000.0,7257000000.0,28593000000.0,7257000000.0,16577000000.0,26320000000.0,16634000000.0,57000000.0,16577000000.0,-1113000000.0,-1113000000.0,12224000000.0,26619000000.0,3262000000.0,33000000.0,33000000.0,0.0,38142000000.0,7220000000.0,7220000000.0,9743000000.0,9743000000.0,2273000000.0,2273000000.0,406000000.0,426000000.0,1441000000.0,17449000000.0,17449000000.0,17449000000.0,54776000000.0,16042000000.0,739000000.0,739000000.0,9320000000.0,,9320000000.0,3234000000.0,3107000000.0,3107000000.0,28667000000.0,14932000000.0,13735000000.0,2023-03-31,
74783332.0,123906750.0,198690082.0,,12201000000.0,7295000000.0,29035000000.0,7295000000.0,16834000000.0,26556000000.0,16891000000.0,57000000.0,16834000000.0,-1226000000.0,-1226000000.0,12754000000.0,27468000000.0,3313000000.0,33000000.0,33000000.0,0.0,39564000000.0,7378000000.0,7378000000.0,9722000000.0,9722000000.0,2479000000.0,2479000000.0,457000000.0,847000000.0,1175000000.0,18422000000.0,18422000000.0,18422000000.0,56455000000.0,16373000000.0,733000000.0,733000000.0,9539000000.0,,9539000000.0,3309000000.0,1429000000.0,1429000000.0,31465000000.0,15251000000.0,16214000000.0,2023-06-30,
75579362.0,123110720.0,198690082.0,,11974000000.0,7409000000.0,28923000000.0,7409000000.0,16949000000.0,26432000000.0,17004000000.0,55000000.0,16949000000.0,-1503000000.0,-1503000000.0,13134000000.0,28191000000.0,3362000000.0,33000000.0,33000000.0,0.0,38901000000.0,7536000000.0,7536000000.0,9483000000.0,9483000000.0,2491000000.0,2491000000.0,246000000.0,2245000000.0,0.0,17796000000.0,17796000000.0,17796000000.0,55905000000.0,16277000000.0,762000000.0,762000000.0,9540000000.0,,9540000000.0,3342000000.0,1824000000.0,1824000000.0,30293000000.0,15145000000.0,15148000000.0,2023-09-30,
76465862.0,122224220.0,198690082.0,6962000000.0,11656000000.0,5019000000.0,27918000000.0,5019000000.0,16262000000.0,26475000000.0,16318000000.0,56000000.0,16262000000.0,-999000000.0,-999000000.0,13658000000.0,27540000000.0,3346000000.0,33000000.0,33000000.0,0.0,30747000000.0,266000000.0,266000000.0,10213000000.0,10213000000.0,1443000000.0,1443000000.0,0.0,871000000.0,572000000.0,17163000000.0,17163000000.0,16810000000.0,47065000000.0,17748000000.0,740000000.0,740000000.0,11243000000.0,1693000000.0,9550000000.0,3030000000.0,2035000000.0,2035000000.0,21320000000.0,16626000000.0,4694000000.0,2023-12-31,353000000.0
78189958.0,120500635.0,198690593.0,7302000000.0,13212000000.0,6567000000.0,29342000000.0,6567000000.0,16130000000.0,28520000000.0,16186000000.0,56000000.0,16130000000.0,-1086000000.0,-1086000000.0,14359000000.0,28173000000.0,3369000000.0,33000000.0,33000000.0,0.0,33905000000.0,301000000.0,301000000.0,12390000000.0,12390000000.0,822000000.0,822000000.0,,250000000.0,572000000.0,18566000000.0,18566000000.0,18233000000.0,50091000000.0,17807000000.0,730000000.0,730000000.0,9563000000.0,,9563000000.0,2979000000.0,3925000000.0,3925000000.0,22607000000.0,16697000000.0,5910000000.0,2024-03-31,333000000.0
