free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,short_term_debt_payments
-5385000000.0,-1064000000.0,-1000000000.0,1238000000.0,-258000000.0,98000000.0,7000000.0,5061000000.0,13558000000.0,-8497000000.0,-2358000000.0,-2358000000.0,-1715000000.0,-101000000.0,-101000000.0,-1064000000.0,-1064000000.0,522000000.0,284000000.0,238000000.0,-1000000000.0,1238000000.0,-1012000000.0,-1012000000.0,-703000000.0,606000000.0,-1309000000.0,-51000000.0,-7000000.0,-44000000.0,-258000000.0,-258000000.0,-5127000000.0,-5127000000.0,-5523000000.0,-5726000000.0,239000000.0,2000000.0,27000000.0,27000000.0,27000000.0,-65000000.0,40000000.0,43000000.0,104000000.0,-67000000.0,-67000000.0,217000000.0,23000000.0,23000000.0,194000000.0,77000000.0,5000000.0,69000000.0,3000000.0,-18000000.0,2022-12-31,
6464000000.0,-94000000.0,-560000000.0,1215000000.0,-223000000.0,,,13735000000.0,5061000000.0,8674000000.0,3279000000.0,3279000000.0,2887000000.0,-100000000.0,-100000000.0,-94000000.0,-94000000.0,586000000.0,-69000000.0,655000000.0,-560000000.0,1215000000.0,-1292000000.0,-1292000000.0,-996000000.0,317000000.0,-1313000000.0,-73000000.0,,-73000000.0,-223000000.0,-223000000.0,6687000000.0,6687000000.0,5110000000.0,6934000000.0,-238000000.0,-907000000.0,754000000.0,754000000.0,754000000.0,-1433000000.0,6000000.0,38000000.0,,,,218000000.0,18000000.0,18000000.0,200000000.0,77000000.0,17000000.0,60000000.0,,1238000000.0,2023-03-31,
2912000000.0,-529000000.0,-289000000.0,397000000.0,-264000000.0,,,16214000000.0,13735000000.0,2479000000.0,36000000.0,36000000.0,499000000.0,-111000000.0,-111000000.0,-529000000.0,-529000000.0,177000000.0,466000000.0,-289000000.0,-289000000.0,0.0,-733000000.0,-733000000.0,-353000000.0,1071000000.0,-1424000000.0,-116000000.0,,-116000000.0,-264000000.0,-264000000.0,3176000000.0,3176000000.0,1918000000.0,158000000.0,68000000.0,-234000000.0,224000000.0,224000000.0,224000000.0,1702000000.0,30000000.0,51000000.0,,,,226000000.0,16000000.0,16000000.0,210000000.0,-5000000.0,10000000.0,-15000000.0,,956000000.0,2023-06-30,
1018000000.0,-379000000.0,-1370000000.0,-397000000.0,-234000000.0,142000000.0,276000000.0,15148000000.0,16214000000.0,-1066000000.0,-1733000000.0,-1733000000.0,-1044000000.0,-109000000.0,-109000000.0,-379000000.0,-379000000.0,-201000000.0,1169000000.0,-1370000000.0,-1370000000.0,0.0,-585000000.0,-585000000.0,-317000000.0,312000000.0,-629000000.0,-34000000.0,,-34000000.0,-234000000.0,-234000000.0,1252000000.0,1252000000.0,70000000.0,158000000.0,209000000.0,206000000.0,-108000000.0,-108000000.0,-108000000.0,-395000000.0,17000000.0,53000000.0,31000000.0,0.0,0.0,235000000.0,17000000.0,17000000.0,218000000.0,16000000.0,12000000.0,4000000.0,,830000000.0,2023-09-30,
-7417000000.0,-571000000.0,-213000000.0,1640000000.0,-283000000.0,77000000.0,40000000.0,4694000000.0,15148000000.0,-10454000000.0,-2438000000.0,-2438000000.0,-1617000000.0,-111000000.0,-111000000.0,-571000000.0,-571000000.0,-139000000.0,-1355000000.0,1216000000.0,-113000000.0,1329000000.0,-882000000.0,-882000000.0,-799000000.0,3387000000.0,-4186000000.0,-10000000.0,0.0,-10000000.0,-73000000.0,-283000000.0,-7134000000.0,-7134000000.0,-7017000000.0,-7270000000.0,802000000.0,-383000000.0,45000000.0,45000000.0,45000000.0,-211000000.0,60000000.0,33000000.0,230000000.0,-167000000.0,-167000000.0,238000000.0,16000000.0,16000000.0,222000000.0,29000000.0,24000000.0,5000000.0,0.0,-540000000.0,2023-12-31,
246000000.0,-717000000.0,-644000000.0,2232000000.0,-177000000.0,158000000.0,1000000.0,5910000000.0,4694000000.0,1216000000.0,1207000000.0,1207000000.0,445000000.0,-109000000.0,-109000000.0,-717000000.0,-717000000.0,1588000000.0,-644000000.0,2232000000.0,0.0,2232000000.0,-414000000.0,-414000000.0,-223000000.0,1036000000.0,-1259000000.0,-14000000.0,,-14000000.0,-177000000.0,-177000000.0,423000000.0,423000000.0,-692000000.0,35000000.0,-422000000.0,97000000.0,1488000000.0,1488000000.0,1488000000.0,-1890000000.0,33000000.0,45000000.0,33000000.0,,,242000000.0,16000000.0,16000000.0,226000000.0,23000000.0,24000000.0,-1000000.0,,739000000.0,2024-03-31,-644000000.0
