tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.222877,3686000000.0,2246000000.0,452000000.0,10428000000.0,3686000000.0,3234000000.0,-349000000.0,349000000.0,2246000000.0,2246000000.0,12170000000.0,302100000.0,300400000.0,7.44,7.48,2246000000.0,2246000000.0,2246000000.0,2000000.0,2244000000.0,2244000000.0,2000000.0,643000000.0,2885000000.0,128000000.0,-441000000.0,-349000000.0,349000000.0,3106000000.0,1742000000.0,-901000000.0,576000000.0,1240000000.0,4848000000.0,10428000000.0,15276000000.0,15276000000.0,2022-10-31
0.0,0.215403,3466000000.0,1959000000.0,494000000.0,7934000000.0,3466000000.0,2972000000.0,-479000000.0,479000000.0,1959000000.0,1959000000.0,9680000000.0,299100000.0,297600000.0,6.55,6.58,1959000000.0,1959000000.0,1959000000.0,2000000.0,1957000000.0,1957000000.0,1000000.0,537000000.0,2493000000.0,256000000.0,256000000.0,-479000000.0,479000000.0,2716000000.0,1746000000.0,299000000.0,495000000.0,952000000.0,4462000000.0,7934000000.0,12396000000.0,12396000000.0,2023-01-31
0.0,0.257536,4918000000.0,2860000000.0,501000000.0,10730000000.0,4918000000.0,4417000000.0,-569000000.0,569000000.0,2860000000.0,2860000000.0,12970000000.0,296500000.0,295100000.0,9.65,9.69,2860000000.0,2860000000.0,2860000000.0,1000000.0,2859000000.0,2859000000.0,2000000.0,991000000.0,3848000000.0,229000000.0,229000000.0,-569000000.0,569000000.0,4188000000.0,2240000000.0,363000000.0,547000000.0,1330000000.0,6428000000.0,10730000000.0,17158000000.0,17158000000.0,2023-04-30
0.0,0.176373,4761000000.0,2978000000.0,532000000.0,9624000000.0,4761000000.0,4229000000.0,-623000000.0,623000000.0,2978000000.0,2978000000.0,11572000000.0,292100000.0,290800000.0,10.2,10.24,2978000000.0,2978000000.0,2978000000.0,6000000.0,2972000000.0,2972000000.0,2000000.0,636000000.0,3606000000.0,264000000.0,264000000.0,-623000000.0,623000000.0,3965000000.0,1948000000.0,310000000.0,528000000.0,1110000000.0,5913000000.0,9624000000.0,15537000000.0,15537000000.0,2023-07-31
0.0,0.230068,4332000000.0,2369000000.0,477000000.0,9654000000.0,4332000000.0,3855000000.0,-782000000.0,782000000.0,2369000000.0,2369000000.0,11435000000.0,286900000.0,285500000.0,8.26,8.3,2369000000.0,2369000000.0,2369000000.0,1000000.0,2368000000.0,2368000000.0,2000000.0,707000000.0,3073000000.0,133000000.0,-119000000.0,-782000000.0,782000000.0,3722000000.0,1781000000.0,-904000000.0,606000000.0,1226000000.0,5503000000.0,9654000000.0,15157000000.0,15157000000.0,2023-10-31
0.0,0.211738,3537000000.0,1751000000.0,520000000.0,7200000000.0,3537000000.0,3017000000.0,-802000000.0,802000000.0,1751000000.0,1751000000.0,9168000000.0,281100000.0,279900000.0,6.23,6.255806,1751000000.0,1751000000.0,1751000000.0,3000000.0,1748000000.0,1748000000.0,2000000.0,469000000.0,2215000000.0,339000000.0,339000000.0,-802000000.0,802000000.0,2678000000.0,1968000000.0,369000000.0,533000000.0,1066000000.0,4646000000.0,7200000000.0,11846000000.0,11846000000.0,2024-01-31
