treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dueto_related_parties_current,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,hedging_assets_current,restricted_cash,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,finished_goods,work_in_process,raw_materials,receivables,other_receivables,duefrom_related_parties_current,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
237659289.0,298771915.0,536431204.0,47104000000.0,52201000000.0,14985000000.0,72140000000.0,30963000000.0,14985000000.0,323000000.0,20262000000.0,53858000000.0,20357000000.0,95000000.0,20262000000.0,-3056000000.0,-3056000000.0,,,24094000000.0,42247000000.0,5165000000.0,5165000000.0,69673000000.0,36548000000.0,2457000000.0,2457000000.0,2457000000.0,495000000.0,495000000.0,33596000000.0,33596000000.0,33125000000.0,1231000000.0,956000000.0,956000000.0,18605000000.0,323000000.0,18282000000.0,13177000000.0,4703000000.0,402000000.0,1528000000.0,10805000000.0,4925000000.0,288000000.0,5880000000.0,377000000.0,11000000.0,343000000.0,1255000000.0,1255000000.0,3894000000.0,90030000000.0,25942000000.0,358000000.0,3730000000.0,1207000000.0,824000000.0,1783000000.0,373000000.0,117000000.0,117000000.0,117000000.0,5277000000.0,1590000000.0,3687000000.0,13097000000.0,-10024000000.0,23121000000.0,2160000000.0,10093000000.0,6208000000.0,4386000000.0,274000000.0,0.0,64088000000.0,709000000.0,167000000.0,185000000.0,8539000000.0,-2500000000.0,44000000.0,5363000000.0,1190000000.0,4442000000.0,48980000000.0,42570000000.0,0.0,,6410000000.0,-36000000.0,6446000000.0,5508000000.0,734000000.0,4774000000.0,2022-10-31
237659289.0,296322273.0,533981562.0,50065000000.0,54369000000.0,16186000000.0,75373000000.0,34355000000.0,16186000000.0,328000000.0,21332000000.0,56403000000.0,21436000000.0,104000000.0,21332000000.0,-2372000000.0,-59000000.0,-1913000000.0,-400000000.0,25333000000.0,43846000000.0,5191000000.0,5191000000.0,70184000000.0,38083000000.0,2493000000.0,,,519000000.0,519000000.0,35071000000.0,35071000000.0,32101000000.0,891000000.0,1007000000.0,1007000000.0,19298000000.0,328000000.0,18970000000.0,12242000000.0,6425000000.0,303000000.0,1015000000.0,9890000000.0,4261000000.0,371000000.0,5629000000.0,309000000.0,10000000.0,358000000.0,1336000000.0,,3616000000.0,91620000000.0,25164000000.0,2597000000.0,3793000000.0,914000000.0,914000000.0,,,,,,5146000000.0,1255000000.0,3891000000.0,12714000000.0,,12714000000.0,,12714000000.0,,,,,66456000000.0,,,,10056000000.0,-2744000000.0,,6347000000.0,1478000000.0,4975000000.0,51572000000.0,38874000000.0,,5089000000.0,7609000000.0,,,4828000000.0,852000000.0,3976000000.0,2023-01-31
243239063.0,293192141.0,536431204.0,52809000000.0,58393000000.0,17210000000.0,80471000000.0,35809000000.0,17210000000.0,317000000.0,22395000000.0,58006000000.0,22501000000.0,106000000.0,22395000000.0,-2538000000.0,-78000000.0,-1813000000.0,-647000000.0,26630000000.0,46336000000.0,5227000000.0,5227000000.0,75846000000.0,38642000000.0,2520000000.0,,,511000000.0,511000000.0,35611000000.0,35611000000.0,37204000000.0,758000000.0,1114000000.0,1114000000.0,22782000000.0,317000000.0,22465000000.0,12997000000.0,9184000000.0,284000000.0,1475000000.0,11075000000.0,5036000000.0,354000000.0,6039000000.0,288000000.0,9000000.0,371000000.0,1691000000.0,,3680000000.0,98347000000.0,25334000000.0,2510000000.0,3519000000.0,1308000000.0,1308000000.0,,,,,,5185000000.0,1222000000.0,3963000000.0,12812000000.0,,12812000000.0,,12812000000.0,,,,,73013000000.0,,,,9713000000.0,-2631000000.0,,6435000000.0,1262000000.0,4647000000.0,57177000000.0,47206000000.0,,,9971000000.0,,,6123000000.0,856000000.0,5267000000.0,2023-04-30
248430627.0,288000577.0,536431204.0,55264000000.0,62171000000.0,17855000000.0,84888000000.0,38394000000.0,17855000000.0,331000000.0,23048000000.0,61160000000.0,23152000000.0,104000000.0,23048000000.0,-2411000000.0,-86000000.0,-1669000000.0,-656000000.0,28760000000.0,48947000000.0,5272000000.0,5272000000.0,80245000000.0,41154000000.0,2536000000.0,,,506000000.0,506000000.0,38112000000.0,38112000000.0,39091000000.0,948000000.0,1182000000.0,1182000000.0,24059000000.0,331000000.0,23728000000.0,14373000000.0,9003000000.0,352000000.0,1808000000.0,11094000000.0,5491000000.0,402000000.0,5603000000.0,331000000.0,4000000.0,365000000.0,1595000000.0,,3308000000.0,103397000000.0,25912000000.0,2659000000.0,3573000000.0,1360000000.0,1360000000.0,,,,,,5193000000.0,1199000000.0,3994000000.0,13127000000.0,,13127000000.0,,13127000000.0,,,,,77485000000.0,,,,9350000000.0,-2613000000.0,,6164000000.0,1307000000.0,4492000000.0,60718000000.0,3118000000.0,,48303000000.0,9297000000.0,,,7417000000.0,841000000.0,6576000000.0,2023-07-31
254846927.0,281584277.0,536431204.0,55928000000.0,63692000000.0,16302000000.0,85171000000.0,35305000000.0,16302000000.0,306000000.0,21785000000.0,60262000000.0,21886000000.0,101000000.0,21785000000.0,-3114000000.0,-3114000000.0,,,31335000000.0,50931000000.0,5303000000.0,5303000000.0,82201000000.0,41137000000.0,2140000000.0,,,520000000.0,520000000.0,38477000000.0,38477000000.0,41064000000.0,1130000000.0,1127000000.0,1127000000.0,25215000000.0,306000000.0,24909000000.0,15326000000.0,9100000000.0,483000000.0,2152000000.0,11440000000.0,5705000000.0,434000000.0,5735000000.0,316000000.0,6000000.0,388000000.0,1558000000.0,1558000000.0,3467000000.0,104087000000.0,27718000000.0,411000000.0,3007000000.0,2240000000.0,1814000000.0,1953000000.0,292000000.0,126000000.0,126000000.0,126000000.0,5483000000.0,1583000000.0,3900000000.0,14206000000.0,-10517000000.0,24723000000.0,2478000000.0,10559000000.0,6613000000.0,4735000000.0,338000000.0,0.0,76369000000.0,667000000.0,162000000.0,167000000.0,8219000000.0,-2365000000.0,59000000.0,5435000000.0,1010000000.0,4080000000.0,58750000000.0,51008000000.0,3000000.0,,7739000000.0,-35000000.0,7774000000.0,8404000000.0,946000000.0,7458000000.0,2023-10-31
258072994.0,278358210.0,536431204.0,58002000000.0,63459000000.0,16997000000.0,85214000000.0,38536000000.0,16997000000.0,320000000.0,22075000000.0,62008000000.0,22179000000.0,104000000.0,22075000000.0,-2863000000.0,-2863000000.0,,,32663000000.0,52266000000.0,5335000000.0,5335000000.0,79192000000.0,42598000000.0,2115000000.0,,,550000000.0,550000000.0,39933000000.0,39933000000.0,36594000000.0,744000000.0,1156000000.0,1156000000.0,23526000000.0,320000000.0,23206000000.0,14518000000.0,8378000000.0,310000000.0,1107000000.0,10061000000.0,4758000000.0,502000000.0,5303000000.0,336000000.0,6000000.0,413000000.0,1364000000.0,,3184000000.0,101371000000.0,26241000000.0,2578000000.0,3087000000.0,1833000000.0,1833000000.0,,,,,,5078000000.0,1112000000.0,3966000000.0,13665000000.0,,13665000000.0,,13665000000.0,,,,,75130000000.0,,,,8937000000.0,-2549000000.0,,6146000000.0,1223000000.0,4117000000.0,59920000000.0,52125000000.0,,,7795000000.0,,,6273000000.0,1136000000.0,5137000000.0,2024-01-31
