free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
806000000.0,-506000000.0,0.0,0.0,-270000000.0,,,3845000000.0,3759000000.0,10000000.0,76000000.0,-728000000.0,-728000000.0,-2000000.0,1000000.0,-221000000.0,-221000000.0,-506000000.0,-506000000.0,0.0,0.0,0.0,0.0,-272000000.0,-272000000.0,-2000000.0,9000000.0,-11000000.0,0.0,0.0,-37000000.0,-37000000.0,0.0,0.0,0.0,-233000000.0,1076000000.0,1076000000.0,-25000000.0,10000000.0,19000000.0,88000000.0,,,-201000000.0,59000000.0,2000000.0,97000000.0,-40000000.0,-40000000.0,302000000.0,302000000.0,144000000.0,144000000.0,158000000.0,6000000.0,6000000.0,-2000000.0,734000000.0,2022-12-31
339000000.0,-11000000.0,,,-293000000.0,54000000.0,294000000.0,3930000000.0,3845000000.0,2000000.0,83000000.0,-198000000.0,-198000000.0,-1000000.0,33000000.0,-219000000.0,-219000000.0,-11000000.0,-11000000.0,,,,,-351000000.0,-351000000.0,-58000000.0,0.0,-58000000.0,0.0,0.0,-42000000.0,-42000000.0,0.0,0.0,0.0,-251000000.0,632000000.0,632000000.0,-317000000.0,-2000000.0,-33000000.0,52000000.0,52000000.0,52000000.0,-196000000.0,-138000000.0,3000000.0,99000000.0,-62000000.0,-62000000.0,283000000.0,283000000.0,123000000.0,123000000.0,160000000.0,3000000.0,2000000.0,1000000.0,623000000.0,2023-03-31
504000000.0,-302000000.0,,,-252000000.0,86000000.0,239000000.0,3863000000.0,3930000000.0,-3000000.0,-64000000.0,-565000000.0,-565000000.0,0.0,1000000.0,-264000000.0,-264000000.0,-302000000.0,-302000000.0,,,,,-255000000.0,-255000000.0,-4000000.0,0.0,-4000000.0,0.0,0.0,-51000000.0,-51000000.0,1000000.0,1000000.0,0.0,-201000000.0,756000000.0,756000000.0,-252000000.0,8000000.0,33000000.0,-144000000.0,,,-129000000.0,-20000000.0,2000000.0,102000000.0,-75000000.0,-75000000.0,281000000.0,281000000.0,119000000.0,119000000.0,162000000.0,-6000000.0,1000000.0,-6000000.0,704000000.0,2023-06-30
746000000.0,-306000000.0,0.0,0.0,-242000000.0,38000000.0,165000000.0,4042000000.0,3863000000.0,-3000000.0,182000000.0,-533000000.0,-533000000.0,-1000000.0,36000000.0,-262000000.0,-262000000.0,-306000000.0,-306000000.0,0.0,0.0,0.0,0.0,-273000000.0,-273000000.0,-31000000.0,0.0,-31000000.0,0.0,0.0,-42000000.0,-42000000.0,0.0,0.0,0.0,-200000000.0,988000000.0,988000000.0,-156000000.0,15000000.0,-49000000.0,-128000000.0,,,-34000000.0,40000000.0,3000000.0,103000000.0,-33000000.0,-33000000.0,273000000.0,273000000.0,110000000.0,110000000.0,163000000.0,6000000.0,2000000.0,4000000.0,792000000.0,2023-09-30
918000000.0,-434000000.0,0.0,0.0,-219000000.0,,,3862000000.0,4042000000.0,6000000.0,-186000000.0,-694000000.0,-694000000.0,0.0,1000000.0,-261000000.0,-261000000.0,-434000000.0,-434000000.0,0.0,0.0,0.0,0.0,-629000000.0,-629000000.0,-410000000.0,0.0,-410000000.0,0.0,0.0,-44000000.0,-44000000.0,0.0,0.0,0.0,-175000000.0,1137000000.0,1137000000.0,151000000.0,-1000000.0,65000000.0,101000000.0,,,6000000.0,-20000000.0,2000000.0,107000000.0,-97000000.0,-97000000.0,269000000.0,269000000.0,102000000.0,102000000.0,167000000.0,2000000.0,2000000.0,0.0,703000000.0,2023-12-31
