treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date,other_short_term_investments
15056232.0,259463406.0,274519638.0,7320000000.0,11165000000.0,-3805000000.0,18614000000.0,3665000000.0,-3805000000.0,7449000000.0,18614000000.0,7740000000.0,291000000.0,7449000000.0,76000000.0,76000000.0,2799000000.0,-3975000000.0,14091000000.0,56000000.0,56000000.0,15496000000.0,12226000000.0,1016000000.0,45000000.0,45000000.0,11165000000.0,11165000000.0,3270000000.0,671000000.0,,,,467000000.0,2132000000.0,2132000000.0,219000000.0,296000000.0,296000000.0,1617000000.0,23236000000.0,16301000000.0,1942000000.0,11254000000.0,1311000000.0,9943000000.0,3105000000.0,-5214000000.0,8319000000.0,665000000.0,896000000.0,5043000000.0,1553000000.0,162000000.0,0.0,6935000000.0,348000000.0,,1782000000.0,323000000.0,1308000000.0,151000000.0,960000000.0,960000000.0,-1000000.0,961000000.0,3845000000.0,3845000000.0,3845000000.0,2022-12-31,
14784336.0,259735000.0,274519336.0,7237000000.0,11167000000.0,-3208000000.0,19116000000.0,3144000000.0,-3208000000.0,7949000000.0,18118000000.0,8248000000.0,299000000.0,7949000000.0,98000000.0,98000000.0,2745000000.0,-3652000000.0,14192000000.0,56000000.0,56000000.0,15484000000.0,11271000000.0,1064000000.0,38000000.0,38000000.0,10169000000.0,10169000000.0,4213000000.0,1282000000.0,998000000.0,998000000.0,,491000000.0,1442000000.0,1442000000.0,263000000.0,177000000.0,177000000.0,1002000000.0,23732000000.0,16375000000.0,2095000000.0,11157000000.0,1208000000.0,9949000000.0,3123000000.0,-5350000000.0,8473000000.0,,,,,,,7357000000.0,387000000.0,,1977000000.0,320000000.0,1522000000.0,135000000.0,1063000000.0,1063000000.0,,,3930000000.0,3930000000.0,3930000000.0,2023-03-31,
16394164.0,258125000.0,274519164.0,7307000000.0,11170000000.0,-2888000000.0,19342000000.0,3362000000.0,-2888000000.0,8172000000.0,18343000000.0,8477000000.0,305000000.0,8172000000.0,87000000.0,87000000.0,3034000000.0,-3228000000.0,14291000000.0,56000000.0,56000000.0,15318000000.0,11233000000.0,1022000000.0,40000000.0,40000000.0,10171000000.0,10171000000.0,4085000000.0,1256000000.0,999000000.0,999000000.0,999000000.0,440000000.0,1390000000.0,1390000000.0,263000000.0,160000000.0,160000000.0,967000000.0,23795000000.0,16348000000.0,2136000000.0,11060000000.0,1110000000.0,9950000000.0,3152000000.0,-5396000000.0,8548000000.0,,,,,,,7447000000.0,416000000.0,,2107000000.0,321000000.0,1664000000.0,122000000.0,1061000000.0,1061000000.0,,,3863000000.0,3863000000.0,3863000000.0,2023-06-30,
17569471.0,256950000.0,274519471.0,7355000000.0,11172000000.0,-2459000000.0,19660000000.0,3652000000.0,-2459000000.0,8488000000.0,18661000000.0,8798000000.0,310000000.0,8488000000.0,40000000.0,40000000.0,3281000000.0,-2725000000.0,14398000000.0,56000000.0,56000000.0,15198000000.0,11234000000.0,1017000000.0,44000000.0,44000000.0,10173000000.0,10173000000.0,3964000000.0,1081000000.0,999000000.0,999000000.0,999000000.0,477000000.0,1407000000.0,1407000000.0,261000000.0,187000000.0,187000000.0,959000000.0,23996000000.0,16380000000.0,2236000000.0,10947000000.0,1010000000.0,9937000000.0,3197000000.0,-5525000000.0,8722000000.0,,,,,,,7616000000.0,495000000.0,225000000.0,2140000000.0,355000000.0,1664000000.0,121000000.0,939000000.0,939000000.0,,,3817000000.0,3817000000.0,3817000000.0,2023-09-30,
17329585.0,257190053.0,274519638.0,7527000000.0,11175000000.0,-2233000000.0,19819000000.0,3753000000.0,-2233000000.0,8644000000.0,18819000000.0,8960000000.0,316000000.0,8644000000.0,90000000.0,90000000.0,3210000000.0,-2793000000.0,14501000000.0,56000000.0,56000000.0,15393000000.0,11282000000.0,1063000000.0,44000000.0,44000000.0,10175000000.0,10175000000.0,4111000000.0,1016000000.0,1000000000.0,1000000000.0,,500000000.0,1595000000.0,1595000000.0,261000000.0,170000000.0,170000000.0,1164000000.0,24353000000.0,16489000000.0,2289000000.0,10877000000.0,922000000.0,9955000000.0,3323000000.0,-5660000000.0,8983000000.0,759000000.0,986000000.0,5301000000.0,1774000000.0,163000000.0,0.0,7864000000.0,565000000.0,214000000.0,2134000000.0,388000000.0,1633000000.0,113000000.0,894000000.0,894000000.0,0.0,894000000.0,4057000000.0,3648000000.0,3648000000.0,2023-12-31,409000000.0
