free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
22000000.0,0.0,-442000000.0,369000000.0,-1047000000.0,8390000000.0,8824000000.0,-434000000.0,-444000000.0,-444000000.0,-176000000.0,19000000.0,-214000000.0,-214000000.0,0.0,0.0,-73000000.0,-73000000.0,-442000000.0,369000000.0,-1059000000.0,-1059000000.0,-12000000.0,0.0,0.0,-1047000000.0,1069000000.0,1069000000.0,-548000000.0,59000000.0,182000000.0,182000000.0,-84000000.0,266000000.0,266000000.0,-389000000.0,-400000000.0,-400000000.0,138000000.0,20000000.0,-47000000.0,-47000000.0,515000000.0,14000000.0,17000000.0,977000000.0,2022-12-31
-71000000.0,0.0,-1273000000.0,284000000.0,-1121000000.0,7104000000.0,8390000000.0,-1286000000.0,-1172000000.0,-1172000000.0,3000000.0,31000000.0,-217000000.0,-217000000.0,0.0,0.0,-989000000.0,-989000000.0,-1273000000.0,284000000.0,-1164000000.0,-1164000000.0,-43000000.0,,,-1121000000.0,1050000000.0,1050000000.0,-467000000.0,-20000000.0,-147000000.0,-147000000.0,-303000000.0,156000000.0,156000000.0,-457000000.0,157000000.0,157000000.0,-35000000.0,53000000.0,35000000.0,35000000.0,399000000.0,16000000.0,16000000.0,1049000000.0,2023-03-31
510000000.0,0.0,-533000000.0,397000000.0,-1163000000.0,6936000000.0,7104000000.0,-168000000.0,-640000000.0,-640000000.0,-292000000.0,3000000.0,-215000000.0,-215000000.0,0.0,0.0,-136000000.0,-136000000.0,-533000000.0,397000000.0,-1201000000.0,-1201000000.0,-38000000.0,,,-1163000000.0,1673000000.0,1673000000.0,237000000.0,3000000.0,-292000000.0,-292000000.0,72000000.0,-364000000.0,-364000000.0,-73000000.0,599000000.0,599000000.0,90000000.0,19000000.0,39000000.0,39000000.0,547000000.0,10000000.0,15000000.0,731000000.0,2023-06-30
58000000.0,0.0,-591000000.0,505000000.0,-1178000000.0,6539000000.0,6936000000.0,-397000000.0,-414000000.0,-414000000.0,-120000000.0,7000000.0,-215000000.0,-215000000.0,0.0,0.0,-86000000.0,-86000000.0,-591000000.0,505000000.0,-1219000000.0,-1219000000.0,-41000000.0,,,-1178000000.0,1236000000.0,1236000000.0,-483000000.0,24000000.0,-93000000.0,-93000000.0,51000000.0,-144000000.0,-144000000.0,-208000000.0,-206000000.0,-206000000.0,151000000.0,17000000.0,56000000.0,56000000.0,533000000.0,-2000000.0,3000000.0,964000000.0,2023-09-30
-42000000.0,0.0,-583000000.0,595000000.0,-1362000000.0,6063000000.0,6539000000.0,-476000000.0,-424000000.0,-424000000.0,-226000000.0,6000000.0,-216000000.0,-216000000.0,0.0,0.0,12000000.0,12000000.0,-583000000.0,595000000.0,-1372000000.0,-1372000000.0,-10000000.0,,,-1362000000.0,1320000000.0,1320000000.0,-167000000.0,-36000000.0,388000000.0,388000000.0,19000000.0,369000000.0,369000000.0,-135000000.0,-384000000.0,-384000000.0,-201000000.0,20000000.0,52000000.0,52000000.0,589000000.0,-47000000.0,-47000000.0,1007000000.0,2023-12-31
