tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_business,restructuring_and_mergern_acquisition
-4131403.11804,0.196733,1560000000.0,-21000000.0,-21000000.0,1064000000.0,71000000.0,6307000000.0,1539000000.0,1468000000.0,-88000000.0,121000000.0,33000000.0,1080868596.88196,1064000000.0,6584000000.0,1442000000.0,1420000000.0,0.74,0.75,1064000000.0,1064000000.0,1064000000.0,-18000000.0,1082000000.0,1082000000.0,265000000.0,1347000000.0,141000000.0,0.0,0.0,162000000.0,-88000000.0,121000000.0,33000000.0,1294000000.0,277000000.0,178000000.0,99000000.0,99000000.0,99000000.0,1571000000.0,6307000000.0,7878000000.0,7878000000.0,2022-12-31,,
0.0,0.187,1841000000.0,,,934000000.0,563000000.0,6285000000.0,1841000000.0,1278000000.0,-100000000.0,117000000.0,17000000.0,934000000.0,934000000.0,6550000000.0,1446000000.0,1426000000.0,0.65,0.65,934000000.0,934000000.0,934000000.0,-10000000.0,944000000.0,944000000.0,217000000.0,1161000000.0,75000000.0,,,75000000.0,-100000000.0,117000000.0,17000000.0,1186000000.0,265000000.0,174000000.0,91000000.0,91000000.0,91000000.0,1451000000.0,6285000000.0,7736000000.0,7736000000.0,2023-03-31,,
0.0,0.190255,1981000000.0,,,1033000000.0,561000000.0,6502000000.0,1981000000.0,1420000000.0,-45000000.0,127000000.0,82000000.0,1033000000.0,1033000000.0,6761000000.0,1442000000.0,1423000000.0,0.72,0.73,1033000000.0,1033000000.0,1033000000.0,-14000000.0,1047000000.0,1047000000.0,246000000.0,1293000000.0,,,,,-45000000.0,127000000.0,82000000.0,1338000000.0,259000000.0,163000000.0,96000000.0,96000000.0,96000000.0,1597000000.0,6502000000.0,8099000000.0,8099000000.0,2023-06-30,,
0.0,0.19,2103000000.0,0.0,0.0,1123000000.0,579000000.0,6592000000.0,2103000000.0,1524000000.0,-107000000.0,129000000.0,22000000.0,1123000000.0,1123000000.0,6859000000.0,1442000000.0,1424000000.0,0.78,0.79,1123000000.0,1123000000.0,1123000000.0,-13000000.0,1136000000.0,1136000000.0,259000000.0,1395000000.0,51000000.0,0.0,0.0,51000000.0,-107000000.0,129000000.0,22000000.0,1451000000.0,267000000.0,186000000.0,81000000.0,81000000.0,81000000.0,1718000000.0,6592000000.0,8310000000.0,8310000000.0,2023-09-30,,
-8949755.757153,0.198883,1664000000.0,-45000000.0,-45000000.0,1112000000.0,56000000.0,7194000000.0,1619000000.0,1563000000.0,-89000000.0,130000000.0,41000000.0,1148050244.242847,1112000000.0,7477000000.0,,,,,1112000000.0,1112000000.0,1112000000.0,-36000000.0,1148000000.0,1148000000.0,285000000.0,1433000000.0,9000000.0,-45000000.0,0.0,54000000.0,-89000000.0,130000000.0,41000000.0,1513000000.0,283000000.0,187000000.0,96000000.0,96000000.0,96000000.0,1796000000.0,7194000000.0,8990000000.0,8990000000.0,2023-12-31,,
-2090000.0,0.19,2081000000.0,-11000000.0,-11000000.0,1068000000.0,600000000.0,7007000000.0,2070000000.0,1470000000.0,-75000000.0,113000000.0,38000000.0,1076910000.0,1068000000.0,7310000000.0,1447000000.0,1431000000.0,0.74,0.75,1068000000.0,1068000000.0,1068000000.0,-30000000.0,1098000000.0,1098000000.0,259000000.0,1357000000.0,35000000.0,-11000000.0,,46000000.0,-75000000.0,113000000.0,38000000.0,1397000000.0,303000000.0,182000000.0,121000000.0,121000000.0,121000000.0,1700000000.0,7007000000.0,8707000000.0,8707000000.0,2024-03-31,0.0,11000000.0
