treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,financial_assets,investments_and_advances,other_investments,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
14000000.0,1420188492.0,1434188492.0,10571000000.0,12226000000.0,1711000000.0,29911000000.0,2985000000.0,1711000000.0,17685000000.0,28279000000.0,17989000000.0,304000000.0,17685000000.0,-3855000000.0,-3855000000.0,1016000000.0,10719000000.0,11837000000.0,11837000000.0,25146000000.0,13128000000.0,2308000000.0,165000000.0,165000000.0,61000000.0,61000000.0,10594000000.0,10594000000.0,12018000000.0,1157000000.0,1157000000.0,1632000000.0,1632000000.0,1632000000.0,9229000000.0,1493000000.0,7736000000.0,2550000000.0,263000000.0,1002000000.0,1002000000.0,3921000000.0,43135000000.0,28132000000.0,363000000.0,904000000.0,1000000.0,3604000000.0,2023000000.0,1581000000.0,15974000000.0,2992000000.0,12982000000.0,7286000000.0,-21779000000.0,29065000000.0,679000000.0,23732000000.0,4328000000.0,326000000.0,0.0,15003000000.0,1344000000.0,3999000000.0,1367000000.0,547000000.0,2085000000.0,6766000000.0,6766000000.0,-340000000.0,7106000000.0,2894000000.0,1239000000.0,1655000000.0,1655000000.0,2022-12-31
9000000.0,1425330904.0,1434330904.0,11337000000.0,12838000000.0,1934000000.0,30906000000.0,3148000000.0,1934000000.0,18068000000.0,28766000000.0,18380000000.0,312000000.0,18068000000.0,-3933000000.0,-3933000000.0,559000000.0,11296000000.0,11264000000.0,11264000000.0,25475000000.0,13223000000.0,2163000000.0,168000000.0,168000000.0,194000000.0,194000000.0,10698000000.0,10698000000.0,12252000000.0,,,2140000000.0,2140000000.0,,10112000000.0,,10112000000.0,,374000000.0,1038000000.0,1038000000.0,8700000000.0,43855000000.0,28455000000.0,4076000000.0,,,1554000000.0,,1554000000.0,16134000000.0,3021000000.0,13113000000.0,6691000000.0,-21877000000.0,28568000000.0,,,,,,15400000000.0,1032000000.0,4286000000.0,1417000000.0,650000000.0,2219000000.0,7578000000.0,7578000000.0,-339000000.0,7917000000.0,2504000000.0,1003000000.0,1501000000.0,1501000000.0,2023-03-31
13026148.0,1421186016.0,1434212164.0,11405000000.0,13335000000.0,2523000000.0,31943000000.0,3991000000.0,2523000000.0,18608000000.0,29950000000.0,18934000000.0,326000000.0,18608000000.0,-3886000000.0,-3886000000.0,750000000.0,11974000000.0,11270000000.0,11270000000.0,25892000000.0,13729000000.0,2037000000.0,167000000.0,167000000.0,183000000.0,183000000.0,11342000000.0,11342000000.0,12163000000.0,,,1993000000.0,1993000000.0,,10170000000.0,,10170000000.0,,373000000.0,859000000.0,859000000.0,8938000000.0,44826000000.0,28672000000.0,4182000000.0,,,1601000000.0,,1601000000.0,16085000000.0,2968000000.0,13117000000.0,6804000000.0,-21967000000.0,28771000000.0,,,,,,16154000000.0,925000000.0,4360000000.0,1402000000.0,650000000.0,2308000000.0,7675000000.0,7675000000.0,-339000000.0,8014000000.0,3194000000.0,1264000000.0,1930000000.0,1930000000.0,2023-06-30
11000000.0,1423420641.0,1434420641.0,10657000000.0,13145000000.0,3363000000.0,32531000000.0,4510000000.0,3363000000.0,19386000000.0,30533000000.0,19707000000.0,321000000.0,19386000000.0,-3917000000.0,-3917000000.0,621000000.0,12742000000.0,11182000000.0,11182000000.0,26106000000.0,13578000000.0,2108000000.0,166000000.0,166000000.0,157000000.0,157000000.0,11147000000.0,11147000000.0,12528000000.0,,,1998000000.0,1998000000.0,,10530000000.0,,10530000000.0,,373000000.0,935000000.0,935000000.0,9222000000.0,45813000000.0,28775000000.0,4255000000.0,,,1622000000.0,,1622000000.0,16023000000.0,2912000000.0,13111000000.0,6875000000.0,-22071000000.0,28946000000.0,,,,,,17038000000.0,949000000.0,4305000000.0,1377000000.0,612000000.0,2316000000.0,8049000000.0,8049000000.0,-347000000.0,8396000000.0,3735000000.0,1247000000.0,2488000000.0,2488000000.0,2023-09-30
12800000.0,1427000000.0,1439800000.0,9065000000.0,11965000000.0,2866000000.0,32154000000.0,4323000000.0,2866000000.0,20189000000.0,31031000000.0,21359000000.0,1170000000.0,20189000000.0,-4254000000.0,-4254000000.0,678000000.0,13497000000.0,11624000000.0,11624000000.0,26598000000.0,13203000000.0,2046000000.0,175000000.0,175000000.0,140000000.0,140000000.0,10842000000.0,10842000000.0,13395000000.0,1996000000.0,1996000000.0,1123000000.0,1123000000.0,1123000000.0,10276000000.0,1625000000.0,8651000000.0,2670000000.0,374000000.0,994000000.0,994000000.0,4613000000.0,47957000000.0,30239000000.0,378000000.0,629000000.0,65000000.0,3735000000.0,2111000000.0,1624000000.0,17323000000.0,3239000000.0,14084000000.0,8109000000.0,-22725000000.0,30834000000.0,869000000.0,25073000000.0,4569000000.0,323000000.0,0.0,17718000000.0,1530000000.0,4387000000.0,1329000000.0,762000000.0,2296000000.0,7812000000.0,7812000000.0,-337000000.0,8149000000.0,3989000000.0,1089000000.0,2900000000.0,2900000000.0,2023-12-31
9932146.0,1429337724.0,1439269870.0,9382000000.0,12170000000.0,3483000000.0,32906000000.0,4821000000.0,3483000000.0,20736000000.0,31476000000.0,21923000000.0,1187000000.0,20736000000.0,-4249000000.0,-4249000000.0,531000000.0,14172000000.0,11344000000.0,11344000000.0,25933000000.0,13054000000.0,2022000000.0,177000000.0,177000000.0,115000000.0,115000000.0,10740000000.0,10740000000.0,12879000000.0,,,1430000000.0,1430000000.0,,11449000000.0,,11449000000.0,,411000000.0,987000000.0,987000000.0,10051000000.0,47856000000.0,30156000000.0,4044000000.0,,,1606000000.0,,1606000000.0,17253000000.0,3167000000.0,14086000000.0,7253000000.0,-22681000000.0,29934000000.0,,,,,,17700000000.0,1438000000.0,4549000000.0,1336000000.0,813000000.0,2400000000.0,8222000000.0,8222000000.0,-333000000.0,8555000000.0,3491000000.0,703000000.0,2788000000.0,2788000000.0,2024-03-31
