free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
945000000.0,,-1637000000.0,0.0,-669000000.0,1655000000.0,2180000000.0,-23000000.0,-502000000.0,-1844000000.0,-1844000000.0,-48000000.0,52000000.0,-248000000.0,-248000000.0,,,-1600000000.0,50000000.0,,-1650000000.0,-1650000000.0,0.0,-272000000.0,-272000000.0,90000000.0,-122000000.0,,-371000000.0,0.0,0.0,429000000.0,442000000.0,-13000000.0,-669000000.0,1614000000.0,1614000000.0,123000000.0,,95000000.0,319000000.0,319000000.0,229000000.0,90000000.0,90000000.0,112000000.0,-426000000.0,41000000.0,77000000.0,-42000000.0,-42000000.0,71000000.0,71000000.0,241000000.0,-44000000.0,,1082000000.0,2022-12-31
-80000000.0,-230000000.0,,559000000.0,-410000000.0,1501000000.0,1655000000.0,1000000.0,-155000000.0,62000000.0,62000000.0,-89000000.0,121000000.0,-249000000.0,-249000000.0,-230000000.0,-230000000.0,509000000.0,-50000000.0,,559000000.0,,559000000.0,-547000000.0,-547000000.0,-133000000.0,103000000.0,236000000.0,-133000000.0,,,-107000000.0,137000000.0,-244000000.0,-410000000.0,330000000.0,330000000.0,-1308000000.0,2000000.0,44000000.0,-557000000.0,-557000000.0,-473000000.0,-84000000.0,-84000000.0,-288000000.0,-509000000.0,-30000000.0,81000000.0,112000000.0,112000000.0,563000000.0,563000000.0,-32000000.0,-32000000.0,,944000000.0,2023-03-31
1137000000.0,-213000000.0,,433000000.0,-471000000.0,1930000000.0,1501000000.0,-13000000.0,442000000.0,-183000000.0,-183000000.0,-52000000.0,3000000.0,-356000000.0,-356000000.0,-213000000.0,-213000000.0,435000000.0,2000000.0,,433000000.0,,433000000.0,-983000000.0,-983000000.0,-114000000.0,-380000000.0,,,,,-18000000.0,0.0,-18000000.0,-471000000.0,1608000000.0,1608000000.0,-59000000.0,-65000000.0,95000000.0,96000000.0,96000000.0,203000000.0,-107000000.0,-107000000.0,-80000000.0,-105000000.0,58000000.0,79000000.0,6000000.0,6000000.0,561000000.0,561000000.0,-83000000.0,-47000000.0,,1046000000.0,2023-06-30
1092000000.0,-151000000.0,5000000.0,0.0,-585000000.0,2488000000.0,1930000000.0,-4000000.0,562000000.0,-382000000.0,-382000000.0,-32000000.0,152000000.0,-356000000.0,-356000000.0,-151000000.0,-151000000.0,5000000.0,5000000.0,5000000.0,0.0,,0.0,-733000000.0,-733000000.0,-4000000.0,-126000000.0,,,0.0,0.0,-18000000.0,0.0,-18000000.0,-585000000.0,1677000000.0,1677000000.0,-49000000.0,-2000000.0,-30000000.0,338000000.0,338000000.0,260000000.0,78000000.0,78000000.0,34000000.0,-389000000.0,17000000.0,58000000.0,-24000000.0,-24000000.0,579000000.0,579000000.0,-41000000.0,-41000000.0,0.0,1137000000.0,2023-09-30
2396000000.0,-100000000.0,-1535000000.0,2000000.0,-626000000.0,2900000000.0,2488000000.0,-81000000.0,493000000.0,-2009000000.0,-2009000000.0,-27000000.0,5000000.0,-356000000.0,-356000000.0,-100000000.0,-100000000.0,-1531000000.0,45000000.0,,-1576000000.0,,2000000.0,-520000000.0,-520000000.0,143000000.0,-75000000.0,,-289000000.0,0.0,0.0,38000000.0,0.0,38000000.0,-626000000.0,3022000000.0,3022000000.0,1200000000.0,-11000000.0,2000000.0,785000000.0,785000000.0,734000000.0,51000000.0,51000000.0,80000000.0,344000000.0,175000000.0,75000000.0,-66000000.0,-66000000.0,56000000.0,56000000.0,24000000.0,-12000000.0,,1148000000.0,2023-12-31
-101000000.0,-270000000.0,-9000000.0,345000000.0,-428000000.0,2788000000.0,2900000000.0,-21000000.0,-91000000.0,-267000000.0,-267000000.0,-91000000.0,115000000.0,-357000000.0,-357000000.0,-270000000.0,-270000000.0,336000000.0,-9000000.0,-9000000.0,345000000.0,,345000000.0,-151000000.0,-151000000.0,35000000.0,269000000.0,390000000.0,-121000000.0,,,-27000000.0,0.0,-27000000.0,-428000000.0,327000000.0,327000000.0,-1479000000.0,,53000000.0,-931000000.0,-931000000.0,-885000000.0,-46000000.0,-46000000.0,-172000000.0,-429000000.0,54000000.0,100000000.0,-30000000.0,-30000000.0,600000000.0,600000000.0,-16000000.0,-16000000.0,,1098000000.0,2024-03-31
