ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,payables_and_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,investments_and_advances,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,prepaid_assets,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
101017081114.0,101017081114.0,6780022000000.0,10406471000000.0,5291405000000.0,15748537000000.0,5291405000000.0,89369000000.0,5431435000000.0,15748537000000.0,5431437000000.0,2000000.0,5431435000000.0,1102767000000.0,1909835000000.0,2418833000000.0,2418833000000.0,49677417000000.0,3324485000000.0,139315000000.0,,,10406471000000.0,89369000000.0,10317102000000.0,603030000000.0,524327000000.0,524327000000.0,131106000000.0,8005000000.0,5676000000.0,5676000000.0,379540000000.0,55108854000000.0,8623539000000.0,902355000000.0,3691070000000.0,56177000000.0,140030000000.0,123316000000.0,16714000000.0,399970000000.0,-534088000000.0,934058000000.0,28595000000.0,197307000000.0,246706000000.0,144482000000.0,316968000000.0,39744000000.0,2286113000000.0,2095201000000.0,190912000000.0,3973937000000.0,3537080000000.0,947669000000.0,2022-12-31
101017081114.0,101017081114.0,7152012000000.0,10601290000000.0,4592631000000.0,15211886000000.0,4592631000000.0,92193000000.0,4702789000000.0,15211886000000.0,4702791000000.0,2000000.0,4702789000000.0,695226000000.0,1587025000000.0,2420538000000.0,2420538000000.0,50244580000000.0,3241226000000.0,,78000000.0,78000000.0,10601290000000.0,92193000000.0,10509097000000.0,1029694000000.0,592217000000.0,592217000000.0,251587000000.0,11689000000.0,6108000000.0,6108000000.0,322833000000.0,54947371000000.0,8685753000000.0,904643000000.0,2645809000000.0,64314000000.0,110158000000.0,110158000000.0,,403838000000.0,-547592000000.0,951430000000.0,28747000000.0,204720000000.0,250281000000.0,149458000000.0,318224000000.0,50648000000.0,703707000000.0,491641000000.0,212066000000.0,5070987000000.0,3357085000000.0,875259000000.0,2023-03-31
101017081114.0,101017081114.0,7491109000000.0,10254656000000.0,4753307000000.0,15039117000000.0,4753307000000.0,87526000000.0,4871987000000.0,15039117000000.0,4871988000000.0,1000000.0,4871987000000.0,687376000000.0,1764073000000.0,2420538000000.0,2420538000000.0,49402561000000.0,2769428000000.0,,,,10254656000000.0,87526000000.0,10167130000000.0,1197918000000.0,546629000000.0,546629000000.0,181794000000.0,14035000000.0,7808000000.0,7808000000.0,342992000000.0,54274549000000.0,8604625000000.0,915407000000.0,3359598000000.0,64650000000.0,118680000000.0,118680000000.0,,407553000000.0,-533651000000.0,941204000000.0,29515000000.0,187962000000.0,253140000000.0,151832000000.0,318755000000.0,46647000000.0,638649000000.0,213243000000.0,425406000000.0,4264970000000.0,2676021000000.0,840603000000.0,2023-06-30
101017081114.0,101017081114.0,6898674000000.0,10598972000000.0,4898586000000.0,15540890000000.0,4898586000000.0,84214000000.0,5026132000000.0,15540890000000.0,5026133000000.0,1000000.0,5026132000000.0,729277000000.0,1876317000000.0,2420538000000.0,2420538000000.0,50127202000000.0,2739988000000.0,,,,10598972000000.0,84214000000.0,10514758000000.0,1362547000000.0,650805000000.0,650805000000.0,233846000000.0,12885000000.0,7306000000.0,7306000000.0,396768000000.0,55153335000000.0,8527405000000.0,911831000000.0,4020088000000.0,70703000000.0,127546000000.0,127546000000.0,,469116000000.0,-529951000000.0,999067000000.0,29757000000.0,240474000000.0,256401000000.0,151456000000.0,320979000000.0,52214000000.0,735874000000.0,563570000000.0,172304000000.0,3524783000000.0,3616084000000.0,962664000000.0,2023-09-30
101017081114.0,101017081114.0,7492046000000.0,10473679000000.0,5911329000000.0,16454142000000.0,5911329000000.0,101480000000.0,6081943000000.0,16454142000000.0,6081945000000.0,2000000.0,6081943000000.0,1232804000000.0,2430306000000.0,2418833000000.0,2418833000000.0,49636096000000.0,2356718000000.0,154132000000.0,,,10473679000000.0,101480000000.0,10372199000000.0,500750000000.0,611151000000.0,611151000000.0,252038000000.0,12075000000.0,10094000000.0,10094000000.0,336944000000.0,55718041000000.0,9067554000000.0,1431083000000.0,3772952000000.0,65082000000.0,170614000000.0,153900000000.0,16714000000.0,468526000000.0,-539606000000.0,1008132000000.0,30426000000.0,252158000000.0,256933000000.0,145849000000.0,322766000000.0,67804000000.0,2549476000000.0,2450060000000.0,99416000000.0,3798437000000.0,2880153000000.0,929034000000.0,2023-12-31
