tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.24381,606000000.0,384000000.0,58000000.0,2296000000.0,606000000.0,548000000.0,-23000000.0,23000000.0,384000000.0,384000000.0,3258000000.0,544000000.0,50700000.0,50400000.0,7.54,7.58,384000000.0,384000000.0,384000000.0,-13000000.0,397000000.0,397000000.0,128000000.0,525000000.0,4000000.0,4000000.0,-23000000.0,23000000.0,544000000.0,962000000.0,962000000.0,1506000000.0,2296000000.0,3802000000.0,3802000000.0,2022-12-31
0.0,0.233,737000000.0,488000000.0,51000000.0,2457000000.0,737000000.0,686000000.0,-24000000.0,24000000.0,488000000.0,488000000.0,3411000000.0,680000000.0,50500000.0,50200000.0,9.61,9.66,488000000.0,488000000.0,488000000.0,-20000000.0,508000000.0,508000000.0,154000000.0,662000000.0,6000000.0,6000000.0,-24000000.0,24000000.0,680000000.0,954000000.0,954000000.0,1634000000.0,2457000000.0,4091000000.0,4091000000.0,2023-03-31
0.0,0.24,724000000.0,470000000.0,55000000.0,2538000000.0,724000000.0,669000000.0,-24000000.0,24000000.0,470000000.0,470000000.0,3521000000.0,661000000.0,50300000.0,50100000.0,9.28,9.32,470000000.0,470000000.0,470000000.0,-20000000.0,490000000.0,490000000.0,155000000.0,645000000.0,8000000.0,8000000.0,-24000000.0,24000000.0,661000000.0,983000000.0,983000000.0,1644000000.0,2538000000.0,4182000000.0,4182000000.0,2023-06-30
0.0,0.244,730000000.0,476000000.0,56000000.0,2553000000.0,730000000.0,674000000.0,-22000000.0,22000000.0,476000000.0,476000000.0,3541000000.0,667000000.0,50100000.0,49900000.0,9.43,9.47,476000000.0,476000000.0,476000000.0,-17000000.0,493000000.0,493000000.0,159000000.0,652000000.0,7000000.0,7000000.0,-22000000.0,22000000.0,667000000.0,988000000.0,988000000.0,1655000000.0,2553000000.0,4208000000.0,4208000000.0,2023-09-30
0.0,0.238447,616000000.0,395000000.0,52000000.0,2434000000.0,616000000.0,564000000.0,-23000000.0,23000000.0,395000000.0,395000000.0,3440000000.0,557000000.0,49700000.0,49500000.0,7.89,7.93,395000000.0,395000000.0,395000000.0,-17000000.0,412000000.0,412000000.0,129000000.0,541000000.0,7000000.0,7000000.0,-23000000.0,23000000.0,557000000.0,1006000000.0,1006000000.0,1563000000.0,2434000000.0,3997000000.0,3997000000.0,2023-12-31
0.0,0.242,732000000.0,478000000.0,56000000.0,2567000000.0,732000000.0,676000000.0,-21000000.0,21000000.0,478000000.0,478000000.0,3566000000.0,669000000.0,49400000.0,49200000.0,9.62,9.65,478000000.0,478000000.0,478000000.0,-19000000.0,497000000.0,497000000.0,158000000.0,655000000.0,7000000.0,7000000.0,-21000000.0,21000000.0,669000000.0,999000000.0,999000000.0,1668000000.0,2567000000.0,4235000000.0,4235000000.0,2024-03-31
