free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
-568000000.0,-1000000000.0,-7957000000.0,9760000000.0,-6192000000.0,21948000000.0,23499000000.0,52000000.0,-1603000000.0,-316000000.0,-315000000.0,-157000000.0,-127000000.0,-127000000.0,,-1000000000.0,-1000000000.0,968000000.0,-835000000.0,1803000000.0,-7957000000.0,9760000000.0,-6911000000.0,-6910000000.0,-1426000000.0,-2475000000.0,1912000000.0,-4387000000.0,295000000.0,3182000000.0,-2887000000.0,-3305000000.0,5624000000.0,5624000000.0,1745000000.0,-994000000.0,-79000000.0,-79000000.0,2770000000.0,2770000000.0,,175000000.0,-288000000.0,317000000.0,146000000.0,2007000000.0,2022-12-31
-2499000000.0,-369000000.0,-12127000000.0,11487000000.0,-5585000000.0,21141000000.0,21948000000.0,54000000.0,-861000000.0,-1685000000.0,-1685000000.0,-324000000.0,-185000000.0,-185000000.0,0.0,-369000000.0,-369000000.0,-807000000.0,-167000000.0,-640000000.0,-12127000000.0,11487000000.0,-2262000000.0,-2261000000.0,-2245000000.0,2304000000.0,2947000000.0,-643000000.0,110000000.0,3264000000.0,-3154000000.0,-2431000000.0,3086000000.0,3086000000.0,-1936000000.0,-236000000.0,46000000.0,46000000.0,2812000000.0,2812000000.0,2812000000.0,54000000.0,-20000000.0,-61000000.0,135000000.0,2346000000.0,2023-03-31
1659000000.0,-500000000.0,-11685000000.0,14748000000.0,-5932000000.0,26753000000.0,21141000000.0,54000000.0,5558000000.0,2528000000.0,2528000000.0,-146000000.0,-126000000.0,-126000000.0,,-500000000.0,-500000000.0,3300000000.0,237000000.0,3063000000.0,-11685000000.0,14748000000.0,-4562000000.0,-4564000000.0,-2412000000.0,373000000.0,2457000000.0,-2084000000.0,-271000000.0,3409000000.0,-3680000000.0,-2252000000.0,7591000000.0,7591000000.0,2214000000.0,-222000000.0,-88000000.0,-88000000.0,2934000000.0,2934000000.0,2934000000.0,246000000.0,-21000000.0,254000000.0,13000000.0,2507000000.0,2023-06-30
602000000.0,-250000000.0,-9457000000.0,11122000000.0,-5994000000.0,28978000000.0,26753000000.0,-77000000.0,2302000000.0,983000000.0,983000000.0,-132000000.0,-182000000.0,-182000000.0,,-250000000.0,-250000000.0,1547000000.0,-118000000.0,1665000000.0,-9457000000.0,11122000000.0,-5276000000.0,-5276000000.0,-2478000000.0,9000000.0,1271000000.0,-1262000000.0,-226000000.0,3187000000.0,-3413000000.0,-2581000000.0,6596000000.0,6596000000.0,836000000.0,-218000000.0,277000000.0,277000000.0,2992000000.0,2992000000.0,2992000000.0,-284000000.0,-23000000.0,-227000000.0,-34000000.0,2993000000.0,2023-09-30
-3442000000.0,-9996000000.0,-11406000000.0,13606000000.0,-7099000000.0,21917000000.0,28978000000.0,23000000.0,-7084000000.0,-8179000000.0,-8180000000.0,-171000000.0,-104000000.0,-104000000.0,,-9996000000.0,-9996000000.0,2092000000.0,-108000000.0,2200000000.0,-11406000000.0,13606000000.0,-2563000000.0,-2562000000.0,-867000000.0,2230000000.0,2670000000.0,-440000000.0,-220000000.0,3173000000.0,-3393000000.0,-3706000000.0,3657000000.0,3657000000.0,708000000.0,-1587000000.0,-1276000000.0,-1276000000.0,3150000000.0,3150000000.0,3150000000.0,668000000.0,154000000.0,279000000.0,235000000.0,1994000000.0,2023-12-31
-3067000000.0,-280000000.0,-13140000000.0,14307000000.0,-6219000000.0,21378000000.0,21917000000.0,-78000000.0,-461000000.0,300000000.0,300000000.0,-140000000.0,-198000000.0,-198000000.0,,-280000000.0,-280000000.0,918000000.0,-249000000.0,1167000000.0,-13140000000.0,14307000000.0,-3914000000.0,-3914000000.0,-530000000.0,-250000000.0,745000000.0,-995000000.0,-351000000.0,3085000000.0,-3436000000.0,-2783000000.0,3152000000.0,3153000000.0,-3022000000.0,-243000000.0,655000000.0,655000000.0,2798000000.0,2798000000.0,2798000000.0,11000000.0,15000000.0,32000000.0,-36000000.0,2953000000.0,2024-03-31
