tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.224111,5626000000.0,1999000000.0,2770000000.0,37105000000.0,5626000000.0,2856000000.0,-1218000000.0,268000000.0,-950000000.0,1999000000.0,1999000000.0,40498000000.0,2611000000.0,,,,,1984000000.0,1984000000.0,15000000.0,1999000000.0,-8000000.0,2007000000.0,2007000000.0,580000000.0,2588000000.0,1194000000.0,222000000.0,-1218000000.0,268000000.0,-950000000.0,2610000000.0,3393000000.0,3393000000.0,6003000000.0,37105000000.0,43108000000.0,43108000000.0,2022-12-31
0.0,0.154,5821000000.0,2395000000.0,2812000000.0,34859000000.0,5821000000.0,3009000000.0,175000000.0,234000000.0,409000000.0,2395000000.0,2395000000.0,37406000000.0,2578000000.0,1402000000.0,1396000000.0,1.69,1.7,2369000000.0,2369000000.0,27000000.0,2395000000.0,49000000.0,2346000000.0,2346000000.0,428000000.0,2775000000.0,21000000.0,21000000.0,175000000.0,234000000.0,409000000.0,2579000000.0,2547000000.0,2547000000.0,5126000000.0,34859000000.0,39985000000.0,39985000000.0,2023-03-31
0.0,0.172,6189000000.0,2566000000.0,2934000000.0,39400000000.0,6189000000.0,3255000000.0,132000000.0,226000000.0,358000000.0,2566000000.0,2566000000.0,41958000000.0,2789000000.0,1389000000.0,1385000000.0,1.83,1.83,2540000000.0,2540000000.0,27000000.0,2566000000.0,59000000.0,2507000000.0,2507000000.0,522000000.0,3029000000.0,108000000.0,108000000.0,132000000.0,226000000.0,358000000.0,2789000000.0,2558000000.0,2558000000.0,5347000000.0,39400000000.0,44747000000.0,44747000000.0,2023-06-30
0.0,0.136,6685000000.0,3064000000.0,2992000000.0,38775000000.0,6685000000.0,3693000000.0,224000000.0,229000000.0,453000000.0,3064000000.0,3064000000.0,41119000000.0,3013000000.0,1378000000.0,1372000000.0,2.2,2.21,3038000000.0,3038000000.0,26000000.0,3064000000.0,70000000.0,2994000000.0,2994000000.0,470000000.0,3464000000.0,227000000.0,227000000.0,224000000.0,229000000.0,453000000.0,3012000000.0,2344000000.0,2344000000.0,5356000000.0,38775000000.0,44131000000.0,44131000000.0,2023-09-30
0.0,0.21,4508000000.0,2101000000.0,3150000000.0,39670000000.0,4508000000.0,1358000000.0,-332000000.0,222000000.0,-110000000.0,2101000000.0,2101000000.0,42061000000.0,918000000.0,,,,,2076000000.0,2076000000.0,26000000.0,2101000000.0,108000000.0,1994000000.0,1994000000.0,-858000000.0,1136000000.0,551000000.0,123000000.0,-332000000.0,222000000.0,-110000000.0,918000000.0,2391000000.0,2391000000.0,3309000000.0,39670000000.0,42979000000.0,42979000000.0,2023-12-31
0.0,0.205,6732000000.0,2980000000.0,2798000000.0,37102000000.0,6732000000.0,3934000000.0,83000000.0,219000000.0,302000000.0,2980000000.0,2980000000.0,39277000000.0,3738000000.0,1162000000.0,1155000000.0,2.56,2.57,2970000000.0,2970000000.0,9000000.0,2980000000.0,27000000.0,2953000000.0,2953000000.0,762000000.0,3715000000.0,-105000000.0,-105000000.0,83000000.0,219000000.0,302000000.0,3737000000.0,2175000000.0,2175000000.0,5912000000.0,37102000000.0,43014000000.0,43014000000.0,2024-03-31
