free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
1646000000.0,-387000000.0,-74000000.0,0.0,-1324000000.0,4524000000.0,3494000000.0,-20000000.0,1050000000.0,-750000000.0,-750000000.0,0.0,16000000.0,-420000000.0,0.0,-420000000.0,-387000000.0,-387000000.0,41000000.0,115000000.0,-74000000.0,-74000000.0,0.0,-1170000000.0,-1170000000.0,-1327000000.0,-26000000.0,,1507000000.0,,-7000000.0,,,-1274000000.0,2970000000.0,2970000000.0,11000000.0,673000000.0,,136000000.0,17000000.0,17000000.0,1155000000.0,-121000000.0,-4000000.0,-38000000.0,-54000000.0,784000000.0,2022-12-31
-1387000000.0,-40000000.0,-70000000.0,,-1101000000.0,2049000000.0,4524000000.0,1000000.0,-2476000000.0,-435000000.0,-435000000.0,1000000.0,7000000.0,-218000000.0,-18000000.0,-200000000.0,-40000000.0,-40000000.0,-185000000.0,-115000000.0,-70000000.0,-70000000.0,,-1755000000.0,-1755000000.0,-184000000.0,-13000000.0,,-457000000.0,8000000.0,-465000000.0,,,-1101000000.0,-286000000.0,-286000000.0,23000000.0,-1633000000.0,-1633000000.0,-24000000.0,-370000000.0,-370000000.0,1105000000.0,-23000000.0,-6000000.0,-30000000.0,14000000.0,636000000.0,2023-03-31
988000000.0,-310000000.0,-76000000.0,,-1002000000.0,2167000000.0,2049000000.0,-74000000.0,192000000.0,-639000000.0,-639000000.0,-1000000.0,22000000.0,-274000000.0,-9000000.0,-265000000.0,-310000000.0,-310000000.0,-76000000.0,0.0,-76000000.0,-76000000.0,,-1159000000.0,-1159000000.0,-76000000.0,-80000000.0,,-1000000.0,3000000.0,-4000000.0,0.0,0.0,-1002000000.0,1990000000.0,1990000000.0,71000000.0,132000000.0,,35000000.0,-44000000.0,-44000000.0,1072000000.0,-142000000.0,-6000000.0,46000000.0,-172000000.0,866000000.0,2023-06-30
1713000000.0,-361000000.0,-1416000000.0,,-1025000000.0,1262000000.0,2167000000.0,58000000.0,-963000000.0,-2600000000.0,-2600000000.0,-3000000.0,-570000000.0,-264000000.0,0.0,-264000000.0,-361000000.0,-361000000.0,-1402000000.0,14000000.0,-1416000000.0,-1416000000.0,,-1101000000.0,-1101000000.0,-36000000.0,-8000000.0,-8000000.0,-32000000.0,,-32000000.0,,,-1025000000.0,2738000000.0,2738000000.0,23000000.0,-641000000.0,,79000000.0,-2000000.0,-2000000.0,1197000000.0,218000000.0,-11000000.0,72000000.0,157000000.0,1864000000.0,2023-09-30
1776000000.0,-350000000.0,-72000000.0,,-1170000000.0,2227000000.0,1262000000.0,-62000000.0,1027000000.0,-639000000.0,-639000000.0,0.0,-106000000.0,-270000000.0,-9000000.0,-261000000.0,-350000000.0,-350000000.0,87000000.0,159000000.0,-72000000.0,-72000000.0,,-1280000000.0,-1280000000.0,-84000000.0,-24000000.0,,-2000000.0,,-14000000.0,,,-1170000000.0,2946000000.0,2946000000.0,32000000.0,949000000.0,,-36000000.0,166000000.0,166000000.0,1270000000.0,-178000000.0,-28000000.0,-36000000.0,-111000000.0,743000000.0,2023-12-31
