tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-13418514.946962,0.243973,2426000000.0,-55000000.0,-55000000.0,784000000.0,1155000000.0,12079000000.0,2371000000.0,1216000000.0,-152000000.0,179000000.0,37000000.0,825581485.053038,784000000.0,13763000000.0,1967200000.0,1917000000.0,0.39,0.4,775000000.0,775000000.0,9000000.0,784000000.0,784000000.0,784000000.0,253000000.0,1037000000.0,14000000.0,65000000.0,-22000000.0,25000000.0,47000000.0,4000000.0,-33000000.0,-152000000.0,10000000.0,179000000.0,37000000.0,1175000000.0,1684000000.0,1364000000.0,320000000.0,320000000.0,,23000000.0,2859000000.0,12079000000.0,14938000000.0,14938000000.0,2022-12-31
-22400000.0,0.4,1942000000.0,-56000000.0,-56000000.0,636000000.0,1105000000.0,10346000000.0,1886000000.0,781000000.0,-161000000.0,188000000.0,33000000.0,669600000.0,636000000.0,12060000000.0,1958000000.0,1908000000.0,0.32,0.33,627000000.0,627000000.0,9000000.0,636000000.0,636000000.0,636000000.0,-43000000.0,593000000.0,-44000000.0,6000000.0,-69000000.0,1000000.0,70000000.0,6000000.0,13000000.0,-161000000.0,6000000.0,188000000.0,33000000.0,798000000.0,1714000000.0,1556000000.0,158000000.0,158000000.0,158000000.0,,2512000000.0,10346000000.0,12858000000.0,12858000000.0,2023-03-31
15629770.992366,0.173664,2223000000.0,90000000.0,90000000.0,866000000.0,1072000000.0,10059000000.0,2313000000.0,1241000000.0,-159000000.0,193000000.0,34000000.0,791629770.992366,866000000.0,11771000000.0,1943000000.0,1903000000.0,0.44,0.45,857000000.0,857000000.0,9000000.0,866000000.0,866000000.0,866000000.0,182000000.0,1048000000.0,110000000.0,14000000.0,-6000000.0,10000000.0,16000000.0,6000000.0,96000000.0,-159000000.0,7000000.0,193000000.0,34000000.0,1097000000.0,1712000000.0,1545000000.0,167000000.0,167000000.0,167000000.0,,2809000000.0,10059000000.0,12868000000.0,12868000000.0,2023-06-30
-65700618.556701,0.23134,4091000000.0,-284000000.0,-284000000.0,1864000000.0,1197000000.0,11116000000.0,3807000000.0,2610000000.0,-73000000.0,185000000.0,117000000.0,2082299381.443299,1864000000.0,12963000000.0,1905097000.0,1891937000.0,0.97,0.98,1855000000.0,1855000000.0,9000000.0,1864000000.0,1864000000.0,1864000000.0,561000000.0,2425000000.0,-251000000.0,22000000.0,-79000000.0,0.0,79000000.0,11000000.0,-205000000.0,-73000000.0,5000000.0,185000000.0,117000000.0,2749000000.0,1847000000.0,1555000000.0,292000000.0,292000000.0,292000000.0,,4596000000.0,11116000000.0,15712000000.0,15712000000.0,2023-09-30
21819301.848049,0.237166,2316000000.0,92000000.0,92000000.0,743000000.0,1270000000.0,11392000000.0,2408000000.0,1138000000.0,-145000000.0,164000000.0,33000000.0,672819301.848049,743000000.0,13058000000.0,1891030000.0,1879270000.0,0.39,0.39,734000000.0,734000000.0,9000000.0,743000000.0,743000000.0,743000000.0,231000000.0,974000000.0,141000000.0,21000000.0,-10000000.0,3000000.0,13000000.0,28000000.0,102000000.0,-145000000.0,14000000.0,164000000.0,33000000.0,978000000.0,1666000000.0,1595000000.0,71000000.0,71000000.0,-275000000.0,,2644000000.0,11392000000.0,14036000000.0,14036000000.0,2023-12-31
