treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,assets_held_for_sale_current,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,fixed_assets_revaluation_reserve,foreign_currency_translation_adjustments
62900000.0,185009400.0,1576097920.0,1638997920.0,199678000000.0,214074000000.0,-27465000000.0,253682000000.0,-24359000000.0,-23320000000.0,39608000000.0,4145000000.0,214530000000.0,141891000000.0,98138000000.0,43753000000.0,2959000000.0,7594000000.0,7594000000.0,18006000000.0,148000000.0,15046000000.0,10901000000.0,4145000000.0,299393000000.0,221646000000.0,1114000000.0,3074000000.0,23491000000.0,23190000000.0,23190000000.0,170777000000.0,170777000000.0,77747000000.0,876000000.0,43297000000.0,43297000000.0,43297000000.0,0.0,,33574000000.0,33574000000.0,33574000000.0,441284000000.0,387896000000.0,3735000000.0,3403000000.0,3403000000.0,7889000000.0,66428000000.0,19334000000.0,19334000000.0,47094000000.0,115100000000.0,67073000000.0,38411000000.0,28662000000.0,124268000000.0,-22976000000.0,147244000000.0,,53388000000.0,2830000000.0,9108000000.0,19489000000.0,19489000000.0,21961000000.0,7565000000.0,14396000000.0,2022-12-31,,
70740647.0,,1564393929.0,1635134576.0,209778000000.0,222827000000.0,-33291000000.0,262787000000.0,-32244000000.0,-29188000000.0,39960000000.0,4103000000.0,217544000000.0,146914000000.0,102851000000.0,44063000000.0,3124000000.0,8086000000.0,8086000000.0,17747000000.0,154000000.0,14952000000.0,10849000000.0,4103000000.0,309828000000.0,225093000000.0,4098000000.0,,23371000000.0,24143000000.0,24143000000.0,173481000000.0,173481000000.0,84735000000.0,680000000.0,49346000000.0,49346000000.0,48373000000.0,973000000.0,,34709000000.0,34709000000.0,34709000000.0,456742000000.0,404251000000.0,4038000000.0,3588000000.0,3588000000.0,7943000000.0,71494000000.0,20392000000.0,20392000000.0,51102000000.0,118547000000.0,73251000000.0,41622000000.0,31629000000.0,125390000000.0,,125390000000.0,125390000000.0,52491000000.0,2423000000.0,8885000000.0,19866000000.0,19866000000.0,21317000000.0,8268000000.0,13049000000.0,2023-03-31,,
71921167.0,,1563866892.0,1635788059.0,207276000000.0,219703000000.0,-33048000000.0,260201000000.0,-27999000000.0,-28945000000.0,40498000000.0,4103000000.0,219277000000.0,155583000000.0,110982000000.0,44601000000.0,3809000000.0,8031000000.0,8031000000.0,17646000000.0,155000000.0,14960000000.0,10857000000.0,4103000000.0,307551000000.0,226127000000.0,4049000000.0,,23069000000.0,24333000000.0,24333000000.0,174676000000.0,174676000000.0,81424000000.0,1489000000.0,45027000000.0,45027000000.0,43393000000.0,1634000000.0,1634000000.0,34908000000.0,34908000000.0,34908000000.0,463134000000.0,409709000000.0,4051000000.0,3559000000.0,3559000000.0,8333000000.0,72978000000.0,20837000000.0,20837000000.0,52141000000.0,119780000000.0,73546000000.0,41217000000.0,32329000000.0,127462000000.0,,127462000000.0,127462000000.0,53425000000.0,2684000000.0,8955000000.0,20730000000.0,20730000000.0,21056000000.0,8629000000.0,12427000000.0,2023-06-30,,
78619278.0,,1558608653.0,1637227931.0,214479000000.0,226566000000.0,-34132000000.0,266934000000.0,-32802000000.0,-30029000000.0,40368000000.0,4103000000.0,221815000000.0,163257000000.0,118786000000.0,44471000000.0,4140000000.0,7695000000.0,7695000000.0,17543000000.0,156000000.0,14937000000.0,10834000000.0,4103000000.0,312558000000.0,229630000000.0,4220000000.0,,23410000000.0,24656000000.0,24656000000.0,177344000000.0,177344000000.0,82928000000.0,1492000000.0,49222000000.0,49222000000.0,47588000000.0,1634000000.0,,32214000000.0,32214000000.0,32214000000.0,475815000000.0,425689000000.0,4136000000.0,3717000000.0,3717000000.0,9662000000.0,75726000000.0,21295000000.0,21295000000.0,54431000000.0,121520000000.0,74500000000.0,40802000000.0,33698000000.0,136428000000.0,,136428000000.0,136428000000.0,50126000000.0,3041000000.0,8049000000.0,21910000000.0,21910000000.0,17126000000.0,5039000000.0,12087000000.0,2023-09-30,,
81849805.0,185009400.0,1523457459.0,1605307264.0,222488000000.0,233710000000.0,-32231000000.0,275384000000.0,-44430000000.0,-28128000000.0,41674000000.0,4103000000.0,221885000000.0,168242000000.0,122465000000.0,45777000000.0,4510000000.0,8167000000.0,1686000000.0,18006000000.0,112000000.0,14982000000.0,10879000000.0,4103000000.0,321853000000.0,230719000000.0,263000000.0,3882000000.0,25479000000.0,24987000000.0,24987000000.0,176108000000.0,176108000000.0,91134000000.0,118000000.0,57602000000.0,57602000000.0,57571000000.0,31000000.0,,33414000000.0,33414000000.0,33414000000.0,490095000000.0,443391000000.0,4352000000.0,3338000000.0,3338000000.0,8249000000.0,81778000000.0,22654000000.0,22654000000.0,59124000000.0,124152000000.0,73905000000.0,38994000000.0,34911000000.0,147617000000.0,-27917000000.0,175534000000.0,,46704000000.0,2489000000.0,7060000000.0,20263000000.0,20263000000.0,16892000000.0,5670000000.0,11222000000.0,2023-12-31,8958000000.0,-2477000000.0
