free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,cash_flow_from_discontinued_operation,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
955000000.0,-189000000.0,-20803000000.0,25054000000.0,2000000.0,-2042000000.0,14396000000.0,11306000000.0,273000000.0,2817000000.0,128000000.0,7100000000.0,7100000000.0,2734000000.0,-260000000.0,,,-187000000.0,-189000000.0,2000000.0,4813000000.0,562000000.0,4251000000.0,-20803000000.0,25054000000.0,-7408000000.0,-7408000000.0,295000000.0,-1954000000.0,13250000000.0,-15204000000.0,-528000000.0,1752000000.0,-2280000000.0,-3353000000.0,3976000000.0,-7329000000.0,-1868000000.0,174000000.0,-2042000000.0,2997000000.0,2997000000.0,154000000.0,-1385000000.0,278000000.0,-285000000.0,-285000000.0,1989000000.0,1989000000.0,2202000000.0,576000000.0,1637000000.0,-11000000.0,44000000.0,2022-12-31
-434000000.0,-294000000.0,-13041000000.0,19467000000.0,44000000.0,-1552000000.0,13049000000.0,14396000000.0,79000000.0,-1426000000.0,-8000000.0,10766000000.0,10766000000.0,4134000000.0,-151000000.0,-22000000.0,-22000000.0,-228000000.0,-272000000.0,44000000.0,7033000000.0,607000000.0,6426000000.0,-13041000000.0,19467000000.0,-13302000000.0,-13302000000.0,244000000.0,-1559000000.0,21601000000.0,-23160000000.0,-2517000000.0,57000000.0,-2574000000.0,-8159000000.0,627000000.0,-8786000000.0,-1311000000.0,241000000.0,-1552000000.0,1118000000.0,1118000000.0,-1003000000.0,137000000.0,59000000.0,-92000000.0,-92000000.0,2188000000.0,2188000000.0,-595000000.0,42000000.0,-637000000.0,334000000.0,424000000.0,2023-03-31
-1245000000.0,-36000000.0,-18701000000.0,19592000000.0,2000000.0,-1651000000.0,12427000000.0,13049000000.0,108000000.0,-730000000.0,-46000000.0,-228000000.0,-228000000.0,4271000000.0,-151000000.0,0.0,0.0,-34000000.0,-36000000.0,2000000.0,-4314000000.0,-5205000000.0,891000000.0,-18701000000.0,19592000000.0,-862000000.0,-862000000.0,-137000000.0,138000000.0,19811000000.0,-19673000000.0,-1356000000.0,463000000.0,-1819000000.0,1879000000.0,3429000000.0,-1550000000.0,-1386000000.0,265000000.0,-1651000000.0,406000000.0,406000000.0,-1617000000.0,-1194000000.0,73000000.0,-151000000.0,-151000000.0,2214000000.0,2214000000.0,-431000000.0,-63000000.0,-368000000.0,,1512000000.0,2023-06-30
1279000000.0,-218000000.0,-19390000000.0,21334000000.0,1000000.0,-2158000000.0,12087000000.0,12427000000.0,-171000000.0,-169000000.0,12000000.0,6256000000.0,6256000000.0,4804000000.0,-150000000.0,0.0,0.0,-217000000.0,-218000000.0,1000000.0,1819000000.0,-125000000.0,1944000000.0,-19390000000.0,21334000000.0,-9874000000.0,-9874000000.0,-87000000.0,379000000.0,7391000000.0,-7012000000.0,-1621000000.0,632000000.0,-2253000000.0,-6663000000.0,564000000.0,-7227000000.0,-1882000000.0,276000000.0,-2158000000.0,3437000000.0,3437000000.0,1941000000.0,-841000000.0,57000000.0,-238000000.0,-238000000.0,2246000000.0,2246000000.0,237000000.0,-289000000.0,526000000.0,,35000000.0,2023-09-30
-1202000000.0,-98000000.0,-21715000000.0,24473000000.0,2000000.0,-2708000000.0,11222000000.0,12087000000.0,189000000.0,-1054000000.0,31000000.0,3133000000.0,3133000000.0,-575000000.0,-150000000.0,0.0,0.0,-96000000.0,-98000000.0,2000000.0,3954000000.0,1196000000.0,2758000000.0,-21715000000.0,24473000000.0,-5724000000.0,-5724000000.0,21000000.0,-759000000.0,1283000000.0,-2042000000.0,-1146000000.0,421000000.0,-1567000000.0,-1525000000.0,4326000000.0,-5851000000.0,-2315000000.0,393000000.0,-2708000000.0,1506000000.0,1506000000.0,-743000000.0,-3843000000.0,1087000000.0,-416000000.0,-416000000.0,2427000000.0,2427000000.0,116000000.0,-131000000.0,247000000.0,,3134000000.0,2023-12-31
