tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-477546200.0,0.2621,7235000000.0,-1822000000.0,-1822000000.0,-316000000.0,1989000000.0,20207000000.0,5413000000.0,3424000000.0,-3285000000.0,3285000000.0,1028453800.0,-316000000.0,20240000000.0,1574800000.0,1574800000.0,-0.23,-0.23,-354000000.0,1000000.0,-355000000.0,,39000000.0,-316000000.0,-360000000.0,44000000.0,44000000.0,95000000.0,139000000.0,-549000000.0,1000000000.0,-278000000.0,278000000.0,273000000.0,-1544000000.0,-3285000000.0,3285000000.0,3973000000.0,33000000.0,33000000.0,,,,,,4006000000.0,20207000000.0,24213000000.0,21287000000.0,2022-12-31
145080000.0,0.39,6127000000.0,372000000.0,372000000.0,120000000.0,2188000000.0,19820000000.0,6499000000.0,4311000000.0,-3613000000.0,3613000000.0,-106920000.0,120000000.0,19834000000.0,1587200000.0,1571400000.0,0.05,0.05,120000000.0,,120000000.0,,,120000000.0,-304000000.0,424000000.0,424000000.0,274000000.0,698000000.0,848000000.0,47000000.0,-59000000.0,59000000.0,429000000.0,431000000.0,-3613000000.0,3613000000.0,3463000000.0,14000000.0,14000000.0,2188000000.0,2188000000.0,14000000.0,14000000.0,14000000.0,3477000000.0,19820000000.0,23297000000.0,20396000000.0,2023-03-31
12400000.0,0.2,7837000000.0,62000000.0,62000000.0,81000000.0,2214000000.0,19906000000.0,7899000000.0,5685000000.0,-3764000000.0,3764000000.0,31400000.0,81000000.0,19929000000.0,1578400000.0,1564000000.0,0.03,0.03,40000000.0,0.0,40000000.0,0.0,41000000.0,81000000.0,-1431000000.0,1512000000.0,1512000000.0,409000000.0,1921000000.0,1946000000.0,1483000000.0,,,401000000.0,62000000.0,-3764000000.0,3764000000.0,3739000000.0,23000000.0,23000000.0,2214000000.0,2214000000.0,,,,3762000000.0,19906000000.0,23668000000.0,20394000000.0,2023-06-30
51600000.0,0.4,6474000000.0,129000000.0,129000000.0,230000000.0,2246000000.0,21088000000.0,6603000000.0,4357000000.0,-4081000000.0,4081000000.0,152600000.0,230000000.0,21104000000.0,1585700000.0,1561200000.0,0.12,0.12,190000000.0,1000000.0,189000000.0,,41000000.0,230000000.0,195000000.0,35000000.0,35000000.0,241000000.0,276000000.0,1020000000.0,82000000.0,-57000000.0,57000000.0,809000000.0,186000000.0,-4081000000.0,4081000000.0,3337000000.0,16000000.0,16000000.0,2246000000.0,2246000000.0,,,,3353000000.0,21088000000.0,24441000000.0,21261000000.0,2023-09-30
-38867742.936976,0.02701,11132000000.0,-1439000000.0,-1439000000.0,699000000.0,2427000000.0,20595000000.0,9693000000.0,7266000000.0,-4045000000.0,4045000000.0,2099132257.063024,699000000.0,20611000000.0,1580900000.0,1540100000.0,0.42,0.43,659000000.0,3000000.0,656000000.0,,43000000.0,699000000.0,-2435000000.0,3134000000.0,3134000000.0,87000000.0,3221000000.0,3359000000.0,4369000000.0,-1087000000.0,1087000000.0,429000000.0,-352000000.0,-4045000000.0,4045000000.0,3907000000.0,16000000.0,16000000.0,,,,,,3923000000.0,20595000000.0,24518000000.0,20680000000.0,2023-12-31
