tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.050296,164300000.0,0.0,0.0,96300000.0,35300000.0,678100000.0,164300000.0,129000000.0,-27600000.0,27600000.0,96300000.0,95000000.0,891300000.0,111600000.0,165200000.0,164500000.0,0.57,0.58,95000000.0,95000000.0,95000000.0,95000000.0,-1300000.0,96300000.0,5100000.0,101400000.0,17400000.0,17400000.0,0.0,0.0,-27600000.0,27600000.0,111600000.0,213200000.0,23100000.0,190100000.0,324800000.0,678100000.0,1002900000.0,1002900000.0,2022-12-31
0.0,0.146,211400000.0,,,128500000.0,28500000.0,646800000.0,211400000.0,182900000.0,-32400000.0,32400000.0,128500000.0,129700000.0,845000000.0,183600000.0,165800000.0,164800000.0,0.79,0.79,129700000.0,129700000.0,129700000.0,129700000.0,1200000.0,128500000.0,22000000.0,150500000.0,-700000.0,-700000.0,,,-32400000.0,32400000.0,183600000.0,198200000.0,24900000.0,173300000.0,381800000.0,646800000.0,1028600000.0,1028600000.0,2023-03-31
0.0,0.15,241900000.0,,,154200000.0,28600000.0,683000000.0,241900000.0,213300000.0,-31800000.0,31800000.0,154200000.0,152900000.0,874000000.0,208500000.0,166100000.0,165000000.0,0.92,0.93,152900000.0,152900000.0,152900000.0,152900000.0,-1300000.0,154200000.0,27300000.0,181500000.0,4800000.0,4800000.0,,,-31800000.0,31800000.0,208500000.0,191000000.0,25900000.0,165100000.0,399500000.0,683000000.0,1082500000.0,1082500000.0,2023-06-30
0.0,0.136,209100000.0,0.0,0.0,132100000.0,28700000.0,637000000.0,209100000.0,180400000.0,-27500000.0,27500000.0,132100000.0,132100000.0,828700000.0,180100000.0,166600000.0,165200000.0,0.79,0.8,132100000.0,132100000.0,132100000.0,132100000.0,0.0,132100000.0,20800000.0,152900000.0,300000.0,300000.0,0.0,0.0,-27500000.0,27500000.0,180100000.0,191700000.0,25500000.0,166200000.0,371800000.0,637000000.0,1008800000.0,1008800000.0,2023-09-30
0.0,0.21,189600000.0,0.0,0.0,208100000.0,29000000.0,618500000.0,189600000.0,160600000.0,-26600000.0,26600000.0,208100000.0,208000000.0,817600000.0,167000000.0,166700000.0,165300000.0,1.25,1.26,208000000.0,208000000.0,208000000.0,208000000.0,-100000.0,208100000.0,-74100000.0,134000000.0,-6400000.0,-6400000.0,0.0,0.0,-26600000.0,26600000.0,167000000.0,199100000.0,23500000.0,175600000.0,366100000.0,618500000.0,984600000.0,984600000.0,2023-12-31
0.0,0.13,209100000.0,,,133500000.0,28400000.0,627100000.0,209100000.0,180700000.0,-27300000.0,27300000.0,133500000.0,133300000.0,836400000.0,180800000.0,167200000.0,165700000.0,0.8,0.8,133300000.0,133300000.0,133300000.0,133300000.0,-200000.0,133500000.0,19900000.0,153400000.0,-100000.0,-100000.0,,,-27300000.0,27300000.0,180800000.0,209300000.0,24100000.0,185200000.0,390100000.0,627100000.0,1017200000.0,1017200000.0,2024-03-31
