free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-171000000.0,-15300000.0,-120000000.0,0.0,-27400000.0,-1400000.0,77100000.0,979900000.0,1386500000.0,20500000.0,-427100000.0,-193000000.0,-193000000.0,-4000000.0,-300000.0,-53400000.0,-53400000.0,-15300000.0,-15300000.0,-120000000.0,-120000000.0,-120000000.0,0.0,-90500000.0,-90500000.0,-62200000.0,1400000.0,-63600000.0,-900000.0,-900000.0,,,-27400000.0,-27400000.0,-143600000.0,-143600000.0,-346700000.0,-484300000.0,8800000.0,-2700000.0,122800000.0,122800000.0,10800000.0,2900000.0,2900000.0,8700000.0,17100000.0,-900000.0,7600000.0,400000.0,0.0,-8900000.0,-8900000.0,44700000.0,44700000.0,44700000.0,500000.0,500000.0,0.0,0.0,159700000.0,2022-12-31
1018400000.0,-70000000.0,,0.0,-12400000.0,21400000.0,9300000.0,1892500000.0,979900000.0,21100000.0,891500000.0,-141200000.0,-141200000.0,-4900000.0,-13000000.0,-53300000.0,-53300000.0,-70000000.0,-70000000.0,0.0,0.0,,0.0,1900000.0,1900000.0,13500000.0,64400000.0,-50900000.0,,,800000.0,800000.0,-12400000.0,-12400000.0,1030800000.0,1030800000.0,823700000.0,908100000.0,14600000.0,-10600000.0,-112000000.0,-112000000.0,-56000000.0,15700000.0,15700000.0,23600000.0,-20200000.0,700000.0,16900000.0,600000.0,,-10600000.0,-10600000.0,41400000.0,41400000.0,,-15300000.0,-14400000.0,-900000.0,0.0,173400000.0,2023-03-31
-510900000.0,-8100000.0,,0.0,-7800000.0,17000000.0,120200000.0,1136400000.0,1892500000.0,-800000.0,-755300000.0,-207500000.0,-207500000.0,-5300000.0,-900000.0,-53200000.0,-53200000.0,-8100000.0,-8100000.0,-140000000.0,-140000000.0,,0.0,-44700000.0,-44700000.0,-36900000.0,0.0,-36900000.0,,,0.0,0.0,-7800000.0,-7800000.0,-503100000.0,-503100000.0,-705700000.0,-736500000.0,8500000.0,-11300000.0,34300000.0,34300000.0,19200000.0,-19300000.0,-19300000.0,-700000.0,32800000.0,600000.0,9100000.0,1200000.0,,-6700000.0,-6700000.0,39800000.0,39800000.0,,-9200000.0,-8500000.0,-700000.0,0.0,167800000.0,2023-06-30
729200000.0,0.0,-90000000.0,0.0,-7700000.0,12000000.0,74200000.0,1731700000.0,1136400000.0,-2600000.0,597900000.0,-164900000.0,-164900000.0,-700000.0,-15700000.0,-58500000.0,-58500000.0,0.0,0.0,-90000000.0,-90000000.0,-90000000.0,0.0,25900000.0,25900000.0,33600000.0,71300000.0,-37700000.0,0.0,0.0,,,-6900000.0,-7700000.0,736900000.0,736900000.0,480300000.0,611500000.0,18000000.0,-17300000.0,-103700000.0,-103700000.0,-5700000.0,200000.0,200000.0,-28200000.0,-5700000.0,600000.0,9100000.0,1000000.0,0.0,10400000.0,10400000.0,38800000.0,38800000.0,103100000.0,-11500000.0,-10800000.0,-900000.0,200000.0,208200000.0,2023-09-30
-206100000.0,-5800000.0,-75000000.0,0.0,-17100000.0,6300000.0,82700000.0,1397100000.0,1731700000.0,35100000.0,-369700000.0,-142500000.0,-142500000.0,-2200000.0,-1000000.0,-58500000.0,-58500000.0,-5800000.0,-5800000.0,-75000000.0,230000000.0,,0.0,-38200000.0,-38200000.0,-21400000.0,0.0,-21400000.0,0.0,0.0,,,-17900000.0,-17100000.0,-189000000.0,-189000000.0,-422700000.0,-506300000.0,5800000.0,-4900000.0,64300000.0,64300000.0,23400000.0,600000.0,600000.0,18400000.0,32500000.0,-13700000.0,6200000.0,1200000.0,1800000.0,-8300000.0,-8300000.0,38000000.0,38000000.0,-87000000.0,-3500000.0,-3200000.0,-200000.0,-100000.0,212000000.0,2023-12-31
