free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
1131000000.0,0.0,-4000000.0,-96000000.0,-473000000.0,2156000000.0,1486000000.0,88000000.0,582000000.0,-478000000.0,-478000000.0,9000000.0,-387000000.0,-387000000.0,0.0,0.0,-100000000.0,-100000000.0,-96000000.0,0.0,0.0,,-544000000.0,-544000000.0,-81000000.0,0.0,0.0,0.0,10000000.0,10000000.0,-473000000.0,-473000000.0,-473000000.0,1604000000.0,1604000000.0,130000000.0,717000000.0,-664000000.0,-664000000.0,-664000000.0,510000000.0,871000000.0,871000000.0,-252000000.0,16000000.0,0.0,286000000.0,286000000.0,334000000.0,334000000.0,20000000.0,20000000.0,353000000.0,2022-12-31
130000000.0,-70000000.0,,,-352000000.0,1804000000.0,2156000000.0,14000000.0,-366000000.0,-477000000.0,-477000000.0,-18000000.0,-389000000.0,-389000000.0,-70000000.0,-70000000.0,0.0,0.0,,,,,-371000000.0,-371000000.0,-17000000.0,0.0,0.0,,-2000000.0,-2000000.0,-352000000.0,-352000000.0,-352000000.0,482000000.0,482000000.0,22000000.0,-558000000.0,40000000.0,40000000.0,40000000.0,-319000000.0,-279000000.0,-279000000.0,-117000000.0,24000000.0,252000000.0,6000000.0,6000000.0,396000000.0,396000000.0,-17000000.0,-17000000.0,474000000.0,2023-03-31
989000000.0,-100000000.0,,,-301000000.0,2494000000.0,1804000000.0,-5000000.0,695000000.0,-224000000.0,-224000000.0,-16000000.0,-408000000.0,-408000000.0,-100000000.0,-100000000.0,300000000.0,-200000000.0,,,,,-371000000.0,-371000000.0,-72000000.0,0.0,0.0,,,,-301000000.0,-301000000.0,-301000000.0,1290000000.0,1290000000.0,28000000.0,-47000000.0,-104000000.0,-104000000.0,-104000000.0,-30000000.0,87000000.0,87000000.0,154000000.0,24000000.0,0.0,13000000.0,13000000.0,391000000.0,391000000.0,12000000.0,12000000.0,715000000.0,2023-06-30
1272000000.0,-41000000.0,,0.0,-394000000.0,2844000000.0,2494000000.0,-43000000.0,393000000.0,-844000000.0,-844000000.0,29000000.0,-407000000.0,-407000000.0,-41000000.0,-41000000.0,-425000000.0,0.0,,-425000000.0,,0.0,-429000000.0,-429000000.0,-97000000.0,62000000.0,612000000.0,,,,-394000000.0,-394000000.0,-394000000.0,1666000000.0,1666000000.0,59000000.0,158000000.0,95000000.0,95000000.0,95000000.0,153000000.0,-90000000.0,-90000000.0,264000000.0,23000000.0,25000000.0,29000000.0,29000000.0,367000000.0,367000000.0,-6000000.0,-6000000.0,747000000.0,2023-09-30
1020000000.0,0.0,0.0,0.0,-484000000.0,3405000000.0,2844000000.0,68000000.0,493000000.0,-405000000.0,-405000000.0,1000000.0,-406000000.0,-406000000.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-606000000.0,-606000000.0,-143000000.0,21000000.0,291000000.0,-270000000.0,,,-484000000.0,-484000000.0,,1504000000.0,1504000000.0,60000000.0,716000000.0,110000000.0,110000000.0,110000000.0,214000000.0,392000000.0,392000000.0,-124000000.0,20000000.0,241000000.0,-5000000.0,-5000000.0,380000000.0,380000000.0,31000000.0,31000000.0,185000000.0,2023-12-31
-597000000.0,0.0,-775000000.0,744000000.0,-483000000.0,2331000000.0,3405000000.0,-38000000.0,-1036000000.0,-412000000.0,-412000000.0,27000000.0,-408000000.0,-408000000.0,0.0,0.0,-31000000.0,,,-31000000.0,-775000000.0,744000000.0,-510000000.0,-510000000.0,-27000000.0,,,,,,,,-483000000.0,-114000000.0,-114000000.0,1000000.0,-629000000.0,196000000.0,196000000.0,196000000.0,-108000000.0,-717000000.0,-717000000.0,-376000000.0,34000000.0,0.0,-9000000.0,-9000000.0,365000000.0,365000000.0,27000000.0,27000000.0,473000000.0,2024-03-31
