tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.087404,808000000.0,0.0,0.0,353000000.0,334000000.0,9356000000.0,808000000.0,474000000.0,-69000000.0,85000000.0,16000000.0,353000000.0,351000000.0,9719000000.0,487000000.0,,,,,341000000.0,341000000.0,,351000000.0,-2000000.0,353000000.0,-2000000.0,355000000.0,34000000.0,389000000.0,-29000000.0,-9000000.0,0.0,0.0,-20000000.0,-69000000.0,85000000.0,16000000.0,487000000.0,363000000.0,29000000.0,334000000.0,850000000.0,9356000000.0,10206000000.0,10206000000.0,2022-12-31
-65520000.0,0.26,1406000000.0,-252000000.0,-252000000.0,473000000.0,396000000.0,8864000000.0,1154000000.0,758000000.0,-93000000.0,116000000.0,23000000.0,659480000.0,472000000.0,9282000000.0,713000000.0,327000000.0,326000000.0,1.44,1.45,472000000.0,472000000.0,,472000000.0,-2000000.0,474000000.0,-1000000.0,475000000.0,167000000.0,642000000.0,-230000000.0,5000000.0,-252000000.0,252000000.0,17000000.0,-93000000.0,116000000.0,23000000.0,965000000.0,418000000.0,33000000.0,385000000.0,1383000000.0,8864000000.0,10247000000.0,10247000000.0,2023-03-31
0.0,0.208,1411000000.0,0.0,0.0,716000000.0,391000000.0,8868000000.0,1411000000.0,1020000000.0,-87000000.0,115000000.0,28000000.0,716000000.0,714000000.0,9295000000.0,1011000000.0,326000000.0,325000000.0,2.18,2.18,712000000.0,712000000.0,4000000.0,714000000.0,-1000000.0,715000000.0,-2000000.0,717000000.0,188000000.0,905000000.0,-19000000.0,-7000000.0,0.0,0.0,-12000000.0,-87000000.0,115000000.0,28000000.0,1011000000.0,427000000.0,32000000.0,395000000.0,1438000000.0,8868000000.0,10306000000.0,10306000000.0,2023-06-30
-4250000.0,0.17,1418000000.0,-25000000.0,-25000000.0,746000000.0,367000000.0,9177000000.0,1393000000.0,1026000000.0,-88000000.0,125000000.0,37000000.0,766750000.0,745000000.0,9586000000.0,1014000000.0,325000000.0,324000000.0,2.29,2.29,745000000.0,745000000.0,,745000000.0,-2000000.0,747000000.0,-1000000.0,748000000.0,153000000.0,901000000.0,-50000000.0,-31000000.0,-25000000.0,25000000.0,6000000.0,-88000000.0,125000000.0,37000000.0,1039000000.0,409000000.0,31000000.0,378000000.0,1448000000.0,9177000000.0,10625000000.0,10625000000.0,2023-09-30
-50610000.0,0.21,921000000.0,-241000000.0,-241000000.0,184000000.0,380000000.0,8940000000.0,680000000.0,300000000.0,-80000000.0,121000000.0,41000000.0,374390000.0,183000000.0,9373000000.0,315000000.0,,,,,176000000.0,176000000.0,,183000000.0,-2000000.0,185000000.0,-1000000.0,186000000.0,-7000000.0,179000000.0,-297000000.0,-25000000.0,-241000000.0,241000000.0,-31000000.0,-80000000.0,121000000.0,41000000.0,556000000.0,433000000.0,34000000.0,399000000.0,989000000.0,8940000000.0,9929000000.0,9929000000.0,2023-12-31
0.0,0.204698,1088000000.0,0.0,0.0,472000000.0,365000000.0,8763000000.0,1088000000.0,723000000.0,-86000000.0,127000000.0,41000000.0,472000000.0,471000000.0,9221000000.0,704000000.0,326000000.0,325000000.0,1.44,1.45,471000000.0,471000000.0,,471000000.0,-2000000.0,473000000.0,-1000000.0,474000000.0,122000000.0,596000000.0,-22000000.0,5000000.0,0.0,0.0,-27000000.0,-86000000.0,127000000.0,41000000.0,704000000.0,458000000.0,32000000.0,426000000.0,1162000000.0,8763000000.0,9925000000.0,9925000000.0,2024-03-31
