ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
139159534.0,139159534.0,83665000.0,356122000.0,1116780000.0,267581000.0,356122000.0,83665000.0,1116780000.0,1116780000.0,1116780000.0,1116780000.0,-2316000.0,-2316000.0,-949143000.0,2068225000.0,14000.0,14000.0,0.0,623630000.0,91992000.0,3049000.0,5278000.0,5278000.0,83665000.0,83665000.0,531638000.0,21639000.0,396535000.0,396535000.0,113464000.0,99182000.0,14282000.0,14282000.0,1740410000.0,941191000.0,21903000.0,40477000.0,760658000.0,221530000.0,539128000.0,118153000.0,-25943000.0,144096000.0,28023000.0,78960000.0,30802000.0,6311000.0,0.0,799219000.0,44731000.0,23600000.0,148683000.0,148683000.0,-4113000.0,152796000.0,582205000.0,285493000.0,296712000.0,2022-12-31
140371688.0,140371688.0,82360000.0,346867000.0,1104352000.0,260308000.0,346867000.0,82360000.0,1104352000.0,1104352000.0,1104352000.0,1104352000.0,-2008000.0,-2008000.0,-1012590000.0,2118936000.0,14000.0,14000.0,0.0,606827000.0,92141000.0,4245000.0,5536000.0,5536000.0,82360000.0,82360000.0,514686000.0,22598000.0,403012000.0,403012000.0,89076000.0,69625000.0,19451000.0,19451000.0,1711179000.0,936185000.0,21856000.0,40299000.0,757485000.0,218356000.0,539129000.0,116545000.0,,116545000.0,,116545000.0,,,,774994000.0,41777000.0,24220000.0,106188000.0,106188000.0,-3232000.0,109420000.0,602809000.0,273845000.0,328964000.0,2023-03-31
142200781.0,142200781.0,80204000.0,362166000.0,1116435000.0,278021000.0,362166000.0,80204000.0,1116435000.0,1116435000.0,1116435000.0,1116435000.0,-2001000.0,-2001000.0,-1065471000.0,2183893000.0,14000.0,14000.0,0.0,609517000.0,89632000.0,4283000.0,5145000.0,5145000.0,80204000.0,80204000.0,519885000.0,27468000.0,416788000.0,416788000.0,75629000.0,60090000.0,15539000.0,15539000.0,1725952000.0,928046000.0,18640000.0,42112000.0,754269000.0,214914000.0,539355000.0,113025000.0,,113025000.0,,113025000.0,,,,797906000.0,43711000.0,25655000.0,125577000.0,125577000.0,-3564000.0,129141000.0,602963000.0,290445000.0,312518000.0,2023-06-30
143452776.0,143452776.0,85288000.0,363485000.0,1123751000.0,280391000.0,363485000.0,85288000.0,1123751000.0,1123751000.0,1123751000.0,1123751000.0,-2425000.0,-2425000.0,-1109318000.0,2235480000.0,14000.0,14000.0,0.0,659250000.0,97695000.0,6571000.0,5836000.0,5836000.0,85288000.0,85288000.0,561555000.0,23923000.0,425591000.0,425591000.0,112041000.0,95130000.0,16911000.0,16911000.0,1783001000.0,941055000.0,18682000.0,42232000.0,760266000.0,221158000.0,539108000.0,119875000.0,,119875000.0,,119875000.0,,,,841946000.0,43096000.0,26656000.0,145714000.0,145714000.0,-4324000.0,150038000.0,626480000.0,308162000.0,318318000.0,2023-09-30
144806464.0,144806464.0,81504000.0,395665000.0,1155610000.0,313304000.0,395665000.0,81504000.0,1155610000.0,1155610000.0,1155610000.0,1155610000.0,-1375000.0,-1375000.0,-1138837000.0,2295807000.0,15000.0,15000.0,0.0,737958000.0,95528000.0,6332000.0,7692000.0,7692000.0,81504000.0,81504000.0,642430000.0,27275000.0,501903000.0,501903000.0,113252000.0,100075000.0,13177000.0,13177000.0,1893568000.0,937834000.0,18551000.0,44564000.0,759945000.0,220591000.0,539354000.0,114774000.0,-34985000.0,149759000.0,29681000.0,78516000.0,35251000.0,6311000.0,0.0,955734000.0,42421000.0,28718000.0,206644000.0,206644000.0,-4791000.0,211435000.0,677951000.0,320161000.0,357790000.0,2023-12-31
