free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-119253000.0,-546455000.0,-903035000.0,1711620000.0,-419424000.0,362731000.0,326263000.0,36468000.0,155499000.0,155499000.0,16330000.0,-122961000.0,-122961000.0,-546455000.0,-546455000.0,808585000.0,-584433000.0,0.0,-584433000.0,1393018000.0,-903035000.0,2296053000.0,-419202000.0,-419202000.0,-419202000.0,222000.0,-419424000.0,300171000.0,300171000.0,-661175000.0,-93941000.0,-215952000.0,31745000.0,-247697000.0,-244868000.0,-93566000.0,-93566000.0,5408000.0,-356690000.0,151372000.0,15469000.0,85546000.0,85546000.0,182792000.0,182792000.0,526167000.0,2022-10-31
253994000.0,-1106163000.0,-3599000.0,1447600000.0,-482374000.0,381576000.0,362731000.0,18845000.0,-237997000.0,-237997000.0,2268000.0,-121303000.0,-121303000.0,-1106163000.0,-1106163000.0,987201000.0,990800000.0,,,-3599000.0,-3599000.0,0.0,-479526000.0,-479526000.0,-479526000.0,2848000.0,-482374000.0,736368000.0,736368000.0,-363644000.0,-1937000.0,-598523000.0,-79543000.0,-518980000.0,-572200000.0,53220000.0,53220000.0,16734000.0,220082000.0,165030000.0,15150000.0,68334000.0,68334000.0,192363000.0,192363000.0,659135000.0,2023-01-31
-172026000.0,0.0,-254505000.0,503068000.0,-363141000.0,313064000.0,381576000.0,-68512000.0,101975000.0,101975000.0,-17187000.0,-129401000.0,-129401000.0,0.0,0.0,248563000.0,253068000.0,-250000000.0,503068000.0,-4505000.0,-4505000.0,,-361602000.0,-361602000.0,-361602000.0,1539000.0,-363141000.0,191115000.0,191115000.0,-629327000.0,2126000.0,26551000.0,-176804000.0,203355000.0,116363000.0,86992000.0,86992000.0,-56866000.0,-601138000.0,28630000.0,25083000.0,50442000.0,50442000.0,201907000.0,201907000.0,514380000.0,2023-04-30
130812000.0,0.0,-1459738000.0,1495192000.0,-404794000.0,353018000.0,313064000.0,39954000.0,-92553000.0,-92553000.0,1477000.0,-129484000.0,-129484000.0,0.0,0.0,35454000.0,-1958468000.0,-1455400000.0,,1993922000.0,-4338000.0,,-403099000.0,-403099000.0,-403099000.0,1695000.0,-404794000.0,535606000.0,535606000.0,-186861000.0,-714000.0,51208000.0,164366000.0,-113158000.0,-8553000.0,-104605000.0,-104605000.0,-21492000.0,-215863000.0,28737000.0,8810000.0,7705000.0,7705000.0,208380000.0,208380000.0,468835000.0,2023-07-31
242726000.0,0.0,-103919000.0,0.0,-472572000.0,365447000.0,353018000.0,12429000.0,-232026000.0,-232026000.0,1389000.0,-129496000.0,-129496000.0,0.0,0.0,-103919000.0,401600000.0,-98400000.0,,-505519000.0,-5519000.0,-500000000.0,-470843000.0,-470843000.0,-470843000.0,1729000.0,-472572000.0,715298000.0,715298000.0,162066000.0,-55636000.0,34800000.0,16240000.0,18560000.0,947000.0,,,27512000.0,155390000.0,21634000.0,6811000.0,33011000.0,33011000.0,215530000.0,215530000.0,276246000.0,2023-10-31
490064000.0,0.0,-203461000.0,0.0,-459715000.0,537283000.0,365447000.0,171836000.0,-319464000.0,-319464000.0,13595000.0,-129598000.0,-129598000.0,0.0,0.0,-203461000.0,-198100000.0,-198100000.0,0.0,-5361000.0,-5361000.0,0.0,-458479000.0,-458479000.0,-458479000.0,1236000.0,-459715000.0,949779000.0,949779000.0,322133000.0,87126000.0,-114808000.0,-42991000.0,-71817000.0,-71817000.0,,,-12730000.0,362545000.0,9981000.0,11187000.0,-18311000.0,-18311000.0,222976000.0,222976000.0,401813000.0,2024-01-31
