tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.228,917922000.0,526167000.0,182792000.0,6579696000.0,917922000.0,735130000.0,-53681000.0,53681000.0,526167000.0,526167000.0,8729346000.0,735545000.0,225697000.0,224527000.0,2.33,2.34,526167000.0,526167000.0,526167000.0,526167000.0,526167000.0,155282000.0,681449000.0,-415000.0,-415000.0,-53681000.0,53681000.0,735545000.0,2149650000.0,2149650000.0,2885195000.0,6579696000.0,9464891000.0,9464891000.0,2022-10-31
0.0,0.232096,1125537000.0,659135000.0,192363000.0,7054590000.0,1125537000.0,933174000.0,-74818000.0,74818000.0,659135000.0,659135000.0,9269733000.0,933174000.0,222702000.0,221564000.0,2.96,2.97,659135000.0,659135000.0,659135000.0,659135000.0,659135000.0,199221000.0,858356000.0,0.0,0.0,-74818000.0,74818000.0,933174000.0,2215143000.0,2215143000.0,3148317000.0,7054590000.0,10202907000.0,10202907000.0,2023-01-31
0.0,0.218,942765000.0,514380000.0,201907000.0,6387358000.0,942765000.0,740858000.0,-83038000.0,83038000.0,514380000.0,514380000.0,8601974000.0,740858000.0,220107000.0,219193000.0,2.34,2.35,514380000.0,514380000.0,514380000.0,514380000.0,514380000.0,143440000.0,657820000.0,,,-83038000.0,83038000.0,740858000.0,2214616000.0,2214616000.0,2955474000.0,6387358000.0,9342832000.0,9342832000.0,2023-04-30
0.0,0.229,900694000.0,468835000.0,208380000.0,6751495000.0,900694000.0,692314000.0,-84337000.0,84337000.0,468835000.0,468835000.0,9103867000.0,692314000.0,219952000.0,219403000.0,2.13,2.14,468835000.0,468835000.0,468835000.0,468835000.0,468835000.0,139142000.0,607977000.0,,,-84337000.0,84337000.0,692314000.0,2352372000.0,2352372000.0,3044686000.0,6751495000.0,9796181000.0,9796181000.0,2023-07-31
0.0,0.213,649004000.0,276246000.0,215530000.0,6881554000.0,649004000.0,433474000.0,-82289000.0,82289000.0,276246000.0,276246000.0,9260608000.0,433474000.0,219799000.0,219480000.0,1.26,1.26,276246000.0,276246000.0,276246000.0,276246000.0,276246000.0,74939000.0,351185000.0,,,-82289000.0,82289000.0,433474000.0,2379054000.0,2379054000.0,2812528000.0,6881554000.0,9694082000.0,9694082000.0,2023-10-31
0.0,0.200431,802630000.0,401813000.0,222976000.0,6952178000.0,802630000.0,579654000.0,-77117000.0,77117000.0,401813000.0,401813000.0,9278860000.0,579654000.0,,,,,401813000.0,401813000.0,401813000.0,401813000.0,401813000.0,100724000.0,502537000.0,,,-77117000.0,77117000.0,579654000.0,2326682000.0,2326682000.0,2906336000.0,6952178000.0,9858514000.0,9858514000.0,2024-01-31
