ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,receivables,taxes_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_current_liabilities
223575000.0,223575000.0,5622997000.0,16437830000.0,555517000.0,12079534000.0,1514369000.0,555517000.0,10452102000.0,6093806000.0,12079534000.0,6093806000.0,6093806000.0,-723000.0,-723000.0,2222823000.0,3676077000.0,195629000.0,195629000.0,0.0,22913352000.0,16410705000.0,237456000.0,992479000.0,992479000.0,15180770000.0,9195042000.0,5985728000.0,6502647000.0,1257060000.0,1257060000.0,,,,,5245587000.0,1110505000.0,4135082000.0,8006000.0,8006000.0,4127076000.0,29007158000.0,20990142000.0,55029000.0,5538289000.0,1199700000.0,4338589000.0,15396824000.0,,15396824000.0,,,15396824000.0,,,,,8017016000.0,321481000.0,321481000.0,7144722000.0,7144722000.0,188082000.0,188082000.0,362731000.0,362731000.0,2022-10-31,
219105000.0,219105000.0,6627823000.0,17661099000.0,3483000.0,12551171000.0,1693241000.0,3483000.0,10651700000.0,5541772000.0,12551171000.0,5541772000.0,5541772000.0,43000.0,43000.0,1656140000.0,3693871000.0,191718000.0,191718000.0,0.0,23541595000.0,17653827000.0,220761000.0,1060906000.0,1060906000.0,16372160000.0,9362761000.0,7009399000.0,5887768000.0,1288939000.0,1288939000.0,,,214472000.0,136911000.0,4247446000.0,389193000.0,3858253000.0,305262000.0,8919000.0,3552991000.0,29083367000.0,21502358000.0,57746000.0,5538289000.0,1199700000.0,4338589000.0,15906323000.0,-3909423000.0,19815746000.0,1011788000.0,313615000.0,10885066000.0,5714456000.0,1561440000.0,329381000.0,0.0,7581009000.0,302925000.0,,6760733000.0,6760733000.0,135775000.0,135775000.0,381576000.0,381576000.0,2023-01-31,
219336000.0,219336000.0,6965703000.0,17990353000.0,396962000.0,13214018000.0,1954781000.0,396962000.0,10711586000.0,5935251000.0,12964018000.0,5935251000.0,5935251000.0,648000.0,648000.0,2041118000.0,3701564000.0,191921000.0,191921000.0,0.0,23868682000.0,17768003000.0,227969000.0,1111434000.0,1111434000.0,16428600000.0,9399833000.0,7028767000.0,6100679000.0,1561753000.0,1311753000.0,250000000.0,250000000.0,,,4538926000.0,848757000.0,3690169000.0,10999000.0,10999000.0,3679170000.0,29803933000.0,21748473000.0,63527000.0,5538289000.0,1199700000.0,4338589000.0,16146657000.0,,16146657000.0,,,16146657000.0,,,,,8055460000.0,355688000.0,,7335845000.0,7335845000.0,50863000.0,50863000.0,313064000.0,313064000.0,2023-04-30,
219470000.0,219470000.0,6942197000.0,18035841000.0,759416000.0,13592920000.0,2380057000.0,759416000.0,10740626000.0,6297705000.0,13592920000.0,6297705000.0,6297705000.0,1015000.0,1015000.0,2380451000.0,3724200000.0,192039000.0,192039000.0,0.0,24097852000.0,18063930000.0,240408000.0,1119114000.0,1119114000.0,16704408000.0,9409193000.0,7295215000.0,6033922000.0,1331433000.0,1331433000.0,,,,,4702489000.0,1013594000.0,3688895000.0,7261000.0,7261000.0,3681634000.0,30395557000.0,21981578000.0,63988000.0,5538289000.0,1199700000.0,4338589000.0,16379301000.0,,16379301000.0,,,16379301000.0,,,,,8413979000.0,377772000.0,,7531459000.0,7531459000.0,151730000.0,151730000.0,353018000.0,353018000.0,2023-07-31,
219497254.0,219497254.0,6825398000.0,18086734000.0,913595000.0,13642729000.0,1483988000.0,913595000.0,10895889000.0,6451884000.0,12892729000.0,6451884000.0,6451884000.0,254000.0,254000.0,2527201000.0,3732376000.0,192053000.0,192053000.0,0.0,24172742000.0,17385652000.0,252109000.0,1152125000.0,1152125000.0,15981418000.0,9540573000.0,6440845000.0,6787090000.0,2105316000.0,1355316000.0,750000000.0,750000000.0,,,4681774000.0,1020759000.0,3661015000.0,9237000.0,9237000.0,3651778000.0,30624626000.0,22353548000.0,62551000.0,5538289000.0,1199700000.0,4338589000.0,16752708000.0,,16752708000.0,,,16752708000.0,,,,,8271078000.0,352011000.0,,7356065000.0,7356065000.0,197555000.0,197555000.0,365447000.0,365447000.0,2023-10-31,
219663000.0,219663000.0,6462901000.0,18090766000.0,1210830000.0,13749303000.0,1285023000.0,1210830000.0,11090582000.0,6749119000.0,12980658000.0,6749119000.0,6749119000.0,493000.0,493000.0,2799415000.0,3757005000.0,192206000.0,192206000.0,0.0,24046472000.0,17320771000.0,251949000.0,1133784000.0,1133784000.0,15935038000.0,9703499000.0,6231539000.0,6725701000.0,2155728000.0,1387083000.0,768645000.0,768645000.0,145665000.0,151317000.0,3873719000.0,,3873719000.0,286345000.0,10709000.0,3587374000.0,30795591000.0,22784867000.0,60628000.0,5538289000.0,1199700000.0,4338589000.0,17185950000.0,-4510504000.0,21696454000.0,1189060000.0,539242000.0,11331577000.0,6604870000.0,1688467000.0,343238000.0,0.0,8010724000.0,366913000.0,,6994266000.0,6994266000.0,112262000.0,112262000.0,537283000.0,537283000.0,2024-01-31,399272000.0
