ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
77267000.0,77267000.0,126908000.0,3098087000.0,3601358000.0,498504000.0,3098087000.0,126908000.0,3601358000.0,3601358000.0,3601358000.0,3601358000.0,-10284000.0,-10284000.0,2566688000.0,1044946000.0,8000.0,8000.0,0.0,2346589000.0,420702000.0,195975000.0,124393000.0,100334000.0,100334000.0,1925887000.0,1343643000.0,1343643000.0,26574000.0,26574000.0,555670000.0,353477000.0,202193000.0,74323000.0,74323000.0,127870000.0,5947947000.0,3523556000.0,55826000.0,1571746000.0,1571746000.0,41978000.0,41978000.0,41978000.0,503271000.0,95720000.0,407551000.0,1350735000.0,-449726000.0,1800461000.0,64238000.0,285202000.0,702656000.0,223477000.0,466003000.0,58885000.0,0.0,2424391000.0,16762000.0,69124000.0,338752000.0,69436000.0,96558000.0,172758000.0,1000169000.0,140484000.0,859685000.0,-10343000.0,870028000.0,999584000.0,57534000.0,942050000.0,229129000.0,712921000.0,2022-12-31
76516000.0,76516000.0,126778000.0,2972507000.0,3480049000.0,327284000.0,2972507000.0,126778000.0,3480049000.0,3480049000.0,3480049000.0,3480049000.0,1835000.0,1835000.0,2373513000.0,1104693000.0,8000.0,8000.0,0.0,2421399000.0,416801000.0,191258000.0,126541000.0,99002000.0,99002000.0,2004598000.0,1376789000.0,1376789000.0,27776000.0,27776000.0,600033000.0,364434000.0,235599000.0,105038000.0,105038000.0,130561000.0,5901448000.0,3569566000.0,54301000.0,1589640000.0,1589640000.0,37379000.0,37379000.0,37379000.0,507542000.0,93320000.0,414222000.0,1380704000.0,,1380704000.0,,,1380704000.0,,,,,2331882000.0,22509000.0,84363000.0,311885000.0,74125000.0,91325000.0,146435000.0,1029098000.0,144668000.0,884430000.0,-11192000.0,895622000.0,884027000.0,51644000.0,832383000.0,181437000.0,650946000.0,2023-03-31
76532000.0,76532000.0,133420000.0,3134240000.0,3638301000.0,358391000.0,3134240000.0,133420000.0,3638301000.0,3638301000.0,3638301000.0,3638301000.0,11343000.0,11343000.0,2485327000.0,1141623000.0,8000.0,8000.0,0.0,2506249000.0,399184000.0,181225000.0,113309000.0,104650000.0,104650000.0,2107065000.0,1396747000.0,1396747000.0,28770000.0,28770000.0,681548000.0,423775000.0,257773000.0,147618000.0,147618000.0,110155000.0,6144550000.0,3679094000.0,138161000.0,1605926000.0,1605926000.0,26023000.0,26023000.0,26023000.0,504061000.0,89296000.0,414765000.0,1404923000.0,,1404923000.0,,,1404923000.0,,,,,2465456000.0,22708000.0,76608000.0,312736000.0,63475000.0,100468000.0,148793000.0,1045643000.0,137248000.0,908395000.0,-13244000.0,921639000.0,1007761000.0,55805000.0,951956000.0,192549000.0,759407000.0,2023-06-30
76588000.0,76588000.0,126800000.0,3314830000.0,3801866000.0,578818000.0,3314830000.0,126800000.0,3801866000.0,3801866000.0,3801866000.0,3801866000.0,2047000.0,2047000.0,2606754000.0,1193057000.0,8000.0,8000.0,0.0,2516685000.0,393699000.0,178733000.0,116443000.0,98523000.0,98523000.0,2122986000.0,1408831000.0,1408831000.0,28277000.0,28277000.0,685878000.0,429010000.0,256868000.0,157175000.0,157175000.0,99693000.0,6318551000.0,3616747000.0,132429000.0,1591791000.0,1591791000.0,18137000.0,18137000.0,18137000.0,487036000.0,82741000.0,404295000.0,1387354000.0,,1387354000.0,,,1387354000.0,,,,,2701804000.0,34156000.0,59496000.0,296189000.0,57875000.0,98633000.0,139681000.0,1028158000.0,123980000.0,904178000.0,-13155000.0,917333000.0,1283805000.0,44792000.0,1239013000.0,250984000.0,988029000.0,2023-09-30
76589114.0,76589114.0,126619000.0,3128841000.0,3630489000.0,380007000.0,3128841000.0,126619000.0,3630489000.0,3630489000.0,3630489000.0,3630489000.0,21168000.0,21168000.0,2447174000.0,1162140000.0,7000.0,7000.0,0.0,2453388000.0,386777000.0,173065000.0,116744000.0,96968000.0,96968000.0,2066611000.0,1427706000.0,1427706000.0,29651000.0,29651000.0,609254000.0,458026000.0,151228000.0,38103000.0,38103000.0,113125000.0,6083877000.0,3637259000.0,128682000.0,1590045000.0,1590045000.0,8022000.0,8022000.0,8022000.0,501648000.0,82118000.0,419530000.0,1408862000.0,-550762000.0,1959624000.0,62216000.0,245722000.0,821804000.0,248453000.0,517554000.0,63875000.0,0.0,2446618000.0,77335000.0,52487000.0,296902000.0,60151000.0,91259000.0,145492000.0,1047152000.0,143728000.0,903424000.0,-14893000.0,918317000.0,972742000.0,35304000.0,937438000.0,49756000.0,887682000.0,2023-12-31
