tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,157811000.0,41775000.0,33697000.0,283814000.0,157811000.0,124114000.0,2760000.0,2760000.0,41775000.0,41775000.0,777401000.0,112661000.0,77683000.0,77541000.0,0.54,0.54,41775000.0,41775000.0,41775000.0,41775000.0,41775000.0,73546000.0,115321000.0,-11553000.0,-100000.0,2760000.0,2760000.0,124114000.0,493587000.0,83520000.0,410067000.0,617701000.0,283814000.0,901515000.0,901515000.0,2022-12-31
0.0,0.348,169336000.0,87798000.0,35820000.0,282493000.0,169336000.0,133516000.0,2337000.0,2337000.0,87798000.0,87798000.0,809631000.0,133516000.0,77111000.0,76921000.0,1.14,1.14,87798000.0,87798000.0,87798000.0,87798000.0,87798000.0,46826000.0,134624000.0,-1229000.0,-1229000.0,2337000.0,2337000.0,133516000.0,527138000.0,87447000.0,439691000.0,660654000.0,282493000.0,943147000.0,943147000.0,2023-03-31
0.0,0.348,207750000.0,111814000.0,35819000.0,288564000.0,207750000.0,171931000.0,4421000.0,4421000.0,111814000.0,111814000.0,830242000.0,171931000.0,76689000.0,76524000.0,1.46,1.46,111814000.0,111814000.0,111814000.0,111814000.0,111814000.0,59775000.0,171589000.0,-4763000.0,-4763000.0,4421000.0,4421000.0,171931000.0,541678000.0,88485000.0,453193000.0,713609000.0,288564000.0,1002173000.0,1002173000.0,2023-06-30
0.0,0.251,203376000.0,121427000.0,37030000.0,297138000.0,203376000.0,166346000.0,5522000.0,5522000.0,121427000.0,121427000.0,793868000.0,166346000.0,76826000.0,76569000.0,1.58,1.59,121427000.0,121427000.0,121427000.0,121427000.0,121427000.0,40684000.0,162111000.0,-9757000.0,-9757000.0,5522000.0,5522000.0,166346000.0,496730000.0,88738000.0,407992000.0,663076000.0,297138000.0,960214000.0,960214000.0,2023-09-30
0.0,0.282658,218593000.0,124014000.0,33732000.0,287202000.0,218593000.0,184861000.0,4978000.0,4978000.0,124014000.0,124014000.0,771865000.0,171545000.0,75802000.0,75703000.0,1.64,1.64,124014000.0,124014000.0,124014000.0,124014000.0,124014000.0,48866000.0,172880000.0,-16959000.0,-3643000.0,4978000.0,4978000.0,184861000.0,484663000.0,82160000.0,402503000.0,669524000.0,287202000.0,956726000.0,956726000.0,2023-12-31
