free_cash_flow,repurchase_of_capital_stock,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date,asset_impairment_charge
91503000.0,-160000000.0,0.0,-53204000.0,942355000.0,1044738000.0,8908000.0,-111291000.0,-200188000.0,-200188000.0,-40188000.0,-160000000.0,-160000000.0,0.0,-55810000.0,-55810000.0,-68000.0,-2538000.0,4998000.0,-7536000.0,0.0,0.0,-53204000.0,-53204000.0,144707000.0,144707000.0,57971000.0,44032000.0,79321000.0,91436000.0,-12115000.0,-9423000.0,-2692000.0,-2692000.0,-33074000.0,-21573000.0,-10735000.0,-10735000.0,22836000.0,34688000.0,-46260000.0,-46260000.0,33697000.0,33697000.0,,41775000.0,2022-12-31,
135776000.0,-292360000.0,14256000.0,-64119000.0,832681000.0,942355000.0,2221000.0,-111895000.0,-258961000.0,-258961000.0,19143000.0,-278104000.0,-292360000.0,14256000.0,-52829000.0,-52829000.0,6000.0,11284000.0,13655000.0,-2371000.0,,,-64119000.0,-64119000.0,199895000.0,199895000.0,37618000.0,27662000.0,45532000.0,37420000.0,8112000.0,5993000.0,2119000.0,2119000.0,-26850000.0,24008000.0,-32734000.0,-32734000.0,19341000.0,37735000.0,-18417000.0,-18417000.0,35820000.0,35820000.0,35820000.0,87798000.0,2023-03-31,
193232000.0,0.0,0.0,-58545000.0,952298000.0,832681000.0,-5744000.0,125361000.0,-931000.0,-931000.0,-931000.0,0.0,0.0,0.0,-125485000.0,-125485000.0,68000.0,7992000.0,7994000.0,-2000.0,,,-58545000.0,-58545000.0,251777000.0,251777000.0,66505000.0,29056000.0,73288000.0,102864000.0,-29576000.0,-16344000.0,-13232000.0,-13232000.0,10051000.0,-4944000.0,-40946000.0,-40946000.0,18050000.0,37860000.0,-18271000.0,-18271000.0,35819000.0,35819000.0,,111814000.0,2023-06-30,
265568000.0,0.0,12339000.0,-21638000.0,1239350000.0,952298000.0,-7682000.0,294734000.0,11833000.0,11833000.0,-506000.0,12339000.0,0.0,12339000.0,-4305000.0,-4305000.0,54000.0,19278000.0,19278000.0,0.0,-1999000.0,-1999000.0,-21638000.0,-21638000.0,287206000.0,287206000.0,56801000.0,26176000.0,6095000.0,15740000.0,-9645000.0,-12779000.0,3134000.0,3134000.0,18572000.0,12575000.0,-6617000.0,-6617000.0,15078000.0,39602000.0,13939000.0,13939000.0,37030000.0,37030000.0,,121427000.0,2023-09-30,
13484000.0,-300000000.0,0.0,-33414000.0,938519000.0,1239350000.0,15876000.0,-316707000.0,-350281000.0,-350281000.0,-50281000.0,-300000000.0,-300000000.0,0.0,-13324000.0,-13324000.0,150000.0,19940000.0,20477000.0,-537000.0,0.0,0.0,-33414000.0,-33414000.0,46898000.0,46898000.0,-168816000.0,3820000.0,-94063000.0,-109697000.0,15634000.0,15427000.0,207000.0,207000.0,-52786000.0,-1470000.0,-24317000.0,-24317000.0,13371000.0,38829000.0,4107000.0,4107000.0,33732000.0,33732000.0,,124014000.0,2023-12-31,1661000.0
