free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-138000000.0,-3485000000.0,0.0,0.0,-530000000.0,264000000.0,2800000000.0,3013000000.0,-213000000.0,-3753000000.0,-3753000000.0,-312000000.0,144000000.0,-100000000.0,-100000000.0,-3485000000.0,-3485000000.0,0.0,0.0,0.0,0.0,3148000000.0,3148000000.0,3678000000.0,5884000000.0,-2206000000.0,0.0,0.0,-530000000.0,-530000000.0,392000000.0,392000000.0,-873000000.0,42000000.0,-1009000000.0,-92000000.0,-917000000.0,-917000000.0,247000000.0,-563000000.0,410000000.0,410000000.0,-45000000.0,745000000.0,-532000000.0,-532000000.0,406000000.0,406000000.0,11000000.0,11000000.0,680000000.0,2022-10-31
1739000000.0,-1213000000.0,0.0,0.0,-509000000.0,32000000.0,3389000000.0,2800000000.0,589000000.0,-1656000000.0,-1656000000.0,-351000000.0,6000000.0,-98000000.0,-98000000.0,-1213000000.0,-1213000000.0,0.0,0.0,0.0,0.0,-3000000.0,-3000000.0,506000000.0,2633000000.0,-2127000000.0,0.0,0.0,-509000000.0,-509000000.0,2248000000.0,2248000000.0,287000000.0,150000000.0,-27000000.0,166000000.0,-193000000.0,-193000000.0,-210000000.0,-706000000.0,1080000000.0,1080000000.0,20000000.0,738000000.0,-647000000.0,-647000000.0,426000000.0,426000000.0,10000000.0,10000000.0,1414000000.0,2023-01-31
2663000000.0,0.0,,,-248000000.0,,5079000000.0,3389000000.0,1690000000.0,-380000000.0,-380000000.0,-527000000.0,246000000.0,-99000000.0,-99000000.0,0.0,0.0,,,,,-841000000.0,-841000000.0,-510000000.0,2512000000.0,-3022000000.0,-83000000.0,-83000000.0,-248000000.0,-248000000.0,2911000000.0,2911000000.0,904000000.0,105000000.0,700000000.0,689000000.0,11000000.0,11000000.0,-215000000.0,566000000.0,-252000000.0,-252000000.0,-34000000.0,735000000.0,-1135000000.0,-1135000000.0,384000000.0,384000000.0,14000000.0,14000000.0,2043000000.0,2023-04-30
6059000000.0,-3067000000.0,,,-289000000.0,,5882000000.0,5079000000.0,803000000.0,-5099000000.0,-5099000000.0,-683000000.0,1000000.0,-100000000.0,,-3067000000.0,-3067000000.0,,,,,-446000000.0,-446000000.0,-157000000.0,2599000000.0,-2756000000.0,0.0,0.0,-289000000.0,-289000000.0,6348000000.0,6348000000.0,-174000000.0,131000000.0,2764000000.0,1986000000.0,778000000.0,778000000.0,-377000000.0,295000000.0,-2987000000.0,-2987000000.0,-68000000.0,841000000.0,-746000000.0,-746000000.0,365000000.0,365000000.0,-59000000.0,-59000000.0,6189000000.0,2023-07-31
7054000000.0,-3807000000.0,0.0,,-278000000.0,4348000000.0,5519000000.0,5882000000.0,-363000000.0,-4525000000.0,-4525000000.0,-777000000.0,156000000.0,-97000000.0,,-3807000000.0,-3807000000.0,0.0,0.0,0.0,,-3170000000.0,-3170000000.0,-2892000000.0,2890000000.0,-5782000000.0,0.0,0.0,-278000000.0,-278000000.0,7332000000.0,7332000000.0,-2733000000.0,-28000000.0,-1261000000.0,-1722000000.0,461000000.0,461000000.0,255000000.0,-456000000.0,-1243000000.0,-1243000000.0,-68000000.0,979000000.0,-530000000.0,-530000000.0,372000000.0,372000000.0,69000000.0,69000000.0,9243000000.0,2023-10-31
11245000000.0,-2659000000.0,0.0,,-254000000.0,1873000000.0,7280000000.0,5519000000.0,1761000000.0,-3629000000.0,-3629000000.0,-871000000.0,0.0,-99000000.0,,-2659000000.0,-2659000000.0,0.0,0.0,0.0,,-6109000000.0,-6109000000.0,-5855000000.0,1781000000.0,-7636000000.0,0.0,0.0,-254000000.0,-254000000.0,11499000000.0,11499000000.0,-1719000000.0,306000000.0,1353000000.0,1072000000.0,281000000.0,281000000.0,-1185000000.0,-503000000.0,-1690000000.0,-1690000000.0,-108000000.0,994000000.0,-78000000.0,-78000000.0,387000000.0,387000000.0,-262000000.0,-262000000.0,12285000000.0,2024-01-31
