tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,1084000000.0,0.0,0.0,680000000.0,406000000.0,2754000000.0,1084000000.0,678000000.0,23000000.0,65000000.0,88000000.0,680000000.0,680000000.0,5330000000.0,601000000.0,2499000000.0,2483000000.0,0.27,0.27,680000000.0,680000000.0,680000000.0,680000000.0,680000000.0,-67000000.0,613000000.0,-11000000.0,-11000000.0,0.0,0.0,23000000.0,65000000.0,88000000.0,601000000.0,2576000000.0,1945000000.0,631000000.0,3177000000.0,2754000000.0,5931000000.0,5931000000.0,2022-10-31
0.0,0.21,1778000000.0,0.0,0.0,1414000000.0,426000000.0,2218000000.0,1778000000.0,1352000000.0,51000000.0,64000000.0,115000000.0,1414000000.0,1414000000.0,4795000000.0,1256000000.0,2477000000.0,2464000000.0,0.57,0.57,1414000000.0,1414000000.0,1414000000.0,1414000000.0,1414000000.0,-126000000.0,1288000000.0,-19000000.0,-19000000.0,0.0,0.0,51000000.0,64000000.0,115000000.0,1256000000.0,2577000000.0,1952000000.0,625000000.0,3833000000.0,2218000000.0,6051000000.0,6051000000.0,2023-01-31
0.0,0.075,2659000000.0,0.0,0.0,2043000000.0,384000000.0,2544000000.0,2659000000.0,2275000000.0,84000000.0,66000000.0,150000000.0,2043000000.0,2043000000.0,5052000000.0,2140000000.0,2490000000.0,2470000000.0,0.82,0.83,2043000000.0,2043000000.0,2043000000.0,2043000000.0,2043000000.0,166000000.0,2209000000.0,-15000000.0,-15000000.0,0.0,0.0,84000000.0,66000000.0,150000000.0,2140000000.0,2508000000.0,1875000000.0,633000000.0,4648000000.0,2544000000.0,7192000000.0,7192000000.0,2023-04-30
0.0,0.114,7411000000.0,0.0,0.0,6188000000.0,365000000.0,4045000000.0,7411000000.0,7046000000.0,122000000.0,65000000.0,187000000.0,6188000000.0,6188000000.0,6707000000.0,6800000000.0,2499000000.0,2473000000.0,2.48,2.5,6188000000.0,6188000000.0,6188000000.0,6188000000.0,6188000000.0,793000000.0,6981000000.0,59000000.0,59000000.0,0.0,0.0,122000000.0,65000000.0,187000000.0,6800000000.0,2662000000.0,2040000000.0,622000000.0,9462000000.0,4045000000.0,13507000000.0,13507000000.0,2023-07-31
0.0,0.122,10957000000.0,0.0,0.0,9243000000.0,372000000.0,4720000000.0,10957000000.0,10585000000.0,171000000.0,63000000.0,234000000.0,9243000000.0,9243000000.0,7703000000.0,10417000000.0,2494000000.0,2468000000.0,3.71,3.75,9243000000.0,9243000000.0,9243000000.0,9243000000.0,9243000000.0,1279000000.0,10522000000.0,-66000000.0,-66000000.0,0.0,0.0,171000000.0,63000000.0,234000000.0,10417000000.0,2983000000.0,2294000000.0,689000000.0,13400000000.0,4720000000.0,18120000000.0,18120000000.0,2023-10-31
0.0,0.129094,14556000000.0,0.0,0.0,12285000000.0,387000000.0,5312000000.0,14556000000.0,14169000000.0,231000000.0,63000000.0,294000000.0,12285000000.0,12285000000.0,8489000000.0,13614000000.0,,,,,12285000000.0,12285000000.0,12285000000.0,12285000000.0,12285000000.0,1821000000.0,14106000000.0,261000000.0,261000000.0,0.0,0.0,231000000.0,63000000.0,294000000.0,13614000000.0,3177000000.0,2465000000.0,712000000.0,16791000000.0,5312000000.0,22103000000.0,22103000000.0,2024-01-31
