ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
382208498.0,382208498.0,30740000000.0,33096000000.0,13643000000.0,45297000000.0,-3277000000.0,15621000000.0,1442000000.0,13643000000.0,1978000000.0,42646000000.0,17522000000.0,1901000000.0,15621000000.0,-11000000.0,-11000000.0,7454000000.0,8178000000.0,6200000000.0,1978000000.0,60519000000.0,50172000000.0,4675000000.0,422000000.0,422000000.0,6149000000.0,6149000000.0,27961000000.0,936000000.0,27025000000.0,2754000000.0,10347000000.0,2686000000.0,167000000.0,167000000.0,5135000000.0,506000000.0,4629000000.0,4629000000.0,2359000000.0,2359000000.0,2359000000.0,78041000000.0,70971000000.0,3392000000.0,467000000.0,4003000000.0,3998000000.0,5000000.0,5000000.0,54928000000.0,-12366000000.0,67294000000.0,4551000000.0,1882000000.0,7070000000.0,3098000000.0,248000000.0,474000000.0,2336000000.0,1695000000.0,-347000000.0,2042000000.0,914000000.0,914000000.0,2022-12-31,
382659081.0,382659081.0,32465000000.0,34647000000.0,13670000000.0,46971000000.0,-1156000000.0,15648000000.0,1346000000.0,13670000000.0,1978000000.0,45090000000.0,17549000000.0,1901000000.0,15648000000.0,-9000000.0,-9000000.0,7456000000.0,8201000000.0,6223000000.0,1978000000.0,61305000000.0,52939000000.0,4590000000.0,413000000.0,413000000.0,6280000000.0,6280000000.0,30368000000.0,926000000.0,29442000000.0,2733000000.0,8366000000.0,2120000000.0,172000000.0,172000000.0,4279000000.0,420000000.0,3859000000.0,3859000000.0,1795000000.0,1795000000.0,1795000000.0,78854000000.0,71644000000.0,3362000000.0,458000000.0,4157000000.0,4155000000.0,2000000.0,2000000.0,55516000000.0,-12613000000.0,68129000000.0,,1669000000.0,7210000000.0,3346000000.0,311000000.0,500000000.0,2217000000.0,1451000000.0,-323000000.0,1774000000.0,836000000.0,836000000.0,2023-03-31,
383248837.0,383248837.0,33285000000.0,34711000000.0,13815000000.0,47295000000.0,-1411000000.0,15793000000.0,1231000000.0,13815000000.0,1978000000.0,45223000000.0,17694000000.0,1901000000.0,15793000000.0,-8000000.0,-8000000.0,7553000000.0,8248000000.0,6270000000.0,1978000000.0,61857000000.0,53030000000.0,4402000000.0,409000000.0,409000000.0,6429000000.0,6429000000.0,30346000000.0,916000000.0,29430000000.0,2709000000.0,8827000000.0,2499000000.0,173000000.0,173000000.0,4365000000.0,315000000.0,4050000000.0,4050000000.0,1790000000.0,1790000000.0,1790000000.0,79551000000.0,72135000000.0,3301000000.0,458000000.0,4198000000.0,4198000000.0,,,55557000000.0,-12773000000.0,68330000000.0,,1545000000.0,7416000000.0,4149000000.0,88000000.0,511000000.0,2473000000.0,1717000000.0,-335000000.0,2052000000.0,195000000.0,195000000.0,2023-06-30,
383567856.0,383567856.0,33030000000.0,34768000000.0,13692000000.0,47168000000.0,-1792000000.0,15670000000.0,1292000000.0,13692000000.0,1978000000.0,45202000000.0,17571000000.0,1901000000.0,15670000000.0,-8000000.0,-8000000.0,7399000000.0,8279000000.0,6301000000.0,1978000000.0,62593000000.0,53566000000.0,4747000000.0,402000000.0,402000000.0,6507000000.0,6507000000.0,30645000000.0,1113000000.0,29532000000.0,2695000000.0,9027000000.0,2621000000.0,175000000.0,175000000.0,4123000000.0,179000000.0,3944000000.0,3944000000.0,2108000000.0,2108000000.0,2108000000.0,80164000000.0,72929000000.0,3236000000.0,549000000.0,4024000000.0,4024000000.0,,,56346000000.0,-13040000000.0,69386000000.0,,1606000000.0,7235000000.0,2890000000.0,102000000.0,505000000.0,3292000000.0,2363000000.0,-341000000.0,2704000000.0,446000000.0,446000000.0,2023-09-30,
383924912.0,383924912.0,33745000000.0,35311000000.0,13828000000.0,47918000000.0,-1787000000.0,15501000000.0,1221000000.0,13828000000.0,1673000000.0,45817000000.0,17944000000.0,2443000000.0,15501000000.0,-9000000.0,-9000000.0,7499000000.0,8011000000.0,6338000000.0,1673000000.0,63814000000.0,55216000000.0,4626000000.0,415000000.0,415000000.0,6672000000.0,6672000000.0,31417000000.0,1101000000.0,30316000000.0,2666000000.0,8598000000.0,2544000000.0,177000000.0,177000000.0,3894000000.0,120000000.0,3774000000.0,3774000000.0,1983000000.0,1983000000.0,1983000000.0,81758000000.0,74947000000.0,4017000000.0,501000000.0,4227000000.0,4227000000.0,,,57305000000.0,-13024000000.0,70329000000.0,5590000000.0,1664000000.0,6811000000.0,3069000000.0,112000000.0,527000000.0,2758000000.0,2016000000.0,-360000000.0,2376000000.0,345000000.0,345000000.0,2023-12-31,0.0
