tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-3220183.486239,0.247706,500000000.0,-13000000.0,-13000000.0,246000000.0,89000000.0,410000000.0,487000000.0,398000000.0,-65000000.0,71000000.0,6000000.0,255779816.513761,246000000.0,902000000.0,306000000.0,183900000.0,183200000.0,1.34,1.34,246000000.0,246000000.0,246000000.0,,246000000.0,246000000.0,81000000.0,327000000.0,4000000.0,14000000.0,-12000000.0,82000000.0,3000000.0,-1000000.0,-65000000.0,71000000.0,6000000.0,388000000.0,492000000.0,,89000000.0,89000000.0,403000000.0,880000000.0,410000000.0,1290000000.0,1290000000.0,2022-12-31
-400000.0,0.01,710000000.0,-40000000.0,-40000000.0,501000000.0,88000000.0,428000000.0,670000000.0,582000000.0,-48000000.0,76000000.0,28000000.0,540600000.0,501000000.0,902000000.0,554000000.0,184100000.0,183300000.0,2.72,2.73,501000000.0,501000000.0,501000000.0,,501000000.0,501000000.0,5000000.0,506000000.0,-14000000.0,24000000.0,-14000000.0,14000000.0,2000000.0,-26000000.0,-48000000.0,76000000.0,28000000.0,568000000.0,474000000.0,,88000000.0,88000000.0,386000000.0,1042000000.0,428000000.0,1470000000.0,1470000000.0,2023-03-31
-2340000.0,0.234,681000000.0,-10000000.0,-10000000.0,377000000.0,93000000.0,426000000.0,671000000.0,578000000.0,-71000000.0,86000000.0,15000000.0,384660000.0,377000000.0,934000000.0,550000000.0,184100000.0,183500000.0,2.05,2.05,377000000.0,377000000.0,377000000.0,,377000000.0,377000000.0,115000000.0,492000000.0,3000000.0,12000000.0,-10000000.0,10000000.0,1000000.0,,-71000000.0,86000000.0,15000000.0,560000000.0,508000000.0,,93000000.0,93000000.0,415000000.0,1068000000.0,426000000.0,1494000000.0,1494000000.0,2023-06-30
-4975000.0,0.199,692000000.0,-25000000.0,-25000000.0,389000000.0,95000000.0,,667000000.0,572000000.0,-66000000.0,85000000.0,19000000.0,409025000.0,389000000.0,910000000.0,535000000.0,184000000.0,183300000.0,2.11,2.12,389000000.0,389000000.0,389000000.0,-1000000.0,390000000.0,390000000.0,97000000.0,487000000.0,-9000000.0,7000000.0,-27000000.0,27000000.0,9000000.0,2000000.0,-66000000.0,85000000.0,19000000.0,562000000.0,910000000.0,412000000.0,95000000.0,95000000.0,403000000.0,,,1472000000.0,1472000000.0,2023-09-30
,,,,,,,,,,,,,,,,,183600000.0,182700000.0,1.85,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-31
