free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
21917000.0,-18000.0,-57875000.0,60000000.0,387628000.0,-44835000.0,11481000.0,36786000.0,37141000.0,-355000.0,326276000.0,326276000.0,-413000.0,-63046000.0,-3120000.0,-59926000.0,0.0,0.0,387610000.0,-18000.0,387628000.0,2125000.0,2125000.0,-57875000.0,60000000.0,-393383000.0,-393383000.0,-348548000.0,0.0,-348548000.0,-44835000.0,66752000.0,66752000.0,-25884000.0,-3717000.0,2565000.0,-15743000.0,-15743000.0,-15743000.0,,-2635000.0,-2635000.0,-6563000.0,9716000.0,,43609000.0,43609000.0,-12959000.0,-12959000.0,56568000.0,166000.0,128000.0,45708000.0,2022-12-31
75271000.0,-1748000.0,-350379000.0,646925000.0,652597000.0,-44235000.0,13307000.0,269857000.0,36786000.0,233071000.0,879443000.0,879443000.0,-2807000.0,-65145000.0,-3112000.0,-62033000.0,,,650849000.0,-1748000.0,652597000.0,296546000.0,296546000.0,-350379000.0,646925000.0,-765878000.0,-765878000.0,-721643000.0,16239000.0,-737882000.0,-44235000.0,119506000.0,119506000.0,15302000.0,-6063000.0,3467000.0,15304000.0,15304000.0,15304000.0,1201000.0,1393000.0,1393000.0,-6867000.0,8178000.0,188000.0,51139000.0,51139000.0,-8290000.0,-8290000.0,59429000.0,-12004000.0,-12004000.0,63570000.0,2023-03-31
35332000.0,-40000.0,-4165000.0,0.0,0.0,-47851000.0,13601000.0,136282000.0,269857000.0,-133575000.0,-86927000.0,-86927000.0,-235000.0,-82487000.0,-3121000.0,-79366000.0,,,-40000.0,-40000.0,0.0,-4165000.0,-4165000.0,-4165000.0,0.0,-129831000.0,-129831000.0,-81980000.0,0.0,-81980000.0,-47851000.0,83183000.0,83183000.0,-26929000.0,-12223000.0,2398000.0,-16964000.0,-16964000.0,-16964000.0,141000.0,-281000.0,-281000.0,-7451000.0,7956000.0,0.0,52561000.0,52561000.0,-6232000.0,-6232000.0,58793000.0,136000.0,136000.0,56910000.0,2023-06-30
33713000.0,-103000.0,-367000.0,0.0,298137000.0,-75159000.0,12918000.0,83268000.0,136282000.0,-53014000.0,215185000.0,215185000.0,0.0,-82482000.0,-3112000.0,-79370000.0,,,298034000.0,-103000.0,298137000.0,-367000.0,-367000.0,-367000.0,0.0,-377071000.0,-377071000.0,-301912000.0,0.0,-301912000.0,-75159000.0,108872000.0,108872000.0,-3843000.0,-20526000.0,-13173000.0,33923000.0,,,780000.0,-4847000.0,-4847000.0,-10586000.0,8166000.0,0.0,53208000.0,53208000.0,-7241000.0,-7241000.0,60449000.0,137000.0,137000.0,61790000.0,2023-09-30
16668000.0,-23000.0,-2580000.0,0.0,324998000.0,-99319000.0,14791000.0,33444000.0,83268000.0,-49824000.0,237855000.0,237855000.0,0.0,-84540000.0,-3121000.0,-81419000.0,,,324975000.0,-23000.0,324998000.0,-2580000.0,-2580000.0,-2580000.0,0.0,-403666000.0,-403666000.0,-181647000.0,10789000.0,-192436000.0,-99319000.0,115987000.0,115987000.0,-4278000.0,13005000.0,6216000.0,-27605000.0,,,2598000.0,1508000.0,1508000.0,-7384000.0,9338000.0,0.0,57720000.0,57720000.0,-8119000.0,-8119000.0,65839000.0,-6730000.0,-6730000.0,67321000.0,2023-12-31
53855000.0,-1989000.0,-3937000.0,1129875000.0,290116000.0,-79901000.0,11049000.0,336960000.0,33444000.0,303516000.0,1323542000.0,1323542000.0,-3679000.0,-86844000.0,-3111000.0,-83733000.0,,,288127000.0,-1989000.0,290116000.0,1125938000.0,1125938000.0,-3937000.0,1129875000.0,-1153782000.0,-1153782000.0,-1073881000.0,0.0,-1073881000.0,-79901000.0,133756000.0,133756000.0,7745000.0,-16070000.0,4556000.0,21093000.0,,,-1432000.0,-402000.0,-402000.0,-6179000.0,9088000.0,0.0,58687000.0,58687000.0,-7591000.0,-7591000.0,66278000.0,138000.0,138000.0,64277000.0,2024-03-31
