tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-7980.0,0.21,115984000.0,-38000.0,-38000.0,43277000.0,43609000.0,55014000.0,115946000.0,59378000.0,-13670000.0,13670000.0,43307020.0,43277000.0,118356000.0,184558000.0,184162000.0,0.22,0.22,40722000.0,40722000.0,240000.0,2315000.0,43277000.0,-2431000.0,45708000.0,45708000.0,45708000.0,-853000.0,-815000.0,-38000.0,38000.0,0.0,-13670000.0,13670000.0,60231000.0,76301000.0,56568000.0,56568000.0,19733000.0,19733000.0,19733000.0,136532000.0,42055000.0,178587000.0,178587000.0,2022-12-31
2547930.0,0.21,124567000.0,12133000.0,12133000.0,60506000.0,51139000.0,51115000.0,136700000.0,77271000.0,-13701000.0,13701000.0,50920930.0,60506000.0,120451000.0,195779007.0,195366969.0,0.3,0.3,57872000.0,57872000.0,320000.0,2314000.0,60506000.0,-3064000.0,63570000.0,63570000.0,63570000.0,11486000.0,-647000.0,,,12133000.0,-13701000.0,13701000.0,65785000.0,77626000.0,59429000.0,59429000.0,18197000.0,18197000.0,18197000.0,143411000.0,42825000.0,186236000.0,186236000.0,2023-03-31
0.0,0.21,132883000.0,0.0,0.0,54193000.0,52561000.0,50542000.0,132883000.0,74090000.0,-17180000.0,17180000.0,54193000.0,54193000.0,121370000.0,200667250.0,200610890.0,0.26,0.26,51560000.0,51560000.0,318000.0,2315000.0,54193000.0,-2717000.0,56910000.0,56910000.0,56910000.0,-306000.0,-306000.0,0.0,,,-17180000.0,17180000.0,74396000.0,77060000.0,58793000.0,58793000.0,18267000.0,18267000.0,18267000.0,151456000.0,44310000.0,195766000.0,195766000.0,2023-06-30
0.0,0.21,138188000.0,0.0,0.0,58966000.0,53208000.0,55326000.0,138188000.0,77739000.0,-15949000.0,15949000.0,58966000.0,58966000.0,127109000.0,205447532.0,205279681.0,0.27,0.27,56338000.0,56338000.0,314000.0,2314000.0,58966000.0,-2824000.0,61790000.0,61790000.0,61790000.0,-551000.0,-551000.0,0.0,,,-15949000.0,15949000.0,78290000.0,79024000.0,60449000.0,60449000.0,18575000.0,18575000.0,18575000.0,157314000.0,48085000.0,205399000.0,205399000.0,2023-09-30
1442280.0,0.21,140862000.0,6868000.0,6868000.0,64351000.0,57720000.0,57378000.0,147730000.0,81891000.0,-14570000.0,14570000.0,58925280.0,64351000.0,135086000.0,210362000.0,210089000.0,0.29,0.29,61679000.0,61679000.0,357000.0,2315000.0,64351000.0,-2970000.0,67321000.0,67321000.0,67321000.0,6552000.0,-316000.0,0.0,,6868000.0,-14570000.0,14570000.0,75339000.0,85827000.0,65839000.0,65839000.0,19988000.0,19988000.0,19988000.0,161166000.0,49259000.0,210425000.0,210425000.0,2023-12-31
0.0,0.4,145226000.0,,,61371000.0,58687000.0,55073000.0,145226000.0,78948000.0,-14671000.0,14671000.0,61371000.0,61371000.0,133740000.0,214437913.0,214401661.0,0.27,0.27,58639000.0,58639000.0,418000.0,2314000.0,61371000.0,-2906000.0,64277000.0,64277000.0,64277000.0,-1408000.0,-1408000.0,,,,-14671000.0,14671000.0,80356000.0,86258000.0,66278000.0,66278000.0,19980000.0,19980000.0,19980000.0,166614000.0,47482000.0,214096000.0,214096000.0,2024-03-31
